,Napoli scored,Napoli received,Roma scored,Roma received,Inter scored,Inter received,Torino scored,Torino received,Fiorentina scored,Fiorentina received,Cagliari scored,Cagliari received,Lazio scored,Lazio received,Juventus scored,Juventus received,Chievo scored,Chievo received,Parma scored,Parma received,Milan scored,Milan received,Atalanta scored,Atalanta received,Catania scored,Catania received,Sampdoria scored,Sampdoria received,Bologna scored,Bologna received,Udinese scored,Udinese received,Genoa scored,Genoa received,Verona scored,Verona received,Livorno scored,Livorno received,Sassuolo scored,Sassuolo received
0,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,2.6666666666666665,1.0,1.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.0,2.0,0.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,3.3333333333333335,1.6666666666666667,0.0,0.0,,,,,,
1,2.3333333333333335,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,3.6666666666666665,1.0,1.0,1.3333333333333333,1.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666,3.3333333333333335,1.3333333333333333,0.6666666666666666,1.6666666666666667,,,,,,
2,2.3333333333333335,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.0,2.0,1.3333333333333333,2.0,3.6666666666666665,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.3333333333333333,3.0,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.0,1.0,3.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,,,,,,
3,2.6666666666666665,1.0,2.6666666666666665,0.3333333333333333,3.6666666666666665,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.0,1.3333333333333333,2.0,1.3333333333333333,2.0,2.3333333333333335,1.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.0,2.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,2.0,0.3333333333333333,0.3333333333333333,4.333333333333333
4,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.3333333333333333,3.3333333333333335,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,2.0,1.0,1.6666666666666667,1.0,1.0,2.0,1.6666666666666667,2.0,2.0,2.3333333333333335,1.0,2.6666666666666665,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.6666666666666667,2.0,1.0,1.0,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,3.3333333333333335
5,1.6666666666666667,0.6666666666666666,3.0,0.0,3.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,1.0,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,3.3333333333333335,0.6666666666666666,1.3333333333333333,0.0,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,1.0,3.3333333333333335
6,2.3333333333333335,0.3333333333333333,3.3333333333333335,0.0,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,2.0,1.0,0.3333333333333333,1.6666666666666667,3.0,2.0,2.0,2.0,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,4.0,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.0
7,2.0,0.6666666666666666,3.3333333333333335,0.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.0,2.0,1.3333333333333333,1.0,1.3333333333333333,1.0,1.3333333333333333,2.0,2.0,0.3333333333333333,1.6666666666666667,2.3333333333333335,2.0,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,3.6666666666666665,0.6666666666666666,1.0,1.0,1.3333333333333333,3.0,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.6666666666666667,2.0
8,2.0,0.6666666666666666,2.0,0.0,2.3333333333333335,2.6666666666666665,1.6666666666666667,2.3333333333333335,2.0,1.0,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,2.3333333333333335,2.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,2.0,1.6666666666666667,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.0,1.0,2.0,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,3.0,2.3333333333333335,0.3333333333333333,2.3333333333333335,1.0,1.3333333333333333
9,1.3333333333333333,1.0,1.3333333333333333,0.0,2.6666666666666665,2.0,2.0,2.6666666666666665,2.3333333333333335,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,1.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,1.0,1.0,0.3333333333333333,2.0,1.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,2.3333333333333335,2.0,1.3333333333333333,2.0,1.0,1.0
