,0,1,2,3,4,5,6,7,8,9,10,11
0,Dundee United,Hearts,Celtic,Inverness C,St Mirren,Dundee,Kilmarnock,Motherwell,Ross County,Aberdeen,St Johnstone,Hibernian
1,Celtic,St Mirren,Hearts,Dundee United,Inverness C,Kilmarnock,Motherwell,Ross County,Aberdeen,St Johnstone,Dundee,Hibernian
2,Celtic,Dundee United,Hearts,Motherwell,St Mirren,Aberdeen,Hibernian,Inverness C,Ross County,Kilmarnock,St Johnstone,Dundee
3,Celtic,Hibernian,Hearts,Motherwell,Ross County,Dundee United,St Mirren,Kilmarnock,Aberdeen,Inverness C,St Johnstone,Dundee
4,Celtic,Motherwell,Hibernian,Ross County,Dundee United,St Mirren,Hearts,Kilmarnock,Aberdeen,Dundee,Inverness C,St Johnstone
5,Motherwell,Celtic,Hibernian,St Mirren,Ross County,Dundee United,Aberdeen,Kilmarnock,Hearts,St Johnstone,Inverness C,Dundee
6,Celtic,Motherwell,Hibernian,Kilmarnock,Hearts,St Mirren,Aberdeen,Ross County,Dundee United,St Johnstone,Inverness C,Dundee
7,Celtic,Motherwell,Kilmarnock,St Mirren,Hibernian,Aberdeen,St Johnstone,Hearts,Inverness C,Ross County,Dundee United,Dundee
8,Celtic,Hibernian,Aberdeen,St Johnstone,Motherwell,Kilmarnock,St Mirren,Inverness C,Dundee United,Hearts,Ross County,Dundee
9,Celtic,St Johnstone,Aberdeen,Hibernian,Inverness C,Motherwell,Kilmarnock,Hearts,St Mirren,Dundee United,Ross County,Dundee
10,Celtic,Hibernian,Aberdeen,St Johnstone,Inverness C,Kilmarnock,Dundee United,Hearts,Motherwell,Ross County,St Mirren,Dundee
11,Celtic,Hibernian,Inverness C,Aberdeen,St Johnstone,Motherwell,Dundee United,Kilmarnock,Ross County,Hearts,St Mirren,Dundee
12,Celtic,Hibernian,Aberdeen,Inverness C,St Johnstone,Kilmarnock,Motherwell,Dundee United,Ross County,Hearts,St Mirren,Dundee
13,Celtic,Hibernian,Aberdeen,Motherwell,St Johnstone,Kilmarnock,Inverness C,Hearts,Dundee United,Ross County,St Mirren,Dundee
14,Celtic,Aberdeen,Hibernian,St Johnstone,Inverness C,Motherwell,Dundee United,Kilmarnock,Hearts,Ross County,St Mirren,Dundee
15,Celtic,Hibernian,Inverness C,Aberdeen,Motherwell,St Johnstone,Kilmarnock,Dundee United,Hearts,Ross County,St Mirren,Dundee
16,Celtic,Inverness C,Motherwell,Hibernian,Aberdeen,St Johnstone,Dundee United,Hearts,Kilmarnock,Ross County,St Mirren,Dundee
17,Celtic,Motherwell,Inverness C,Hibernian,St Johnstone,Aberdeen,Dundee United,Kilmarnock,Hearts,Ross County,St Mirren,Dundee
18,Celtic,Inverness C,Motherwell,Hibernian,Aberdeen,Hearts,St Johnstone,Kilmarnock,Dundee United,St Mirren,Ross County,Dundee
19,Celtic,Inverness C,Motherwell,Hibernian,Kilmarnock,Aberdeen,St Johnstone,Hearts,Dundee United,St Mirren,Ross County,Dundee
20,Celtic,Inverness C,Motherwell,Hibernian,Aberdeen,Kilmarnock,St Johnstone,Hearts,Dundee United,St Mirren,Ross County,Dundee
21,Celtic,Inverness C,Motherwell,Hibernian,Aberdeen,St Johnstone,Kilmarnock,Hearts,Dundee United,St Mirren,Ross County,Dundee
22,Celtic,Inverness C,Motherwell,Hibernian,Aberdeen,St Johnstone,Kilmarnock,Dundee United,Hearts,Ross County,St Mirren,Dundee
23,Celtic,Motherwell,Inverness C,Hibernian,Aberdeen,St Johnstone,Kilmarnock,Dundee United,Ross County,Hearts,St Mirren,Dundee
24,Celtic,Motherwell,Inverness C,Hibernian,St Johnstone,Dundee United,Aberdeen,Kilmarnock,Ross County,Hearts,St Mirren,Dundee
25,Celtic,Motherwell,Inverness C,St Johnstone,Dundee United,Hibernian,Kilmarnock,Aberdeen,Ross County,Hearts,St Mirren,Dundee
26,Celtic,Motherwell,Inverness C,Hibernian,St Johnstone,Kilmarnock,Aberdeen,Ross County,Dundee United,Hearts,St Mirren,Dundee
27,Celtic,Motherwell,Inverness C,St Johnstone,Ross County,Hibernian,Kilmarnock,Aberdeen,Dundee United,Hearts,St Mirren,Dundee
28,Celtic,Motherwell,Inverness C,Ross County,St Johnstone,Hibernian,Kilmarnock,Dundee United,Aberdeen,St Mirren,Hearts,Dundee
29,Celtic,Motherwell,Ross County,Inverness C,St Johnstone,Hibernian,Dundee United,Kilmarnock,Aberdeen,St Mirren,Hearts,Dundee
30,Celtic,Motherwell,Inverness C,Ross County,St Johnstone,Hibernian,Dundee United,Kilmarnock,Aberdeen,St Mirren,Hearts,Dundee
31,Celtic,Motherwell,Inverness C,Ross County,St Johnstone,Kilmarnock,Aberdeen,Dundee United,Hibernian,St Mirren,Hearts,Dundee
32,Celtic,Motherwell,Inverness C,St Johnstone,Ross County,Dundee United,Kilmarnock,Aberdeen,Hibernian,Hearts,St Mirren,Dundee
