,Dundee United scored,Dundee United received,Hearts scored,Hearts received,Celtic scored,Celtic received,Inverness C scored,Inverness C received,St Mirren scored,St Mirren received,Kilmarnock scored,Kilmarnock received,Motherwell scored,Motherwell received,Aberdeen scored,Aberdeen received,St Johnstone scored,St Johnstone received,Hibernian scored,Hibernian received,Dundee scored,Dundee received,Ross County scored,Ross County received
0,2.0,1.0,2.0,1.0,3.3333333333333335,1.0,1.0,1.0,2.0,2.0,1.3333333333333333,3.3333333333333335,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,,,,
1,1.3333333333333333,2.3333333333333335,2.0,0.6666666666666666,4.0,0.0,1.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,3.6666666666666665,1.0,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,,,,
2,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,3.6666666666666665,0.3333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,3.0,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.0,,,,
3,1.3333333333333333,2.3333333333333335,1.0,1.0,3.0,1.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.0,2.0,0.6666666666666666,0.3333333333333333
4,1.3333333333333333,1.0,0.6666666666666666,1.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,3.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,1.0,2.3333333333333335,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333
5,0.3333333333333333,1.0,0.0,1.0,2.3333333333333335,2.0,1.3333333333333333,3.0,1.0,0.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,2.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.0
6,0.0,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,1.0,1.3333333333333333,1.0,3.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666
7,0.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,2.6666666666666665,2.3333333333333335,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.0,2.0,1.6666666666666667,2.3333333333333335,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.6666666666666667,2.3333333333333335
8,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,3.0,1.0,2.3333333333333335,3.0,2.3333333333333335,1.6666666666666667,1.0,2.0,2.6666666666666665,1.6666666666666667,2.3333333333333335,1.0,2.0,1.3333333333333333,0.3333333333333333,2.6666666666666665,2.0,3.3333333333333335
9,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.0,3.6666666666666665,0.6666666666666666,2.0,3.6666666666666665,1.6666666666666667,2.0,0.0,1.3333333333333333,2.0,1.0,2.3333333333333335,1.0,2.0,1.6666666666666667,0.6666666666666666,3.3333333333333335,2.6666666666666665,3.3333333333333335
10,1.0,0.3333333333333333,1.0,1.0,2.0,0.6666666666666666,2.6666666666666665,1.0,0.3333333333333333,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.0,2.0,2.0,0.6666666666666666,1.6666666666666667,1.0,3.0,1.0,0.3333333333333333,3.0,2.0,2.3333333333333335
