,Gent scored,Gent received,Anderlecht scored,Anderlecht received,Club Brugge scored,Club Brugge received,Mechelen scored,Mechelen received,Germinal scored,Germinal received,Waregem scored,Waregem received,Lokeren scored,Lokeren received,Roeselare scored,Roeselare received,Standard scored,Standard received,Mouscron scored,Mouscron received,Genk scored,Genk received,Charleroi scored,Charleroi received,Cercle Brugge scored,Cercle Brugge received,Kortrijk scored,Kortrijk received,Westerlo scored,Westerlo received,St Truiden scored,St Truiden received
11,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.0,1.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333
12,0.6666666666666666,1.0,2.0,0.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.0,0.0,0.0,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.0
13,1.3333333333333333,0.6666666666666666,2.0,0.0,1.6666666666666667,1.6666666666666667,0.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,0.0,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.0,0.0,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.0,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335
14,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,2.0,2.3333333333333335,0.6666666666666666,2.0,1.6666666666666667,0.0,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,0.0,0.0,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0
15,2.3333333333333335,0.6666666666666666,2.0,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,2.0,3.0,0.6666666666666666,1.6666666666666667,1.0,0.0,0.6666666666666666,1.0,2.0,1.3333333333333333,1.6666666666666667,0.0,0.0,0.3333333333333333,1.3333333333333333,0.0,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667
16,3.3333333333333335,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,0.6666666666666666,1.0,3.6666666666666665,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,0.0,1.0,0.3333333333333333,2.0,1.0,2.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.0,2.3333333333333335,1.0,0.6666666666666666,1.0,0.0,1.0,0.3333333333333333
17,3.3333333333333335,1.3333333333333333,2.0,0.3333333333333333,1.0,0.3333333333333333,1.0,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
18,2.6666666666666665,1.0,2.6666666666666665,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.0,0.0,1.0,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0
19,1.6666666666666667,1.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,0.0,0.0,1.0,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667
20,2.3333333333333335,0.6666666666666666,2.3333333333333335,1.6666666666666667,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,3.0,1.6666666666666667,1.3333333333333333,0.0,0.0,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.0
21,2.6666666666666665,1.3333333333333333,2.6666666666666665,1.0,2.6666666666666665,1.0,1.6666666666666667,2.0,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,3.0,0.6666666666666666,2.0,0.0,0.0,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,1.0,2.0,0.3333333333333333,1.0,2.3333333333333335,1.0
22,2.0,0.6666666666666666,2.0,0.3333333333333333,2.0,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,3.0,1.0,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,0.0,2.0,0.0,0.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.3333333333333335,0.3333333333333333,2.0,2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0
23,0.6666666666666666,1.3333333333333333,3.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,4.0,1.3333333333333333,0.0,1.0,3.3333333333333335,2.0,1.3333333333333333,1.0,1.6666666666666667,0.0,0.0,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.3333333333333335,0.6666666666666666,2.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333
24,0.0,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,3.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,3.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,0.0,0.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333
25,0.3333333333333333,1.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.0,3.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666667,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
26,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,2.6666666666666665,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,0.0,0.0,1.6666666666666667,1.0,0.3333333333333333,2.6666666666666665,2.3333333333333335,1.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333
27,0.6666666666666666,1.0,2.0,0.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,2.0,2.0,1.0,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333
28,1.0,1.0,2.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1.0,1.3333333333333333,0.3333333333333333,2.0,1.0,1.6666666666666667,2.3333333333333335,1.0,2.0,0.6666666666666666,1.3333333333333333,0.3333333333333333
29,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.3333333333333333,2.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333
