,Gent scored,Gent received,Anderlecht scored,Anderlecht received,Club Brugge scored,Club Brugge received,Mechelen scored,Mechelen received,Germinal scored,Germinal received,Waregem scored,Waregem received,Lokeren scored,Lokeren received,Roeselare scored,Roeselare received,Standard scored,Standard received,Mouscron scored,Mouscron received,Genk scored,Genk received,Charleroi scored,Charleroi received,Cercle Brugge scored,Cercle Brugge received,Kortrijk scored,Kortrijk received,Westerlo scored,Westerlo received,St Truiden scored,St Truiden received
0,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,2.0,2.0,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.0,1.0,2.3333333333333335,0.6666666666666666,2.0,1.0,0.0,1.3333333333333333,2.3333333333333335,0.0,2.0,2.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.0,1.6666666666666667,,
1,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.0,2.0,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,0.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,2.0,,
2,1.0,1.0,2.6666666666666665,0.6666666666666666,2.3333333333333335,1.0,2.0,1.0,0.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.0,0.3333333333333333,2.0,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,,
3,2.3333333333333335,1.0,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,2.6666666666666665,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.0,0.0,0.0,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666
4,1.6666666666666667,1.0,2.0,0.3333333333333333,2.0,2.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.0,3.3333333333333335,2.3333333333333335,1.0,0.0,0.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,2.0,2.0,0.6666666666666666
5,3.0,1.0,1.3333333333333333,1.0,2.0,1.6666666666666667,1.0,2.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,1.0,3.3333333333333335,1.6666666666666667,0.6666666666666666,0.0,0.0,1.0,0.6666666666666666,1.3333333333333333,2.0,2.0,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,2.0,0.6666666666666666
6,2.0,1.0,1.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,1.0,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,3.6666666666666665,2.3333333333333335,0.6666666666666666,0.0,0.0,1.0,1.3333333333333333,1.6666666666666667,2.0,2.3333333333333335,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333
7,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.0,2.6666666666666665,1.0,1.6666666666666667,2.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,3.3333333333333335,2.3333333333333335,0.6666666666666666,0.0,0.0,2.0,1.6666666666666667,1.0,2.3333333333333335,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667
8,1.0,2.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,2.0,2.0,0.6666666666666666,0.0,0.0,2.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.0,1.0,0.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,2.0
9,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.0,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,3.0,1.3333333333333333,1.3333333333333333,1.0,2.0,1.6666666666666667,1.3333333333333333,1.0,2.6666666666666665
10,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,2.0,3.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.0,0.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,3.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333
