,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,
3,Anderlecht,Gent,Mechelen,St Truiden,Club Brugge,Standard,Genk,Charleroi,Waregem,Kortrijk,Germinal,Cercle Brugge,Westerlo,Lokeren,Roeselare,Mouscron
4,Anderlecht,St Truiden,Gent,Club Brugge,Mechelen,Charleroi,Standard,Genk,Waregem,Kortrijk,Germinal,Cercle Brugge,Westerlo,Lokeren,Roeselare,Mouscron
5,St Truiden,Gent,Anderlecht,Club Brugge,Standard,Mechelen,Kortrijk,Charleroi,Genk,Germinal,Waregem,Cercle Brugge,Westerlo,Lokeren,Roeselare,Mouscron
6,St Truiden,Gent,Anderlecht,Club Brugge,Standard,Mechelen,Charleroi,Germinal,Kortrijk,Genk,Waregem,Cercle Brugge,Westerlo,Lokeren,Roeselare,Mouscron
7,Club Brugge,St Truiden,Mechelen,Gent,Anderlecht,Standard,Germinal,Charleroi,Genk,Kortrijk,Waregem,Cercle Brugge,Westerlo,Lokeren,Roeselare,Mouscron
8,Club Brugge,Anderlecht,St Truiden,Standard,Mechelen,Gent,Germinal,Genk,Charleroi,Waregem,Cercle Brugge,Kortrijk,Westerlo,Lokeren,Roeselare,Mouscron
9,Club Brugge,Standard,Mechelen,Anderlecht,St Truiden,Germinal,Gent,Waregem,Charleroi,Genk,Kortrijk,Cercle Brugge,Westerlo,Lokeren,Roeselare,Mouscron
10,Club Brugge,Mechelen,Anderlecht,Standard,St Truiden,Waregem,Germinal,Gent,Kortrijk,Charleroi,Genk,Westerlo,Cercle Brugge,Lokeren,Roeselare,Mouscron
11,Club Brugge,Anderlecht,Mechelen,Standard,Gent,St Truiden,Waregem,Germinal,Genk,Kortrijk,Charleroi,Westerlo,Cercle Brugge,Lokeren,Roeselare,Mouscron
12,Club Brugge,Anderlecht,Mechelen,Standard,Germinal,Gent,Genk,Waregem,St Truiden,Kortrijk,Charleroi,Westerlo,Cercle Brugge,Lokeren,Roeselare,Mouscron
13,Anderlecht,Club Brugge,Standard,Germinal,Mechelen,Gent,Genk,Kortrijk,Waregem,St Truiden,Charleroi,Cercle Brugge,Westerlo,Lokeren,Roeselare,Mouscron
14,Anderlecht,Club Brugge,Germinal,Standard,Gent,Mechelen,Waregem,Kortrijk,St Truiden,Genk,Westerlo,Cercle Brugge,Charleroi,Lokeren,Roeselare,Mouscron
15,Anderlecht,Club Brugge,Germinal,Gent,Standard,Waregem,St Truiden,Mechelen,Kortrijk,Westerlo,Genk,Cercle Brugge,Charleroi,Lokeren,Roeselare,Mouscron
16,Anderlecht,Club Brugge,Gent,Germinal,Standard,Waregem,Kortrijk,St Truiden,Mechelen,Westerlo,Genk,Charleroi,Cercle Brugge,Lokeren,Roeselare,Mouscron
17,Anderlecht,Club Brugge,Gent,Germinal,Waregem,Kortrijk,Standard,St Truiden,Mechelen,Westerlo,Genk,Charleroi,Cercle Brugge,Roeselare,Lokeren,Mouscron
18,Anderlecht,Club Brugge,Gent,Germinal,Standard,Waregem,Kortrijk,St Truiden,Mechelen,Westerlo,Genk,Charleroi,Cercle Brugge,Roeselare,Lokeren,Mouscron
19,Anderlecht,Club Brugge,Gent,Germinal,Standard,Waregem,St Truiden,Kortrijk,Mechelen,Westerlo,Genk,Charleroi,Cercle Brugge,Roeselare,Lokeren,Mouscron
20,Anderlecht,Club Brugge,Gent,Germinal,Standard,Waregem,St Truiden,Mechelen,Kortrijk,Genk,Westerlo,Charleroi,Cercle Brugge,Lokeren,Roeselare,Mouscron
21,Anderlecht,Club Brugge,Gent,St Truiden,Germinal,Mechelen,Standard,Waregem,Kortrijk,Genk,Cercle Brugge,Westerlo,Charleroi,Lokeren,Roeselare,Mouscron
22,Anderlecht,Club Brugge,Gent,Waregem,St Truiden,Germinal,Mechelen,Standard,Kortrijk,Genk,Cercle Brugge,Westerlo,Charleroi,Roeselare,Lokeren,Mouscron
23,Anderlecht,Club Brugge,Gent,Waregem,Standard,St Truiden,Germinal,Mechelen,Kortrijk,Genk,Cercle Brugge,Westerlo,Charleroi,Roeselare,Lokeren,Mouscron
24,Anderlecht,Club Brugge,Gent,Waregem,St Truiden,Standard,Kortrijk,Germinal,Mechelen,Genk,Cercle Brugge,Westerlo,Charleroi,Roeselare,Lokeren,Mouscron
25,Anderlecht,Club Brugge,Gent,Waregem,Standard,Kortrijk,St Truiden,Mechelen,Germinal,Cercle Brugge,Genk,Westerlo,Charleroi,Roeselare,Lokeren,Mouscron
26,Anderlecht,Club Brugge,Gent,Kortrijk,Waregem,St Truiden,Standard,Mechelen,Germinal,Genk,Cercle Brugge,Westerlo,Charleroi,Roeselare,Lokeren,Mouscron
27,Anderlecht,Club Brugge,Gent,Kortrijk,Waregem,St Truiden,Standard,Mechelen,Cercle Brugge,Germinal,Genk,Westerlo,Charleroi,Lokeren,Roeselare,Mouscron
28,Anderlecht,Club Brugge,Gent,Kortrijk,St Truiden,Waregem,Standard,Mechelen,Cercle Brugge,Germinal,Genk,Westerlo,Charleroi,Lokeren,Roeselare,Mouscron
29,Anderlecht,Club Brugge,Gent,Kortrijk,St Truiden,Waregem,Mechelen,Standard,Cercle Brugge,Germinal,Genk,Westerlo,Charleroi,Lokeren,Roeselare,Mouscron
