,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Anderlecht,Mechelen,Genk,Gent,Kortrijk,St Truiden,Cercle Brugge,Charleroi,Standard,Waregem,Germinal,Club Brugge,Westerlo,Lierse,Lokeren,Eupen
1,Genk,Mechelen,Standard,Anderlecht,Kortrijk,Club Brugge,Westerlo,St Truiden,Gent,Cercle Brugge,Charleroi,Waregem,Germinal,Lokeren,Eupen,Lierse
2,Genk,Mechelen,Anderlecht,Kortrijk,Gent,Standard,Cercle Brugge,Westerlo,Club Brugge,St Truiden,Waregem,Lokeren,Charleroi,Germinal,Eupen,Lierse
3,Genk,Mechelen,Anderlecht,Kortrijk,Gent,St Truiden,Waregem,Standard,Westerlo,Cercle Brugge,Club Brugge,Lokeren,Germinal,Charleroi,Lierse,Eupen
4,Genk,Mechelen,Gent,Anderlecht,Kortrijk,Standard,St Truiden,Waregem,Club Brugge,Cercle Brugge,Westerlo,Charleroi,Lokeren,Germinal,Lierse,Eupen
5,Genk,Anderlecht,Kortrijk,Mechelen,Gent,Standard,Waregem,Club Brugge,St Truiden,Lokeren,Cercle Brugge,Westerlo,Germinal,Charleroi,Lierse,Eupen
6,Genk,Anderlecht,Mechelen,Gent,Kortrijk,Standard,Club Brugge,Cercle Brugge,Westerlo,Germinal,Waregem,St Truiden,Lokeren,Charleroi,Lierse,Eupen
7,Genk,Anderlecht,Mechelen,Gent,Standard,Club Brugge,Kortrijk,Westerlo,Waregem,Cercle Brugge,Lokeren,Germinal,St Truiden,Charleroi,Lierse,Eupen
8,Genk,Anderlecht,Gent,Standard,Mechelen,Club Brugge,Cercle Brugge,Kortrijk,Lokeren,Westerlo,Germinal,Waregem,St Truiden,Lierse,Charleroi,Eupen
9,Genk,Anderlecht,Standard,Gent,Mechelen,Club Brugge,Kortrijk,Cercle Brugge,Lokeren,Westerlo,Waregem,Germinal,St Truiden,Charleroi,Lierse,Eupen
10,Genk,Gent,Anderlecht,Standard,Club Brugge,Cercle Brugge,Mechelen,Lokeren,Kortrijk,Westerlo,Germinal,Waregem,St Truiden,Lierse,Charleroi,Eupen
11,Genk,Anderlecht,Standard,Gent,Mechelen,Cercle Brugge,Lokeren,Club Brugge,Kortrijk,Westerlo,Waregem,Germinal,St Truiden,Lierse,Charleroi,Eupen
12,Genk,Anderlecht,Gent,Standard,Mechelen,Cercle Brugge,Lokeren,Club Brugge,Kortrijk,Westerlo,Waregem,Germinal,St Truiden,Lierse,Charleroi,Eupen
13,Genk,Anderlecht,Gent,Mechelen,Standard,Kortrijk,Lokeren,Cercle Brugge,Club Brugge,Westerlo,Waregem,Germinal,St Truiden,Lierse,Eupen,Charleroi
14,Genk,Anderlecht,Gent,Mechelen,Standard,Lokeren,Club Brugge,Kortrijk,Westerlo,Cercle Brugge,Waregem,Germinal,St Truiden,Lierse,Eupen,Charleroi
15,Genk,Anderlecht,Gent,Lokeren,Mechelen,Standard,Cercle Brugge,Club Brugge,Kortrijk,Westerlo,Waregem,St Truiden,Germinal,Eupen,Lierse,Charleroi
16,Anderlecht,Genk,Gent,Standard,Lokeren,Mechelen,Cercle Brugge,Kortrijk,Club Brugge,Westerlo,Waregem,St Truiden,Germinal,Eupen,Lierse,Charleroi
17,Anderlecht,Genk,Gent,Lokeren,Standard,Mechelen,Cercle Brugge,Club Brugge,Kortrijk,Westerlo,Waregem,St Truiden,Germinal,Eupen,Lierse,Charleroi
18,Genk,Anderlecht,Gent,Lokeren,Standard,Club Brugge,Mechelen,Cercle Brugge,Kortrijk,Westerlo,Waregem,St Truiden,Germinal,Eupen,Lierse,Charleroi
19,Anderlecht,Genk,Gent,Lokeren,Standard,Mechelen,Kortrijk,Club Brugge,Cercle Brugge,Waregem,Westerlo,St Truiden,Germinal,Eupen,Lierse,Charleroi
20,Anderlecht,Genk,Lokeren,Gent,Mechelen,Club Brugge,Standard,Cercle Brugge,Kortrijk,Waregem,Westerlo,St Truiden,Germinal,Eupen,Lierse,Charleroi
21,Anderlecht,Genk,Lokeren,Gent,Club Brugge,Standard,Cercle Brugge,Mechelen,Waregem,Kortrijk,Westerlo,St Truiden,Germinal,Eupen,Lierse,Charleroi
22,Anderlecht,Genk,Gent,Lokeren,Club Brugge,Cercle Brugge,Standard,Mechelen,Waregem,Kortrijk,Westerlo,St Truiden,Germinal,Eupen,Lierse,Charleroi
23,Anderlecht,Genk,Gent,Club Brugge,Lokeren,Standard,Cercle Brugge,Mechelen,Kortrijk,Waregem,Westerlo,St Truiden,Germinal,Eupen,Lierse,Charleroi
24,Anderlecht,Genk,Gent,Club Brugge,Standard,Lokeren,Mechelen,Cercle Brugge,Kortrijk,Waregem,Westerlo,St Truiden,Germinal,Eupen,Lierse,Charleroi
25,Anderlecht,Genk,Gent,Club Brugge,Lokeren,Mechelen,Standard,Cercle Brugge,Kortrijk,Waregem,Westerlo,St Truiden,Germinal,Eupen,Lierse,Charleroi
26,Genk,Anderlecht,Gent,Club Brugge,Lokeren,Mechelen,Standard,Cercle Brugge,Westerlo,Kortrijk,Waregem,Germinal,St Truiden,Eupen,Lierse,Charleroi
27,Genk,Anderlecht,Gent,Club Brugge,Lokeren,Mechelen,Standard,Cercle Brugge,Kortrijk,Westerlo,Waregem,St Truiden,Germinal,Eupen,Lierse,Charleroi
28,Anderlecht,Genk,Gent,Club Brugge,Lokeren,Standard,Mechelen,Westerlo,Cercle Brugge,Kortrijk,Waregem,St Truiden,Germinal,Eupen,Lierse,Charleroi
29,Anderlecht,Genk,Gent,Club Brugge,Lokeren,Standard,Mechelen,Westerlo,Cercle Brugge,Kortrijk,Waregem,St Truiden,Germinal,Lierse,Eupen,Charleroi
