,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Gent,Standard,Genk,Club Brugge,Germinal,Lokeren,Westerlo,Anderlecht,Roeselare,Charleroi,Dender,Bergen,St Truiden,FC Brussels,Mechelen,Cercle Brugge,Mouscron,Waregem
1,Gent,Standard,Club Brugge,Westerlo,Anderlecht,Roeselare,Cercle Brugge,Germinal,Lokeren,Mouscron,Genk,Bergen,Mechelen,Charleroi,Dender,St Truiden,FC Brussels,Waregem
2,Gent,Standard,Club Brugge,Anderlecht,Mouscron,Westerlo,Roeselare,Germinal,Charleroi,Lokeren,Genk,Cercle Brugge,Waregem,Mechelen,Dender,Bergen,St Truiden,FC Brussels
3,Standard,Gent,Anderlecht,Club Brugge,Mouscron,Charleroi,Lokeren,Genk,Cercle Brugge,Westerlo,Roeselare,Germinal,Waregem,Mechelen,Bergen,Dender,St Truiden,FC Brussels
4,Standard,Anderlecht,Gent,Charleroi,Lokeren,Club Brugge,Genk,Cercle Brugge,Mouscron,Waregem,Roeselare,Westerlo,Germinal,Dender,Mechelen,Bergen,FC Brussels,St Truiden
5,Standard,Anderlecht,Genk,Cercle Brugge,Gent,Lokeren,Club Brugge,Charleroi,Mouscron,Waregem,Germinal,Westerlo,Roeselare,Dender,Bergen,Mechelen,FC Brussels,St Truiden
6,Standard,Anderlecht,Genk,Cercle Brugge,Mouscron,Gent,Club Brugge,Charleroi,Lokeren,Waregem,Germinal,Bergen,Westerlo,Roeselare,Dender,FC Brussels,Mechelen,St Truiden
7,Standard,Anderlecht,Club Brugge,Genk,Cercle Brugge,Charleroi,Gent,Mouscron,Lokeren,Waregem,Roeselare,Germinal,Bergen,Westerlo,FC Brussels,Dender,Mechelen,St Truiden
8,Standard,Club Brugge,Genk,Cercle Brugge,Mouscron,Anderlecht,Gent,Charleroi,Lokeren,Waregem,Roeselare,Germinal,Westerlo,Bergen,FC Brussels,Dender,Mechelen,St Truiden
9,Standard,Club Brugge,Cercle Brugge,Anderlecht,Genk,Mouscron,Lokeren,Gent,Charleroi,Waregem,Westerlo,Germinal,Roeselare,Bergen,FC Brussels,Dender,Mechelen,St Truiden
10,Standard,Club Brugge,Cercle Brugge,Mouscron,Anderlecht,Genk,Lokeren,Gent,Charleroi,Germinal,Waregem,Roeselare,Westerlo,Bergen,FC Brussels,Dender,Mechelen,St Truiden
11,Club Brugge,Standard,Cercle Brugge,Anderlecht,Mouscron,Charleroi,Genk,Lokeren,Germinal,Gent,Waregem,Roeselare,Westerlo,Bergen,Mechelen,St Truiden,FC Brussels,Dender
12,Club Brugge,Standard,Cercle Brugge,Anderlecht,Genk,Mouscron,Germinal,Gent,Charleroi,Lokeren,Waregem,Roeselare,Westerlo,FC Brussels,Bergen,Mechelen,St Truiden,Dender
13,Club Brugge,Standard,Cercle Brugge,Germinal,Anderlecht,Genk,Mouscron,Gent,Waregem,Charleroi,Lokeren,Westerlo,Roeselare,Mechelen,FC Brussels,Bergen,Dender,St Truiden
14,Club Brugge,Standard,Cercle Brugge,Germinal,Genk,Gent,Anderlecht,Mouscron,Waregem,Lokeren,Charleroi,Westerlo,Roeselare,Mechelen,Dender,FC Brussels,St Truiden,Bergen
15,Club Brugge,Standard,Cercle Brugge,Germinal,Genk,Gent,Anderlecht,Mouscron,Lokeren,Waregem,Westerlo,Charleroi,Roeselare,Dender,Mechelen,St Truiden,FC Brussels,Bergen
16,Club Brugge,Standard,Cercle Brugge,Germinal,Genk,Gent,Anderlecht,Waregem,Mouscron,Lokeren,Westerlo,Roeselare,Charleroi,Dender,Mechelen,St Truiden,FC Brussels,Bergen
17,Club Brugge,Standard,Cercle Brugge,Germinal,Gent,Anderlecht,Genk,Westerlo,Waregem,Lokeren,Charleroi,Mouscron,Roeselare,Dender,Mechelen,St Truiden,FC Brussels,Bergen
18,Club Brugge,Standard,Cercle Brugge,Germinal,Gent,Anderlecht,Genk,Westerlo,Lokeren,Charleroi,Waregem,Mouscron,Roeselare,Dender,Mechelen,St Truiden,FC Brussels,Bergen
