,homeTeam,awayTeam,Home Team Rank,Away Team Rank,Home Team Scored Goals,Home Team Received Goals,Away Team Scored Goals,Away Team received Goals
0,Zwolle,Willem II,15,5,1.0,3.0,3.0,1.0
1,FC Emmen,Groningen,13,6,0.0,1.0,1.0,0.0
2,Vitesse,Ajax,10,7,2.0,2.0,2.0,2.0
3,Twente,PSV Eindhoven,11,12,1.0,1.0,1.0,1.0
4,VVV Venlo,Waalwijk,4,16,3.0,1.0,1.0,3.0
5,Heracles,Heerenveen,18,2,0.0,4.0,4.0,0.0
6,Feyenoord,Sparta Rotterdam,8,9,2.0,2.0,2.0,2.0
7,Den Haag,Utrecht,14,3,2.0,4.0,4.0,2.0
8,AZ Alkmaar,For Sittard,1,17,4.0,0.0,0.0,4.0
9,Sparta Rotterdam,VVV Venlo,9,4,2.0,2.0,3.0,1.0
10,Groningen,Twente,11,6,1.0,1.5,2.0,1.0
11,Ajax,FC Emmen,3,18,3.5,1.0,0.0,3.0
12,Willem II,Vitesse,9,8,1.5,1.5,2.0,1.0
13,For Sittard,Heracles,13,14,0.5,2.5,0.5,2.5
14,Heerenveen,Feyenoord,4,12,2.5,0.5,1.5,1.5
15,Waalwijk,AZ Alkmaar,17,1,0.5,2.5,3.0,0.0
16,Utrecht,Zwolle,2,16,3.5,1.5,1.0,3.0
17,PSV Eindhoven,Den Haag,7,15,2.0,1.0,1.5,3.5
18,Vitesse,Zwolle,8,16,2.0,1.0,1.0,3.0
19,Den Haag,Sparta Rotterdam,17,5,1.3333333333333333,3.0,2.6666666666666665,1.3333333333333333
20,VVV Venlo,Ajax,12,1,1.6666666666666667,3.0,3.6666666666666665,1.0
21,FC Emmen,Heerenveen,13,9,0.6666666666666666,2.0,1.6666666666666667,1.0
22,For Sittard,Willem II,15,7,1.0,2.6666666666666665,2.0,1.6666666666666667
23,Twente,Waalwijk,8,14,2.333333333333333,1.6666666666666667,1.3333333333333333,2.6666666666666665
24,AZ Alkmaar,Groningen,2,10,2.0,0.0,0.6666666666666666,1.0
25,Feyenoord,Utrecht,11,4,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.3333333333333333
26,Heracles,PSV Eindhoven,16,6,0.3333333333333333,2.333333333333333,2.0,0.6666666666666666
