,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Real Madrid,Barcelona,Leganes,Levante,Eibar,Valencia,Sociedad,Ath Madrid,Girona,Sevilla,Ath Bilbao,Getafe,Espanol,Alaves,Malaga,Las Palmas,Villarreal,Betis,La Coruna,Celta
1,Barcelona,Leganes,Sociedad,Ath Madrid,Real Madrid,Girona,Levante,Valencia,Sevilla,Ath Bilbao,Eibar,Betis,Getafe,La Coruna,Espanol,Malaga,Alaves,Villarreal,Las Palmas,Celta
2,Barcelona,Sociedad,Sevilla,Ath Bilbao,Leganes,Ath Madrid,Real Madrid,Levante,Valencia,Getafe,Girona,Villarreal,Las Palmas,Betis,Eibar,Celta,La Coruna,Espanol,Malaga,Alaves
3,Barcelona,Sevilla,Sociedad,Real Madrid,Ath Madrid,Ath Bilbao,Villarreal,Levante,Valencia,Leganes,Betis,Las Palmas,Eibar,Getafe,Girona,Espanol,Celta,La Coruna,Malaga,Alaves
4,Barcelona,Sevilla,Ath Madrid,Valencia,Levante,Betis,Sociedad,Real Madrid,Villarreal,Ath Bilbao,Leganes,Las Palmas,Eibar,Getafe,Girona,Espanol,La Coruna,Celta,Alaves,Malaga
5,Barcelona,Ath Madrid,Sevilla,Valencia,Betis,Real Madrid,Leganes,Levante,Sociedad,Getafe,Ath Bilbao,Espanol,Villarreal,Celta,Las Palmas,Eibar,Girona,La Coruna,Malaga,Alaves
6,Barcelona,Sevilla,Valencia,Ath Madrid,Real Madrid,Betis,Leganes,Villarreal,Sociedad,Levante,Getafe,Ath Bilbao,Espanol,Celta,La Coruna,Girona,Las Palmas,Eibar,Alaves,Malaga
7,Barcelona,Valencia,Real Madrid,Ath Madrid,Sevilla,Leganes,Villarreal,Betis,Sociedad,Ath Bilbao,Celta,Levante,Espanol,Getafe,La Coruna,Eibar,Girona,Las Palmas,Alaves,Malaga
8,Barcelona,Valencia,Real Madrid,Ath Madrid,Leganes,Villarreal,Betis,Sevilla,Sociedad,Ath Bilbao,Levante,Celta,Espanol,Getafe,Girona,La Coruna,Eibar,Las Palmas,Alaves,Malaga
9,Barcelona,Valencia,Real Madrid,Ath Madrid,Sevilla,Villarreal,Leganes,Betis,Sociedad,Espanol,Getafe,Levante,Girona,Ath Bilbao,La Coruna,Celta,Eibar,Las Palmas,Malaga,Alaves
10,Barcelona,Valencia,Real Madrid,Ath Madrid,Villarreal,Sevilla,Betis,Leganes,Sociedad,Girona,Celta,Getafe,Espanol,Levante,Ath Bilbao,La Coruna,Eibar,Alaves,Las Palmas,Malaga
11,Barcelona,Valencia,Real Madrid,Ath Madrid,Sevilla,Villarreal,Sociedad,Leganes,Betis,Getafe,Girona,Levante,Celta,Espanol,Ath Bilbao,La Coruna,Eibar,Malaga,Alaves,Las Palmas
12,Barcelona,Valencia,Ath Madrid,Real Madrid,Sevilla,Villarreal,Sociedad,Betis,Girona,Leganes,Celta,Getafe,Espanol,Levante,Eibar,Ath Bilbao,La Coruna,Malaga,Las Palmas,Alaves
13,Barcelona,Valencia,Ath Madrid,Real Madrid,Sevilla,Villarreal,Leganes,Getafe,Sociedad,Betis,Celta,Girona,Eibar,Levante,Espanol,Ath Bilbao,La Coruna,Las Palmas,Alaves,Malaga
14,Barcelona,Valencia,Ath Madrid,Real Madrid,Sevilla,Villarreal,Getafe,Leganes,Girona,Sociedad,Betis,Eibar,Celta,Ath Bilbao,Levante,Espanol,La Coruna,Alaves,Malaga,Las Palmas
15,Barcelona,Ath Madrid,Real Madrid,Valencia,Sevilla,Villarreal,Girona,Betis,Eibar,Getafe,Leganes,Sociedad,Ath Bilbao,Celta,Levante,Espanol,La Coruna,Alaves,Malaga,Las Palmas
16,Barcelona,Ath Madrid,Valencia,Real Madrid,Sevilla,Villarreal,Eibar,Getafe,Girona,Sociedad,Ath Bilbao,Leganes,Betis,Celta,Espanol,Levante,Alaves,La Coruna,Malaga,Las Palmas
17,Barcelona,Ath Madrid,Valencia,Real Madrid,Sevilla,Villarreal,Eibar,Ath Bilbao,Leganes,Betis,Getafe,Girona,Espanol,Sociedad,Celta,Levante,La Coruna,Alaves,Malaga,Las Palmas
