,Hoffenheim scored,Hoffenheim received,Leverkusen scored,Leverkusen received,Bayern Munich scored,Bayern Munich received,Hannover scored,Hannover received,Ein Frankfurt scored,Ein Frankfurt received,Mainz scored,Mainz received,Hertha scored,Hertha received,Werder Bremen scored,Werder Bremen received,M'gladbach scored,M'gladbach received,Stuttgart scored,Stuttgart received,Hamburg scored,Hamburg received,Schalke 04 scored,Schalke 04 received,Wolfsburg scored,Wolfsburg received,Freiburg scored,Freiburg received,Dortmund scored,Dortmund received,Augsburg scored,Augsburg received,Paderborn scored,Paderborn received,FC Koln scored,FC Koln received
0,1.6666666666666667,1.3333333333333333,2.0,1.0,3.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,3.3333333333333335,2.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.3333333333333335,3.0,1.3333333333333333,2.0,0.6666666666666666,,,,
1,2.0,1.6666666666666667,2.6666666666666665,1.0,2.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,2.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,3.3333333333333335,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,3.3333333333333335,2.3333333333333335,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.6666666666666667,3.3333333333333335,1.3333333333333333,1.6666666666666667,1.3333333333333333,,,,
2,1.6666666666666667,1.0,3.0,2.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,2.0,1.0,1.0,3.6666666666666665,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,0.0,1.6666666666666667,0.6666666666666666,2.6666666666666665,2.0,2.0,2.0,1.3333333333333333,1.0,2.0,3.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,,,,
3,1.3333333333333333,0.6666666666666666,2.6666666666666665,3.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.6666666666666667,3.0,2.0,2.6666666666666665,1.3333333333333333,0.3333333333333333,0.0,2.0,0.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,2.3333333333333335,1.3333333333333333,1.0,1.6666666666666667,2.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6666666666666667,0.0,0.6666666666666666,0.0
4,2.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,2.0,0.0,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,3.3333333333333335,1.6666666666666667,0.3333333333333333,0.6666666666666666,2.0,0.0,1.0,2.0,2.0,1.6666666666666667,1.0,2.0,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,0.0,0.3333333333333333
5,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,2.0,0.0,0.3333333333333333,1.0,2.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.0,1.0,3.0,1.0,0.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.0,2.3333333333333335,1.0,2.0,1.0,1.6666666666666667,1.6666666666666667,1.0,2.0,1.6666666666666667,1.0,1.0,2.0,0.0,1.0
6,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,3.3333333333333335,0.0,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.0,1.0,1.3333333333333333,1.0,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,2.0,1.0,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.0,2.6666666666666665,0.6666666666666666,2.0
7,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,4.0,0.0,0.0,2.6666666666666665,2.0,2.0,1.0,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,3.0,2.0,0.6666666666666666,2.0,2.0,1.0,1.0,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,2.0,1.6666666666666667,1.3333333333333333,2.0
8,1.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,3.3333333333333335,0.0,0.3333333333333333,2.3333333333333335,2.6666666666666665,3.3333333333333335,1.0,1.6666666666666667,2.0,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.3333333333333333,0.3333333333333333,3.3333333333333335,3.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,1.0,2.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333
9,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,3.0,1.0,2.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.6666666666666665,2.0,0.3333333333333333,2.6666666666666665,3.6666666666666665,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,3.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.0,2.0,1.0,1.0,0.6666666666666666
