,Game Date,Home Team,Away Team,Home ATT,Away ATT,Home DEF,Away DEF,Home MID,Away MID,Home Win Odds,Draw Odds,Away Win Odds,Winner,Home win Odds not normal,Draw Odds not normal,Away win Odds not normal
0,22/08/14,Bayern Munich,Wolfsburg,87,77,82,76,85,78,0.7562226272602808,0.15278866622776227,0.09098870651195698,1,1.2533333333333334,6.203333333333333,10.416666666666666
1,23/08/14,Dortmund,Leverkusen,79,78,81,74,81,77,0.5928189681921036,0.22471646851373953,0.1824645632941568,2,1.5933333333333335,4.203333333333333,5.176666666666667
2,23/08/14,Ein Frankfurt,Freiburg,77,71,73,72,70,71,0.4631363316645032,0.2747837469497586,0.26207992138573827,1,2.04,3.438333333333333,3.605
3,23/08/14,FC Koln,Hamburg,73,76,72,72,72,73,0.4615045629848554,0.26937605393107444,0.26911938308407013,X,2.0400000000000005,3.4950000000000006,3.498333333333333
4,23/08/14,Hannover,Schalke 04,75,83,73,76,74,77,0.3158194516376619,0.2754596286149675,0.4087209197473706,1,2.9916666666666667,3.43,2.311666666666667
5,23/08/14,Hertha,Werder Bremen,76,73,73,71,74,73,0.479550439061253,0.27030453932780213,0.2501450216109448,X,1.97,3.4949999999999997,3.776666666666667
6,23/08/14,Hoffenheim,Augsburg,78,73,73,73,74,72,0.48505503306356257,0.2641433614489862,0.25080160548745123,1,1.9449999999999996,3.5716666666666668,3.7616666666666667
7,24/08/14,M'gladbach,Stuttgart,76,76,76,72,74,74,0.4885133640500719,0.2660653143486999,0.2454213216012281,X,1.9316666666666664,3.5466666666666664,3.845
8,24/08/14,Paderborn,Mainz,69,77,68,73,68,74,0.3180059673217244,0.28291893847594257,0.3990750942023331,X,2.97,3.3383333333333334,2.3666666666666667
9,29/08/14,Augsburg,Dortmund,73,79,73,81,72,81,0.20089507234397752,0.2468389019322089,0.5522660257238136,2,4.71,3.8333333333333335,1.7133333333333336
10,30/08/14,Hamburg,Paderborn,76,69,72,68,73,68,0.5441104189304505,0.25388567732254547,0.20200390374700394,2,1.735,3.7183333333333333,4.673333333333333
