,Roma scored,Roma received,Inter scored,Inter received,Siena scored,Siena received,Livorno scored,Livorno received,Juventus scored,Juventus received,Udinese scored,Udinese received,Ascoli scored,Ascoli received,Parma scored,Parma received,Palermo scored,Palermo received,Cagliari scored,Cagliari received,Sampdoria scored,Sampdoria received,Lecce scored,Lecce received,Chievo scored,Chievo received,Empoli scored,Empoli received,Messina scored,Messina received,Reggina scored,Reggina received,Treviso scored,Treviso received,Fiorentina scored,Fiorentina received,Lazio scored,Lazio received,Milan scored,Milan received
0,3.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0
1,1.5,0.5,2.5,1.5,1.5,2.0,1.5,0.5,2.5,0.0,1.0,0.0,0.5,0.5,0.5,1.0,2.0,1.5,1.0,1.5,2.0,2.0,0.5,1.0,0.5,0.5,0.0,2.5,1.0,1.5,1.0,3.0,0.0,2.0,2.0,1.5,1.0,0.5,2.0,1.0
2,1.0,0.3333333333333333,2.6666666666666665,1.0,1.3333333333333333,2.0,1.0,0.3333333333333333,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,1.0,1.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.0,2.0,1.0,1.3333333333333333,1.0,3.0,0.3333333333333333,2.3333333333333335,2.6666666666666665,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333
3,1.3333333333333333,0.6666666666666666,2.0,1.0,1.0,2.0,0.3333333333333333,0.0,2.3333333333333335,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,2.0,1.0,1.0,1.6666666666666667,2.3333333333333335,1.0,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.0,2.0,1.0,1.0,1.0,2.3333333333333335,0.3333333333333333,2.0,3.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,1.0
4,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,2.0,1.6666666666666667,0.6666666666666666,0.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.0,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.6666666666666667,0.6666666666666666
5,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,3.0,1.6666666666666667,2.0,0.3333333333333333,2.0,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.0,1.0,2.6666666666666665,1.0,1.0,0.0,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,0.3333333333333333
6,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,3.0,2.3333333333333335,1.3333333333333333,2.6666666666666665,1.6666666666666667,0.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.0,2.0,2.6666666666666665,0.0,1.6666666666666667,2.0,1.6666666666666667,1.0,1.0,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.0,3.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,0.3333333333333333
7,1.0,1.6666666666666667,2.0,0.6666666666666666,2.6666666666666665,2.6666666666666665,1.0,2.6666666666666665,2.0,0.0,2.0,1.0,2.0,1.0,1.0,2.6666666666666665,1.6666666666666667,2.0,0.3333333333333333,2.3333333333333335,2.6666666666666665,2.0,1.0,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.0,0.6666666666666666,2.0,1.0,1.0,0.6666666666666666,1.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666
8,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.0,1.6666666666666667,2.6666666666666665,0.6666666666666666,2.0,2.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,2.0,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.0,2.6666666666666665,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666
9,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,2.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,0.0,2.6666666666666665,2.0,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,1.3333333333333333,2.6666666666666665,1.0
