,Dortmund scored,Dortmund received,Bayern Munich scored,Bayern Munich received,M'gladbach scored,M'gladbach received,Ein Frankfurt scored,Ein Frankfurt received,Augsburg scored,Augsburg received,Wolfsburg scored,Wolfsburg received,Mainz scored,Mainz received,Hertha scored,Hertha received,Hannover scored,Hannover received,Werder Bremen scored,Werder Bremen received,Schalke 04 scored,Schalke 04 received,Stuttgart scored,Stuttgart received,Hoffenheim scored,Hoffenheim received,Leverkusen scored,Leverkusen received,Freiburg scored,Freiburg received,RB Leipzig scored,RB Leipzig received,Fortuna Dusseldorf scored,Fortuna Dusseldorf received,Nurnberg scored,Nurnberg received
0,1.0,2.0,2.6666666666666665,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,2.0,2.0,2.6666666666666665,2.0,1.0,1.6666666666666667,3.6666666666666665,2.0,2.3333333333333335,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.3333333333333333,2.0,1.3333333333333333,1.0,1.0,2.0,1.6666666666666667,3.3333333333333335,2.0,,,,
1,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,3.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.0,2.0,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,3.6666666666666665,1.3333333333333333,,,,
2,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,3.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,2.6666666666666665,1.3333333333333333,2.0,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.6666666666666665,2.0,2.0,3.3333333333333335,1.6666666666666667,,,,
3,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.3333333333333333,1.6666666666666667,2.0,1.0,2.0,1.3333333333333333,2.0,2.0,2.0,1.0,1.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,1.3333333333333333,0.3333333333333333,2.0,1.0,2.0,1.6666666666666667,1.3333333333333333,1.0,2.0,2.3333333333333335,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666
4,3.6666666666666665,0.6666666666666666,2.0,0.6666666666666666,2.3333333333333335,2.0,1.0,2.3333333333333335,1.3333333333333333,2.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.0,2.6666666666666665,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.0,1.0,1.0,1.0,1.0,2.6666666666666665
5,4.0,1.0,1.0,1.0,2.3333333333333335,2.3333333333333335,2.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.0,1.6666666666666667,0.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,3.0,2.3333333333333335,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.6666666666666667,2.3333333333333335
6,5.0,1.6666666666666667,0.3333333333333333,2.0,2.6666666666666665,1.0,2.3333333333333335,1.6666666666666667,2.6666666666666665,2.0,0.6666666666666666,1.3333333333333333,0.0,0.3333333333333333,1.0,1.0,1.6666666666666667,2.6666666666666665,2.0,1.0,1.0,0.3333333333333333,1.0,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,3.3333333333333335,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.0,4.333333333333333
7,4.0,1.6666666666666667,1.0,2.0,3.0,0.6666666666666666,4.333333333333333,1.0,2.3333333333333335,1.6666666666666667,1.0,2.3333333333333335,0.0,1.6666666666666667,1.0,0.3333333333333333,2.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.0,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,0.3333333333333333,0.3333333333333333,4.0,1.3333333333333333,3.0
8,3.3333333333333335,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.0,3.3333333333333335,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,1.0,1.0,2.0,1.6666666666666667,2.0,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.6666666666666665,2.6666666666666665,1.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,0.0,0.3333333333333333,4.0,0.6666666666666666,3.3333333333333335
9,2.3333333333333335,0.6666666666666666,2.0,1.0,2.6666666666666665,1.0,3.6666666666666665,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,1.0,2.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.6666666666666665,1.0,1.0,0.0,3.6666666666666665,3.6666666666666665,0.6666666666666666,3.0,2.6666666666666665,1.6666666666666667,1.0,1.0,0.0,0.3333333333333333,4.333333333333333,1.3333333333333333,2.0
10,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,2.0,1.3333333333333333,1.0,3.0,1.3333333333333333,2.0,1.3333333333333333,3.6666666666666665,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,3.3333333333333335,0.6666666666666666,2.3333333333333335,3.0,1.6666666666666667,1.6666666666666667,2.0,0.0,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667
11,2.0,1.0,2.0,2.3333333333333335,3.3333333333333335,0.6666666666666666,3.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,2.0,1.3333333333333333,1.3333333333333333,3.3333333333333335,1.3333333333333333,2.6666666666666665,1.0,2.0,2.6666666666666665,2.0,0.6666666666666666,1.6666666666666667,3.0,1.6666666666666667,1.0,2.3333333333333335,1.0,1.6666666666666667,2.0,0.3333333333333333,2.3333333333333335,2.3333333333333335,1.3333333333333333,3.0
12,2.3333333333333335,1.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,2.0,1.3333333333333333,1.0,1.6666666666666667,1.0,2.0,2.3333333333333335,1.0,2.3333333333333335,1.0,2.0,2.0,2.0,1.0,0.6666666666666666,2.0,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,2.6666666666666665
13,2.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.6666666666666667,0.3333333333333333,1.6666666666666667,2.0,2.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,3.0
14,2.0,0.6666666666666666,3.0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,1.0,2.0,1.0,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,2.0,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,2.0
15,1.6666666666666667,1.3333333333333333,2.6666666666666665,0.0,1.6666666666666667,0.0,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,2.0,1.0,1.0,1.3333333333333333,1.0,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.0,2.3333333333333335
16,1.6666666666666667,1.3333333333333333,2.6666666666666665,0.0,1.0,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,2.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.3333333333333335,0.3333333333333333,2.0,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.0,2.0,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,1.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,1.6666666666666667
17,1.3333333333333333,1.0,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,1.6666666666666667,2.3333333333333335,2.0,1.3333333333333333,2.0,1.6666666666666667,2.0,2.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.0,2.6666666666666665,1.0,1.6666666666666667,1.6666666666666667,1.0,1.0,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.0
18,2.6666666666666665,0.6666666666666666,3.3333333333333335,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,1.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,2.0,1.3333333333333333,2.0,2.0,0.3333333333333333,2.3333333333333335,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,3.3333333333333335,2.0,2.0,2.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,2.3333333333333335,1.0,1.0,1.6666666666666667,0.6666666666666666,2.0
19,2.3333333333333335,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.6666666666666667,0.0,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,3.0,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,3.0,2.0,2.0,2.0,0.6666666666666666,1.6666666666666667,3.0,2.3333333333333335,0.3333333333333333,1.0,2.0,1.0,2.0
20,3.0,1.6666666666666667,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.3333333333333333,2.0,1.0,3.0,1.6666666666666667,1.0,1.0,2.6666666666666665,2.3333333333333335,1.0,1.0,2.3333333333333335,1.0,3.0,2.6666666666666665,2.0,3.6666666666666665,0.6666666666666666,2.3333333333333335,3.0,2.3333333333333335,0.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667
21,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.0,0.3333333333333333,3.6666666666666665,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,2.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,2.6666666666666665,2.3333333333333335,1.3333333333333333,3.3333333333333335,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,0.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.0
22,2.0,1.6666666666666667,2.3333333333333335,1.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.0,4.0,3.0,1.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,2.0,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.3333333333333333,3.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333
23,1.3333333333333333,1.3333333333333333,3.0,1.0,0.6666666666666666,3.0,2.3333333333333335,1.0,1.6666666666666667,3.0,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.0,0.3333333333333333,3.6666666666666665,1.0,1.0,0.0,2.3333333333333335,2.3333333333333335,1.6666666666666667,2.0,1.3333333333333333,2.0,1.0,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,2.0,1.0,0.3333333333333333,1.0
24,2.3333333333333335,1.6666666666666667,4.0,0.3333333333333333,0.6666666666666666,2.6666666666666665,3.0,0.6666666666666666,1.0,2.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,1.0,1.3333333333333333,1.0,3.6666666666666665,2.0,1.3333333333333333,0.6666666666666666,3.6666666666666665,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667
25,2.3333333333333335,1.6666666666666667,5.666666666666667,0.3333333333333333,1.0,2.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,3.0,0.3333333333333333,3.0,1.6666666666666667,2.0,1.3333333333333333,3.6666666666666665,2.6666666666666665,1.3333333333333333,0.6666666666666666,3.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,0.0,2.0,2.6666666666666665,0.3333333333333333,1.3333333333333333
26,2.6666666666666665,1.0,4.333333333333333,0.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,0.0,1.0,1.3333333333333333,1.6666666666666667,3.3333333333333335,0.3333333333333333,3.3333333333333335,1.0,3.3333333333333335,1.0,2.3333333333333335,3.3333333333333335,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.0,1.6666666666666667,3.0,1.3333333333333333,1.0,2.0,0.0,1.6666666666666667,3.0,1.3333333333333333,1.0
27,1.6666666666666667,2.3333333333333335,4.0,0.3333333333333333,1.0,1.6666666666666667,2.0,0.3333333333333333,1.0,2.6666666666666665,2.6666666666666665,1.6666666666666667,2.0,3.0,1.0,3.3333333333333335,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.0,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,3.0,0.6666666666666666,1.3333333333333333,3.6666666666666665,0.6666666666666666,2.3333333333333335,3.3333333333333335,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.3333333333333333,0.6666666666666666
28,1.3333333333333333,2.0,3.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,2.0,1.3333333333333333,1.0,2.6666666666666665,1.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.3333333333333333,3.0,0.3333333333333333,1.6666666666666667,2.0,1.0,1.0,1.0,0.3333333333333333,1.6666666666666667,3.3333333333333335,0.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.6666666666666665,3.6666666666666665,0.6666666666666666,2.0,2.0,1.6666666666666667,0.6666666666666666
29,2.0,2.0,3.3333333333333335,0.3333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,3.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,3.0,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,2.6666666666666665,0.3333333333333333,2.6666666666666665,3.6666666666666665,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,3.6666666666666665,2.6666666666666665,1.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333
30,2.6666666666666665,1.6666666666666667,2.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,3.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,2.0,2.3333333333333335,2.6666666666666665,0.3333333333333333,2.3333333333333335,2.6666666666666665,2.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,2.6666666666666665,2.0,0.6666666666666666,2.0,2.6666666666666665,0.6666666666666666,1.3333333333333333
31,2.6666666666666665,2.0,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,2.3333333333333335,2.0,2.3333333333333335,0.6666666666666666,3.0,2.6666666666666665,2.6666666666666665,4.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.6666666666666667,2.0,1.6666666666666667,0.3333333333333333,1.6666666666666667
32,2.3333333333333335,2.6666666666666665,1.3333333333333333,0.6666666666666666,2.0,1.0,0.3333333333333333,2.6666666666666665,1.3333333333333333,2.6666666666666665,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,2.0,1.6666666666666667,1.0,1.6666666666666667,1.0,1.0,2.3333333333333335,3.6666666666666665,1.0,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.6666666666666667,0.3333333333333333,2.3333333333333335
33,2.3333333333333335,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,4.333333333333333,1.3333333333333333,4.0,3.3333333333333335,1.3333333333333333,3.0,1.6666666666666667,2.6666666666666665,3.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,4.0,1.0,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.3333333333333333,3.6666666666666665
