,0,1,2,3,4,5,6,7,8,9,10,11
0,Hearts,Hibernian,Celtic,Kilmarnock,St Mirren,Aberdeen,Rangers,Dundee,Livingston,St Johnstone,Hamilton,Motherwell
1,Hearts,Hibernian,Rangers,Kilmarnock,Aberdeen,Celtic,St Mirren,Hamilton,Livingston,St Johnstone,Dundee,Motherwell
2,Hearts,Celtic,Hibernian,Rangers,Aberdeen,Kilmarnock,Livingston,St Johnstone,Hamilton,St Mirren,Motherwell,Dundee
3,Hearts,Celtic,Kilmarnock,Livingston,St Johnstone,Hibernian,Rangers,Aberdeen,Motherwell,Hamilton,St Mirren,Dundee
4,Hearts,Celtic,Livingston,Rangers,Hibernian,St Johnstone,Kilmarnock,Aberdeen,Motherwell,St Mirren,Hamilton,Dundee
5,Hearts,Rangers,Hibernian,Livingston,Kilmarnock,Celtic,Aberdeen,St Johnstone,Hamilton,Motherwell,St Mirren,Dundee
6,Hearts,Hibernian,Livingston,Kilmarnock,Celtic,Rangers,Aberdeen,St Johnstone,Hamilton,Motherwell,St Mirren,Dundee
7,Hearts,Hibernian,Celtic,Kilmarnock,Livingston,Rangers,Aberdeen,St Johnstone,Hamilton,Motherwell,St Mirren,Dundee
8,Hearts,Celtic,Kilmarnock,Livingston,Rangers,Hibernian,Aberdeen,St Johnstone,Hamilton,Motherwell,St Mirren,Dundee
9,Hearts,Celtic,Kilmarnock,Rangers,Hibernian,Livingston,Aberdeen,St Johnstone,Hamilton,Motherwell,St Mirren,Dundee
10,Hearts,Celtic,Kilmarnock,Rangers,Hibernian,Aberdeen,Livingston,St Johnstone,Motherwell,Hamilton,St Mirren,Dundee
11,Celtic,Hearts,Rangers,Aberdeen,Kilmarnock,St Johnstone,Hibernian,Livingston,Motherwell,Hamilton,St Mirren,Dundee
12,Celtic,Hearts,Rangers,Aberdeen,Kilmarnock,St Johnstone,Hibernian,Livingston,Motherwell,Hamilton,St Mirren,Dundee
13,Celtic,Rangers,Hearts,Kilmarnock,Aberdeen,St Johnstone,Hibernian,Livingston,Motherwell,Hamilton,St Mirren,Dundee
14,Celtic,Rangers,Kilmarnock,Aberdeen,Hearts,St Johnstone,Livingston,Hibernian,Motherwell,Hamilton,St Mirren,Dundee
15,Celtic,Rangers,Kilmarnock,Aberdeen,Hearts,St Johnstone,Livingston,Hibernian,Motherwell,Hamilton,St Mirren,Dundee
16,Celtic,Rangers,Kilmarnock,Aberdeen,Hearts,St Johnstone,Livingston,Hibernian,Motherwell,Hamilton,St Mirren,Dundee
17,Celtic,Rangers,Kilmarnock,Aberdeen,Hearts,Livingston,St Johnstone,Hibernian,Motherwell,Hamilton,St Mirren,Dundee
18,Celtic,Rangers,Aberdeen,Kilmarnock,Hearts,Livingston,Hibernian,St Johnstone,Motherwell,Hamilton,St Mirren,Dundee
19,Celtic,Rangers,Kilmarnock,Aberdeen,Hearts,St Johnstone,Livingston,Hibernian,Motherwell,Hamilton,St Mirren,Dundee
20,Celtic,Rangers,Kilmarnock,Aberdeen,Hearts,St Johnstone,Livingston,Hibernian,Motherwell,Hamilton,St Mirren,Dundee
21,Celtic,Kilmarnock,Rangers,Aberdeen,St Johnstone,Hearts,Livingston,Hibernian,Motherwell,Hamilton,Dundee,St Mirren
22,Celtic,Rangers,Kilmarnock,Aberdeen,Hearts,St Johnstone,Hibernian,Livingston,Motherwell,Hamilton,Dundee,St Mirren
23,Celtic,Rangers,Aberdeen,Kilmarnock,Hearts,St Johnstone,Hibernian,Livingston,Motherwell,Hamilton,Dundee,St Mirren
24,Celtic,Rangers,Aberdeen,Kilmarnock,Hearts,St Johnstone,Motherwell,Hibernian,Livingston,Hamilton,Dundee,St Mirren
25,Celtic,Rangers,Aberdeen,Kilmarnock,Hearts,St Johnstone,Motherwell,Hibernian,Livingston,Dundee,Hamilton,St Mirren
26,Celtic,Rangers,Aberdeen,Kilmarnock,Hearts,Hibernian,St Johnstone,Motherwell,Livingston,Dundee,Hamilton,St Mirren
27,Celtic,Rangers,Aberdeen,Kilmarnock,Hearts,Hibernian,St Johnstone,Motherwell,Livingston,Hamilton,Dundee,St Mirren
28,Celtic,Rangers,Aberdeen,Kilmarnock,Hearts,Hibernian,Motherwell,St Johnstone,Livingston,Hamilton,Dundee,St Mirren
29,Celtic,Rangers,Aberdeen,Kilmarnock,Hearts,Hibernian,St Johnstone,Motherwell,Livingston,Hamilton,Dundee,St Mirren
30,Celtic,Rangers,Kilmarnock,Aberdeen,Hearts,Hibernian,Motherwell,St Johnstone,Livingston,Hamilton,St Mirren,Dundee
31,Celtic,Rangers,Kilmarnock,Aberdeen,Hearts,Hibernian,St Johnstone,Motherwell,Livingston,Hamilton,St Mirren,Dundee
32,Celtic,Rangers,Kilmarnock,Aberdeen,Hibernian,Hearts,St Johnstone,Motherwell,Livingston,Hamilton,St Mirren,Dundee
