,Hearts scored,Hearts received,Hibernian scored,Hibernian received,Celtic scored,Celtic received,Kilmarnock scored,Kilmarnock received,Aberdeen scored,Aberdeen received,Rangers scored,Rangers received,Dundee scored,Dundee received,St Johnstone scored,St Johnstone received,Hamilton scored,Hamilton received,Motherwell scored,Motherwell received,St Mirren scored,St Mirren received,Livingston scored,Livingston received
10,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.3333333333333333,4.0,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.0,4.0,1.3333333333333333,0.0,0.6666666666666666,2.6666666666666665,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.0,2.0,1.3333333333333333
11,1.0,1.6666666666666667,0.0,0.3333333333333333,4.333333333333333,0.0,1.0,1.3333333333333333,2.6666666666666665,1.0,1.0,0.3333333333333333,0.0,3.0,1.3333333333333333,0.0,0.6666666666666666,1.3333333333333333,1.0,1.0,0.0,2.0,0.6666666666666666,1.6666666666666667
12,0.0,2.0,0.0,0.6666666666666666,3.3333333333333335,0.0,1.0,1.0,2.0,0.3333333333333333,3.3333333333333335,0.6666666666666666,0.3333333333333333,2.3333333333333335,2.0,0.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.6666666666666667,0.0,0.6666666666666666
13,0.0,2.6666666666666665,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.0,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,4.0,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.0,0.3333333333333333,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.0,1.0,0.0,1.3333333333333333
14,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667,0.0,1.3333333333333333,0.0,2.0,1.3333333333333333,4.0,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.0,2.6666666666666665,1.3333333333333333,3.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0
15,1.0,2.0,1.3333333333333333,2.3333333333333335,2.0,0.3333333333333333,1.6666666666666667,0.0,2.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,2.6666666666666665,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667
16,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.6666666666666665,0.6666666666666666,2.0,1.6666666666666667,2.0,1.0,1.0,1.0,2.0,2.0,1.3333333333333333,1.3333333333333333,1.0,2.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.0
17,1.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,2.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,2.0,1.0,1.0,1.3333333333333333,2.3333333333333335,2.6666666666666665,1.0
18,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,1.6666666666666667,3.0,0.6666666666666666
19,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,2.0,0.3333333333333333
20,1.0,0.6666666666666666,0.6666666666666666,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
21,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.0,1.0,0.6666666666666666,1.0,1.3333333333333333,0.0,0.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,0.3333333333333333,1.0
22,1.3333333333333333,0.6666666666666666,1.0,1.0,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,2.6666666666666665,1.3333333333333333,0.3333333333333333,0.6666666666666666,3.0,0.3333333333333333,2.0
23,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,3.0,0.0,1.0,1.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.6666666666666667,0.0,0.3333333333333333,3.6666666666666665,0.0,2.3333333333333335
24,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.0,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,3.6666666666666665,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,2.0,1.0,1.6666666666666667,2.0,0.3333333333333333,0.6666666666666666,3.0,0.0,2.0
25,1.0,1.0,1.0,1.3333333333333333,1.6666666666666667,0.0,1.0,1.6666666666666667,2.0,2.3333333333333335,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,2.6666666666666665,0.3333333333333333,1.6666666666666667
26,0.6666666666666666,1.0,2.0,1.3333333333333333,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,2.0,3.0,0.6666666666666666,2.0,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666
27,1.0,1.6666666666666667,2.6666666666666665,1.0,2.3333333333333335,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,3.0,0.0,1.3333333333333333,3.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.0
28,1.0,1.0,2.3333333333333335,1.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,3.3333333333333335,0.3333333333333333,0.6666666666666666,3.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666
29,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,2.0,0.6666666666666666,0.0,2.0,1.0,1.6666666666666667,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0
30,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.0,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,2.6666666666666665,2.0,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333
31,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667,1.0,1.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0
32,1.0,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.0,2.0,1.0,2.3333333333333335,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.6666666666666665,1.3333333333333333,2.0,1.0,1.3333333333333333,1.0,0.6666666666666666
