,Hearts scored,Hearts received,Hibernian scored,Hibernian received,Celtic scored,Celtic received,Kilmarnock scored,Kilmarnock received,Aberdeen scored,Aberdeen received,Rangers scored,Rangers received,Dundee scored,Dundee received,St Johnstone scored,St Johnstone received,Hamilton scored,Hamilton received,Motherwell scored,Motherwell received,St Mirren scored,St Mirren received,Livingston scored,Livingston received
0,2.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.0,1.6666666666666667,1.0,2.0,1.0,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.0,2.0,0.6666666666666666,0.6666666666666666,,,,
1,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,0.0,1.6666666666666667,1.0,2.6666666666666665,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,,,,
2,1.3333333333333333,0.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,3.0,1.0,0.0,2.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,1.3333333333333333,,,,
3,2.0,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,2.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,1.3333333333333333,0.3333333333333333
4,2.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,2.0,1.6666666666666667,0.3333333333333333
5,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,1.0,3.0,0.6666666666666666,0.3333333333333333,3.3333333333333335,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,1.0,1.0,0.3333333333333333,2.3333333333333335,1.0,0.3333333333333333
6,1.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.6666666666666666,3.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.0,2.6666666666666665,1.0,1.0,0.3333333333333333,1.6666666666666667,0.0,1.3333333333333333,0.6666666666666666,0.0
7,1.0,1.3333333333333333,3.3333333333333335,0.0,2.6666666666666665,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.0,1.0,1.6666666666666667,0.6666666666666666,4.333333333333333,1.0,2.6666666666666665,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.3333333333333333
8,1.6666666666666667,1.6666666666666667,3.0,1.3333333333333333,3.6666666666666665,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.0,1.0,2.0,0.6666666666666666,2.6666666666666665,0.3333333333333333,4.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.3333333333333335,2.0,0.3333333333333333
9,2.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,4.333333333333333,0.6666666666666666,1.6666666666666667,1.0,2.6666666666666665,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.3333333333333333,3.0,1.0,2.0,0.6666666666666666,3.6666666666666665,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.6666666666666665,2.3333333333333335,1.3333333333333333
