,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Stuttgart,Wolfsburg,Dortmund,Mainz,Werder Bremen,Hannover,Nurnberg,M'gladbach,Augsburg,Freiburg,Hoffenheim,Bayern Munich,Hertha,Hamburg,Kaiserslautern,Leverkusen,FC Koln,Schalke 04
1,Mainz,Hannover,Stuttgart,M'gladbach,Wolfsburg,Schalke 04,Dortmund,Werder Bremen,Nurnberg,Hoffenheim,Bayern Munich,Leverkusen,Augsburg,Freiburg,Hertha,Hamburg,Kaiserslautern,FC Koln
2,M'gladbach,Hannover,Bayern Munich,Schalke 04,Werder Bremen,Dortmund,Hoffenheim,Mainz,Leverkusen,Stuttgart,Wolfsburg,Nurnberg,Hertha,Augsburg,Kaiserslautern,Freiburg,Hamburg,FC Koln
3,Bayern Munich,Schalke 04,Werder Bremen,Hannover,M'gladbach,Dortmund,Mainz,Leverkusen,Hoffenheim,Nurnberg,Hertha,Stuttgart,Freiburg,FC Koln,Wolfsburg,Augsburg,Kaiserslautern,Hamburg
4,Bayern Munich,Werder Bremen,M'gladbach,Leverkusen,Hoffenheim,Schalke 04,Nurnberg,Hertha,Hannover,Stuttgart,Dortmund,Mainz,Wolfsburg,Freiburg,FC Koln,Augsburg,Kaiserslautern,Hamburg
5,Bayern Munich,Werder Bremen,M'gladbach,Hoffenheim,Hannover,Stuttgart,Leverkusen,Nurnberg,Schalke 04,Hertha,Dortmund,FC Koln,Mainz,Wolfsburg,Kaiserslautern,Freiburg,Augsburg,Hamburg
6,Bayern Munich,Werder Bremen,M'gladbach,Hoffenheim,Schalke 04,Hannover,Stuttgart,Dortmund,Nurnberg,FC Koln,Leverkusen,Hertha,Wolfsburg,Mainz,Kaiserslautern,Augsburg,Freiburg,Hamburg
7,Bayern Munich,Werder Bremen,M'gladbach,Schalke 04,Hannover,Dortmund,Stuttgart,Hoffenheim,Leverkusen,Hertha,Nurnberg,FC Koln,Wolfsburg,Mainz,Freiburg,Kaiserslautern,Augsburg,Hamburg
8,Bayern Munich,M'gladbach,Dortmund,Stuttgart,Werder Bremen,Schalke 04,Hannover,Leverkusen,Hoffenheim,FC Koln,Hertha,Wolfsburg,Nurnberg,Kaiserslautern,Mainz,Augsburg,Freiburg,Hamburg
9,Bayern Munich,Dortmund,Schalke 04,Hannover,Stuttgart,Werder Bremen,M'gladbach,Hoffenheim,Leverkusen,Hertha,Wolfsburg,FC Koln,Nurnberg,Kaiserslautern,Mainz,Augsburg,Hamburg,Freiburg
10,Bayern Munich,Schalke 04,Dortmund,Werder Bremen,M'gladbach,Stuttgart,Hannover,Leverkusen,Hoffenheim,Hertha,FC Koln,Wolfsburg,Kaiserslautern,Nurnberg,Mainz,Hamburg,Augsburg,Freiburg
11,Bayern Munich,Dortmund,Werder Bremen,M'gladbach,Schalke 04,Hannover,Stuttgart,Leverkusen,Hoffenheim,Hertha,FC Koln,Kaiserslautern,Wolfsburg,Mainz,Nurnberg,Hamburg,Freiburg,Augsburg
