,Chelsea scored,Chelsea received,Blackpool scored,Blackpool received,Aston Villa scored,Aston Villa received,Man United scored,Man United received,Wolves scored,Wolves received,Blackburn scored,Blackburn received,Birmingham scored,Birmingham received,Sunderland scored,Sunderland received,Arsenal scored,Arsenal received,Liverpool scored,Liverpool received,Bolton scored,Bolton received,Fulham scored,Fulham received,Man City scored,Man City received,Tottenham scored,Tottenham received,Stoke scored,Stoke received,Everton scored,Everton received,Newcastle scored,Newcastle received,West Ham scored,West Ham received,Wigan scored,Wigan received,West Brom scored,West Brom received
0,6.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,6.0
1,6.0,0.0,2.0,3.0,1.5,3.0,2.5,1.0,1.5,1.0,1.0,1.0,2.0,1.5,1.0,1.5,3.5,0.5,0.5,2.0,1.5,0.5,1.0,1.0,1.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,3.0,1.5,0.5,3.0,0.0,5.0,0.5,3.0
2,4.666666666666667,0.0,2.0,2.6666666666666665,1.3333333333333333,2.0,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.0,1.0,1.3333333333333333,2.0,1.6666666666666667,1.0,1.0,3.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,0.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,3.0,0.3333333333333333,3.3333333333333335,0.3333333333333333,2.3333333333333335
3,3.6666666666666665,0.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.6666666666666665,2.6666666666666665,1.6666666666666667,1.0,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,4.0,0.6666666666666666,0.3333333333333333,1.0,2.0,2.3333333333333335,2.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,0.6666666666666666,3.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.6666666666666666
4,3.0,0.3333333333333333,1.3333333333333333,2.0,1.0,1.0,3.0,1.6666666666666667,1.0,2.0,1.0,1.3333333333333333,1.0,1.6666666666666667,1.0,0.6666666666666666,2.3333333333333335,1.0,1.0,1.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.0,1.0,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,1.0
5,2.3333333333333335,0.6666666666666666,1.0,2.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,2.3333333333333335,1.0,2.3333333333333335,1.3333333333333333,1.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.0,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.0,2.3333333333333335,1.3333333333333333
6,2.0,0.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.0,0.3333333333333333,1.6666666666666667,1.0,1.0,1.0,2.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.3333333333333333
7,0.6666666666666666,0.3333333333333333,1.6666666666666667,2.0,1.0,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,1.0,2.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,2.0,1.0,1.3333333333333333,1.0,1.3333333333333333,1.0,1.3333333333333333,0.0,1.3333333333333333,2.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,1.6666666666666667
8,1.3333333333333333,0.0,1.3333333333333333,2.0,0.3333333333333333,1.0,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,1.0,1.3333333333333333,0.3333333333333333,0.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.3333333333333333,1.0,1.0,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,1.0,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333
9,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,0.0,0.3333333333333333,2.0,1.0,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,3.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667
