,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Chelsea,Blackpool,Aston Villa,Man United,Wolves,Blackburn,Birmingham,Sunderland,Arsenal,Liverpool,Bolton,Fulham,Man City,Tottenham,Stoke,Everton,Newcastle,West Ham,Wigan,West Brom
1,Chelsea,Arsenal,Man United,Man City,Bolton,Birmingham,Wolves,Tottenham,Newcastle,Blackburn,Blackpool,Aston Villa,West Brom,Fulham,Sunderland,Everton,Liverpool,Stoke,West Ham,Wigan
2,Chelsea,Arsenal,Man United,Aston Villa,Bolton,Birmingham,Wolves,Newcastle,Man City,Sunderland,Tottenham,Blackpool,Liverpool,Fulham,Blackburn,West Brom,Wigan,Everton,Stoke,West Ham
3,Chelsea,Arsenal,Man United,Blackpool,Birmingham,Fulham,Aston Villa,Man City,Wolves,Sunderland,Tottenham,Bolton,Liverpool,Newcastle,Blackburn,West Brom,Wigan,Stoke,Everton,West Ham
4,Chelsea,Arsenal,Man United,Man City,Tottenham,Newcastle,Fulham,Aston Villa,Blackpool,West Brom,Sunderland,Birmingham,Bolton,Blackburn,Wolves,Liverpool,Stoke,Wigan,Everton,West Ham
5,Chelsea,Man United,Arsenal,Man City,Aston Villa,West Brom,Fulham,Tottenham,Blackburn,Newcastle,Sunderland,Bolton,Birmingham,Stoke,Blackpool,Liverpool,Wolves,Wigan,West Ham,Everton
6,Chelsea,Man City,Man United,Arsenal,Tottenham,West Brom,Stoke,Aston Villa,Blackpool,Fulham,Sunderland,Bolton,Blackburn,Wigan,Newcastle,Birmingham,Everton,Liverpool,Wolves,West Ham
7,Chelsea,Man City,Arsenal,Man United,Tottenham,West Brom,Bolton,Aston Villa,Stoke,Blackpool,Everton,Fulham,Sunderland,Blackburn,Wigan,Newcastle,Birmingham,Wolves,Liverpool,West Ham
8,Chelsea,Arsenal,Man United,Man City,Tottenham,West Brom,Sunderland,Bolton,Newcastle,Aston Villa,Everton,Birmingham,Stoke,Blackpool,Wigan,Fulham,Blackburn,Liverpool,Wolves,West Ham
9,Chelsea,Arsenal,Man United,Man City,Tottenham,West Brom,Newcastle,Everton,Blackpool,Fulham,Bolton,Sunderland,Liverpool,Aston Villa,Birmingham,Stoke,Wigan,Blackburn,Wolves,West Ham
10,Chelsea,Man United,Arsenal,Man City,Newcastle,Bolton,Tottenham,Sunderland,Liverpool,West Brom,Everton,Blackpool,Fulham,Aston Villa,Birmingham,Blackburn,Stoke,Wigan,Wolves,West Ham
11,Chelsea,Man United,Arsenal,Man City,Newcastle,Bolton,Tottenham,Sunderland,Liverpool,Aston Villa,West Brom,Everton,Blackburn,Blackpool,Fulham,Stoke,Birmingham,Wigan,Wolves,West Ham
12,Chelsea,Arsenal,Man United,Man City,Bolton,Sunderland,Tottenham,Newcastle,Aston Villa,Stoke,Liverpool,West Brom,Everton,Blackburn,Blackpool,Fulham,Wigan,Birmingham,Wolves,West Ham
13,Chelsea,Man United,Arsenal,Man City,Bolton,Tottenham,Sunderland,Stoke,Liverpool,Newcastle,Blackburn,Blackpool,Aston Villa,Everton,Birmingham,West Brom,Fulham,Wigan,Wolves,West Ham
14,Man United,Chelsea,Arsenal,Man City,Tottenham,Bolton,Sunderland,Stoke,Newcastle,Liverpool,Blackpool,West Brom,Blackburn,Birmingham,Aston Villa,Everton,Fulham,Wigan,Wolves,West Ham
15,Man United,Arsenal,Chelsea,Man City,Tottenham,Bolton,Sunderland,Liverpool,West Brom,Stoke,Blackburn,Newcastle,Blackpool,Birmingham,Everton,Aston Villa,Fulham,Wigan,Wolves,West Ham
16,Man United,Arsenal,Man City,Chelsea,Tottenham,Bolton,Sunderland,Newcastle,Liverpool,West Brom,Blackpool,Stoke,Blackburn,Aston Villa,Everton,Birmingham,Fulham,Wigan,Wolves,West Ham
17,Man United,Arsenal,Chelsea,Man City,Sunderland,Tottenham,Bolton,Newcastle,Liverpool,Blackpool,West Brom,Aston Villa,Blackburn,Everton,Stoke,Birmingham,Fulham,Wolves,Wigan,West Ham
18,Man United,Arsenal,Man City,Chelsea,Tottenham,Bolton,Blackpool,Sunderland,Newcastle,Liverpool,Stoke,West Brom,Aston Villa,Everton,Blackburn,Birmingham,Wigan,Fulham,Wolves,West Ham
