,Game Date,Home Team,Away Team,Home ATT,Away ATT,Home DEF,Away DEF,Home MID,Away MID,Home Win Odds,Draw Odds,Away Win Odds,Winner,Draw Odds not normal,Away win Odds not normal,Home win Odds not normal,Home Team Rank,Away Team Rank,Home Team Scored Goals,Home Team Received Goals,Away Team Scored Goals,Away Team received Goals
150,08/12/2007,Chelsea,Sunderland,87,72,83,70,84,72,0.071378496,0.78279447,0.145827034,1,1.155,6.2,12.66666667,4,15,1.333333333,0.333333333,1,2.666666667
151,08/12/2007,Everton,Fulham,79,76,79,73,80,76,0.18629425,0.562230533,0.251475217,1,1.576666667,3.525,4.758333333,7,17,3.333333333,0.333333333,0.666666667,2.333333333
152,08/12/2007,Man United,Derby,89,74,83,68,86,67,0.056115531,0.817298272,0.126586197,1,1.11,7.166666667,16.16666667,2,20,2,0.666666667,0.333333333,2.333333333
153,08/12/2007,Newcastle,Birmingham,82,77,76,72,76,73,0.252315628,0.481315722,0.26636865,1,1.821666667,3.291666667,3.475,11,15,1,2.333333333,1.333333333,2
154,08/12/2007,Reading,Liverpool,79,85,74,82,74,83,0.603707585,0.157446938,0.238845477,1,5.208333333,3.433333333,1.358333333,12,4,1.666666667,1.333333333,2.666666667,1
155,09/12/2007,Blackburn,West Ham,82,77,76,76,79,79,0.249195851,0.484151939,0.26665221,2,1.808333333,3.283333333,3.513333333,9,10,1.666666667,1.333333333,0.666666667,0.666666667
156,09/12/2007,Bolton,Wigan,76,73,75,72,76,73,0.276408861,0.457054023,0.266537116,1,1.905,3.266666667,3.15,14,19,1.666666667,1.666666667,0.666666667,2.333333333
157,09/12/2007,Middlesbrough,Arsenal,79,84,76,81,78,83,0.646932879,0.131470655,0.221596466,1,6.208333333,3.683333333,1.261666667,16,1,1,1.666666667,1.666666667,1
158,09/12/2007,Tottenham,Man City,84,78,79,76,80,75,0.286561212,0.437899162,0.275539627,1,2.045,3.25,3.125,13,6,1.666666667,1.666666667,1.333333333,1.333333333
159,15/12/2007,Birmingham,Reading,77,79,72,74,73,74,0.315270052,0.414498475,0.270231473,X,2.091666667,3.208333333,2.75,15,12,1.333333333,2,1.666666667,1.333333333
160,15/12/2007,Derby,Middlesbrough,74,79,68,76,67,78,0.433537407,0.302061078,0.264401515,2,2.808333333,3.208333333,1.956666667,20,16,0.333333333,2.333333333,1,1.666666667
161,15/12/2007,Fulham,Newcastle,76,82,73,76,76,76,0.373710774,0.356865281,0.269423945,2,2.403333333,3.183333333,2.295,18,10,0,2,1.333333333,1.333333333
162,15/12/2007,Man City,Bolton,78,76,76,75,75,76,0.232330315,0.50004869,0.267620995,1,1.761666667,3.291666667,3.791666667,5,16,2,1.666666667,2,3
163,15/12/2007,Portsmouth,Tottenham,79,84,77,79,77,80,0.321542509,0.407287177,0.271170314,2,2.125,3.191666667,2.691666667,7,12,1,0.666666667,1.666666667,1.333333333
164,15/12/2007,Sunderland,Aston Villa,72,76,70,72,72,80,0.441730811,0.290208333,0.268060855,X,2.925,3.166666667,1.921666667,17,8,0.666666667,1,1,2
165,15/12/2007,West Ham,Everton,77,79,76,79,79,80,0.37879046,0.352792488,0.268417052,2,2.428333333,3.191666667,2.261666667,11,6,0.333333333,1,1.666666667,0
166,15/12/2007,Wigan,Blackburn,73,82,72,76,73,79,0.425069436,0.299963772,0.274966791,1,2.933333333,3.2,2.07,19,9,2.333333333,2.666666667,2,2.333333333
167,16/12/2007,Arsenal,Chelsea,84,87,81,83,83,84,0.35169501,0.358500442,0.289804548,1,2.411666667,2.983333333,2.458333333,1,3,1.333333333,1,1,0.333333333
168,16/12/2007,Liverpool,Man United,85,89,82,83,83,86,0.382123447,0.333863038,0.284013515,2,2.573333333,3.025,2.248333333,4,2,1.666666667,1.333333333,2.333333333,0.333333333
169,22/12/2007,Arsenal,Tottenham,84,84,81,79,83,80,0.163386457,0.597199383,0.23941416,1,1.493333333,3.725,5.458333333,1,12,1.333333333,1,1.666666667,1.333333333
170,22/12/2007,Aston Villa,Man City,76,78,72,76,80,75,0.298923803,0.425813908,0.275262289,X,2.041666667,3.158333333,2.908333333,8,5,1,2,2,1.666666667
171,22/12/2007,Bolton,Birmingham,76,77,75,72,76,73,0.265931308,0.465676323,0.268392369,1,1.868333333,3.241666667,3.271666667,14,16,3,1.666666667,0.666666667,2
172,22/12/2007,Fulham,Wigan,76,73,73,72,76,73,0.298783305,0.433235792,0.267980903,X,2,3.233333333,2.9,17,19,0.333333333,1.666666667,2.333333333,2.666666667
173,22/12/2007,Liverpool,Portsmouth,85,79,82,77,83,77,0.162726586,0.5959385,0.241334914,1,1.495,3.691666667,5.475,4,7,1.666666667,1.666666667,1.333333333,2
174,22/12/2007,Middlesbrough,West Ham,79,77,76,76,78,79,0.349518211,0.380358054,0.270123735,2,2.266666667,3.191666667,2.466666667,15,11,1.333333333,1,1,1
175,22/12/2007,Reading,Sunderland,79,72,74,70,74,72,0.258706607,0.472238522,0.269054871,1,1.851666667,3.25,3.38,12,18,2,1,0.666666667,1.666666667
176,23/12/2007,Blackburn,Chelsea,82,87,76,83,79,84,0.543273818,0.204117645,0.252608537,2,4.063333333,3.283333333,1.526666667,10,3,1,2.333333333,1,0.333333333
177,23/12/2007,Man United,Everton,89,79,83,79,86,80,0.137345342,0.652432196,0.210222462,1,1.368333333,4.246666667,6.5,2,6,2.333333333,0.666666667,2,0.666666667
178,23/12/2007,Newcastle,Derby,82,74,76,68,76,67,0.126550816,0.664821965,0.208627219,X,1.348333333,4.296666667,7.083333333,9,20,1.666666667,1,1,2.333333333
179,26/12/2007,Birmingham,Middlesbrough,77,79,72,76,73,78,0.332727647,0.396225289,0.271047065,1,2.183333333,3.191666667,2.6,16,15,0.666666667,2,1.333333333,1
180,26/12/2007,Chelsea,Aston Villa,87,76,83,72,84,80,0.136765573,0.643602699,0.219631728,X,1.388333333,4.068333333,6.533333333,3,8,1,0.333333333,1,1.666666667
181,26/12/2007,Derby,Liverpool,74,85,68,82,67,83,0.745249373,0.083727147,0.17102348,2,9.583333333,4.691666667,1.076666667,20,3,1,1.666666667,2,1
182,26/12/2007,Everton,Bolton,79,76,79,75,80,76,0.215621989,0.529881865,0.254496146,1,1.665,3.466666667,4.091666667,6,15,1.666666667,0.666666667,1.666666667,2
183,26/12/2007,Portsmouth,Arsenal,79,84,77,81,77,83,0.565006849,0.187908067,0.247085085,X,4.405,3.35,1.465,7,2,0.333333333,1.666666667,1,0.333333333
184,26/12/2007,Sunderland,Man United,72,89,70,83,72,86,0.696520572,0.107749039,0.195730389,2,7.541666667,4.151666667,1.166666667,19,1,0.666666667,2.333333333,2.333333333,0.333333333
185,26/12/2007,Tottenham,Fulham,84,76,79,73,80,76,0.144653968,0.621625647,0.233720385,1,1.435,3.816666667,6.166666667,13,18,2.333333333,1,0.666666667,2.333333333
186,26/12/2007,West Ham,Reading,77,79,76,74,79,74,0.248755447,0.478444877,0.272799676,X,1.848333333,3.241666667,3.555,10,12,1,1.333333333,1.333333333,1
187,26/12/2007,Wigan,Newcastle,73,82,72,76,73,76,0.401792755,0.331667323,0.266539921,1,2.578333333,3.208333333,2.128333333,17,11,2.333333333,1.333333333,1,1
188,27/12/2007,Man City,Blackburn,78,82,76,76,75,79,0.293160476,0.439368368,0.267471156,X,1.968333333,3.233333333,2.95,5,9,2.333333333,1.666666667,1.666666667,2.666666667
189,29/12/2007,Birmingham,Fulham,77,76,72,73,73,76,0.260674683,0.471708041,0.267617276,X,1.881666667,3.316666667,3.405,14,18,1.333333333,1.333333333,0.666666667,2.333333333
190,29/12/2007,Chelsea,Newcastle,87,82,83,76,84,76,0.127978662,0.657103154,0.214918185,1,1.363333333,4.168333333,7,4,11,1.666666667,1.666666667,1,1
191,29/12/2007,Everton,Arsenal,79,84,79,81,80,83,0.453579929,0.271451927,0.274968144,2,3.258333333,3.216666667,1.95,6,1,1.333333333,2,2,0.666666667
192,29/12/2007,Portsmouth,Middlesbrough,79,79,77,76,77,78,0.217421842,0.530990026,0.251588132,2,1.658333333,3.5,4.05,8,14,0.333333333,1.666666667,0.666666667,1.666666667
193,29/12/2007,Sunderland,Bolton,72,76,70,75,72,76,0.374203606,0.357147364,0.26864903,1,2.413333333,3.208333333,2.303333333,17,16,1.333333333,2.333333333,1.333333333,1.666666667
194,29/12/2007,Tottenham,Reading,84,79,79,74,80,74,0.174787209,0.590366541,0.23484625,1,1.505,3.783333333,5.083333333,12,13,4,2.333333333,2.333333333,2.666666667
195,29/12/2007,West Ham,Man United,77,89,76,83,79,86,0.644747165,0.137008773,0.218244062,1,6,3.766666667,1.275,10,2,1.666666667,1,2.333333333,1
196,29/12/2007,Wigan,Aston Villa,73,76,72,72,73,80,0.444558112,0.291701454,0.263740434,2,2.908333333,3.216666667,1.908333333,18,7,1,1,2.333333333,2
197,30/12/2007,Derby,Blackburn,74,82,68,76,67,79,0.534341883,0.213965593,0.251692524,2,3.891666667,3.308333333,1.558333333,20,9,1.333333333,2,1.333333333,1.333333333
198,30/12/2007,Man City,Liverpool,78,85,76,82,75,83,0.490350449,0.247544067,0.262105483,X,3.45,3.258333333,1.741666667,5,4,1,1,2,0.666666667
199,01/01/2008,Arsenal,West Ham,84,77,81,76,83,79,0.119684617,0.677460099,0.202855284,1,1.325,4.425,7.5,1,10,2,0.666666667,1.666666667,1
200,01/01/2008,Aston Villa,Tottenham,76,84,72,79,80,80,0.35977384,0.372269603,0.267956558,1,2.303333333,3.2,2.383333333,7,12,2.333333333,2,4,2.333333333
201,01/01/2008,Fulham,Chelsea,76,87,73,83,76,84,0.656451359,0.124144092,0.219404548,2,6.583333333,3.725,1.245,19,3,1,2.666666667,2.666666667,2
202,01/01/2008,Man United,Birmingham,89,77,83,72,86,73,0.07636435,0.777886488,0.145749162,1,1.161666667,6.2,11.83333333,2,16,2,0.666666667,1.333333333,0.666666667
203,01/01/2008,Middlesbrough,Everton,79,79,76,79,78,80,0.431248525,0.303281604,0.265469871,2,2.808333333,3.208333333,1.975,15,6,0.333333333,1.666666667,1.666666667,1.333333333
204,01/01/2008,Reading,Portsmouth,79,79,74,77,74,77,0.405078476,0.327674945,0.267246579,2,2.616666667,3.208333333,2.116666667,13,8,1.666666667,3,0.666666667,0.333333333
205,02/01/2008,Blackburn,Sunderland,82,72,76,70,79,72,0.186422231,0.56715758,0.24642019,1,1.575,3.625,4.791666667,9,18,1.666666667,1,1,2
206,02/01/2008,Bolton,Derby,76,74,75,68,76,67,0.173221258,0.587919833,0.23885891,1,1.51,3.716666667,5.125,14,20,0.666666667,1.666666667,0.666666667,1.666666667
207,02/01/2008,Liverpool,Wigan,85,73,82,72,83,73,0.093396467,0.733647112,0.172956421,X,1.22,5.175,9.583333333,4,17,1,0.666666667,1,1
208,02/01/2008,Newcastle,Man City,82,78,76,76,76,75,0.341764081,0.387672689,0.270563231,2,2.233333333,3.2,2.533333333,11,5,0.333333333,1.666666667,1.333333333,0.666666667
209,12/01/2008,Arsenal,Birmingham,84,77,81,72,83,73,0.08314387,0.764406158,0.152449973,X,1.178333333,5.908333333,10.83333333,1,16,2,0.333333333,1.333333333,0.666666667
210,12/01/2008,Aston Villa,Reading,76,79,72,74,80,74,0.194650131,0.554691918,0.250657951,1,1.596666667,3.533333333,4.55,7,13,2.666666667,2,1.666666667,3
211,12/01/2008,Chelsea,Tottenham,87,84,83,79,84,80,0.211134807,0.535301381,0.253563812,1,1.65,3.483333333,4.183333333,3,12,2,0.666666667,2.333333333,2.666666667
212,12/01/2008,Derby,Wigan,74,73,68,72,67,73,0.421156186,0.311635059,0.267208755,2,2.736666667,3.191666667,2.025,20,17,0.333333333,1.333333333,1,1
213,12/01/2008,Everton,Man City,79,78,79,76,80,75,0.31083551,0.416079029,0.273085461,1,2.116666667,3.225,2.833333333,5,7,1.333333333,1.333333333,0.666666667,0.333333333
214,12/01/2008,Man United,Newcastle,89,82,83,76,86,76,0.094199119,0.727040178,0.178760704,1,1.241666667,5.05,9.583333333,1,11,2.666666667,0.666666667,0.333333333,3.333333333
215,12/01/2008,Middlesbrough,Liverpool,79,85,76,82,78,83,0.576874663,0.173869217,0.24925612,X,4.766666667,3.325,1.436666667,14,4,0.666666667,1,0.666666667,0.666666667
216,12/01/2008,West Ham,Fulham,77,76,76,73,79,76,0.223063997,0.517788123,0.259147879,1,1.701666667,3.4,3.95,10,19,1.333333333,1.333333333,1,1.666666667
217,13/01/2008,Bolton,Blackburn,76,82,75,76,76,79,0.37088396,0.359011544,0.270104496,2,2.395,3.183333333,2.318333333,15,8,1,1.666666667,1.666666667,0.666666667
218,13/01/2008,Sunderland,Portsmouth,72,79,70,77,72,77,0.413928913,0.317559085,0.268512002,1,2.691666667,3.183333333,2.065,18,9,1.666666667,0.666666667,0.666666667,1
219,19/01/2008,Birmingham,Chelsea,77,87,72,83,73,84,0.608712104,0.155101761,0.236186135,2,5.291666667,3.475,1.348333333,16,3,0.666666667,1,2,0.666666667
220,19/01/2008,Blackburn,Middlesbrough,82,79,76,76,79,78,0.225018369,0.511900453,0.263081178,X,1.721666667,3.35,3.916666667,8,14,1.666666667,0.666666667,0.666666667,1
221,19/01/2008,Fulham,Arsenal,76,84,73,81,76,83,0.664613213,0.120122684,0.215264103,2,6.75,3.766666667,1.22,19,2,0.666666667,2.333333333,2,0.333333333
222,19/01/2008,Newcastle,Bolton,82,76,76,75,76,76,0.245772974,0.493853676,0.260373349,X,1.775,3.366666667,3.566666667,12,15,0,2.666666667,0.666666667,0.666666667
223,19/01/2008,Portsmouth,Derby,79,74,77,68,77,67,0.140798078,0.633924997,0.225276925,1,1.406666667,3.958333333,6.333333333,8,20,1.666666667,1,0.333333333,1.666666667
224,19/01/2008,Reading,Man United,79,89,74,83,74,86,0.691679445,0.107000135,0.20132042,2,7.541666667,4.008333333,1.166666667,14,1,0.333333333,2.333333333,3,0
225,19/01/2008,Tottenham,Sunderland,84,72,79,70,80,72,0.148313908,0.623022251,0.228663841,1,1.428333333,3.891666667,6,11,18,1,1.333333333,0.666666667,1
226,20/01/2008,Man City,West Ham,78,77,76,76,75,79,0.281766066,0.449472455,0.268761478,X,1.943333333,3.25,3.1,7,10,1,0.666666667,1,1.333333333
227,20/01/2008,Wigan,Everton,73,79,72,79,73,80,0.45091366,0.284189281,0.264897059,2,2.975,3.191666667,1.875,17,5,1,1,1.666666667,0.333333333
228,21/01/2008,Liverpool,Aston Villa,85,76,82,72,83,80,0.19402699,0.556835067,0.249137943,X,1.588333333,3.55,4.558333333,4,6,1.333333333,1.333333333,2.333333333,1.333333333
229,26/01/2008,Aston Villa,Blackburn,76,82,72,76,80,79,0.273305086,0.458307914,0.268387,X,1.898333333,3.241666667,3.183333333,6,9,2.333333333,1.333333333,1.333333333,0.666666667
230,29/01/2008,Arsenal,Newcastle,84,82,81,76,83,76,0.111156077,0.690277817,0.198566105,1,1.301666667,4.525,8.083333333,2,12,2,0.333333333,0,2.666666667
231,29/01/2008,Bolton,Fulham,76,76,75,73,76,76,0.256035486,0.474405102,0.269559412,X,1.846666667,3.25,3.421666667,15,19,0.333333333,0.666666667,0.333333333,1.666666667
232,29/01/2008,Middlesbrough,Wigan,79,73,76,72,78,73,0.265121293,0.464550898,0.270327809,1,1.876666667,3.225,3.288333333,13,18,1,0.666666667,0.666666667,1
233,29/01/2008,Sunderland,Birmingham,72,77,70,72,72,73,0.337592002,0.391097149,0.271310849,1,2.208333333,3.183333333,2.558333333,14,17,1.333333333,0.666666667,0.333333333,1.333333333
234,30/01/2008,Chelsea,Reading,87,79,83,74,84,74,0.09169151,0.744126423,0.164182067,1,1.211666667,5.491666667,9.833333333,3,16,1.333333333,0,0.333333333,2
235,30/01/2008,Derby,Man City,74,78,68,76,67,75,0.584074188,0.176073555,0.239852257,X,4.688333333,3.441666667,1.413333333,20,7,0.666666667,1.666666667,0.666666667,1
236,30/01/2008,Everton,Tottenham,79,84,79,79,80,80,0.347190984,0.379819799,0.272989217,X,2.27,3.158333333,2.483333333,5,11,1,0.333333333,0.666666667,0.666666667
237,30/01/2008,Man United,Portsmouth,89,79,83,77,86,77,0.102627633,0.715531304,0.181841064,1,1.255,4.938333333,8.75,1,9,3.333333333,0,1,1.666666667
238,30/01/2008,West Ham,Liverpool,77,85,76,82,79,83,0.518680296,0.22826659,0.253053114,1,3.658333333,3.3,1.61,10,4,1.333333333,0.666666667,1,1.333333333
239,02/02/2008,Birmingham,Derby,77,74,72,68,73,67,0.188944943,0.557931665,0.253123392,X,1.591666667,3.508333333,4.7,17,20,0.333333333,1.333333333,0.666666667,1.666666667
240,02/02/2008,Blackburn,Everton,82,79,76,79,79,80,0.355803243,0.372441524,0.271755233,X,2.316666667,3.175,2.425,8,5,1.333333333,1,1,0.333333333
241,02/02/2008,Liverpool,Sunderland,85,72,82,70,83,72,0.10185719,0.709386478,0.188756332,1,1.268333333,4.766666667,8.833333333,4,16,1.666666667,1,0.666666667,1.666666667
242,02/02/2008,Man City,Arsenal,78,84,76,81,75,83,0.555206759,0.193621619,0.251171622,2,4.291666667,3.308333333,1.496666667,7,1,1,1.666666667,3,0.333333333
243,02/02/2008,Portsmouth,Chelsea,79,87,77,83,77,84,0.585846133,0.171794048,0.242359819,X,4.808333333,3.408333333,1.41,9,3,1.333333333,1.333333333,1,0.333333333
244,02/02/2008,Reading,Bolton,79,76,74,75,74,76,0.304080668,0.425712935,0.270206397,2,2.041666667,3.216666667,2.858333333,17,14,0,1.666666667,0.666666667,0
245,02/02/2008,Tottenham,Man United,84,89,79,83,80,86,0.549220618,0.20029117,0.250488212,X,4.2,3.358333333,1.531666667,11,2,1,0.333333333,1.666666667,0.333333333
246,02/02/2008,Wigan,West Ham,73,77,72,76,73,79,0.403099415,0.328939459,0.267961126,1,2.6,3.191666667,2.121666667,15,10,0.666666667,1,0.666666667,0.666666667
247,03/02/2008,Fulham,Aston Villa,76,76,73,72,76,80,0.460354581,0.275211978,0.264433441,1,3.066666667,3.191666667,1.833333333,19,6,0.666666667,1.333333333,1.333333333,1.666666667
248,03/02/2008,Newcastle,Middlesbrough,82,79,76,76,76,78,0.270432956,0.45983108,0.269735964,X,1.896666667,3.233333333,3.225,12,13,0.333333333,1.333333333,1,0.666666667
249,09/02/2008,Aston Villa,Newcastle,76,82,72,76,80,76,0.251318409,0.482309593,0.266371999,1,1.813333333,3.283333333,3.48,6,12,1.333333333,1.666666667,0.333333333,1.333333333
250,09/02/2008,Bolton,Portsmouth,76,79,75,77,76,77,0.372677877,0.35766724,0.269654883,2,2.4,3.183333333,2.303333333,14,9,0.666666667,0,1.333333333,1.333333333
251,09/02/2008,Derby,Tottenham,74,84,68,79,67,80,0.627589598,0.145199724,0.227210679,2,5.633333333,3.6,1.303333333,20,11,0.666666667,1.666666667,1.333333333,0.333333333
252,09/02/2008,Everton,Reading,79,79,79,74,80,74,0.181080643,0.572448483,0.246470875,1,1.55,3.6,4.9,5,18,0.333333333,0,0,1.333333333
253,09/02/2008,Middlesbrough,Fulham,79,76,76,73,78,76,0.256314135,0.474227416,0.269458449,1,1.846666667,3.25,3.416666667,12,19,1,0.333333333,0.666666667,0.666666667
254,09/02/2008,Sunderland,Wigan,72,73,70,72,72,73,0.305633453,0.423662632,0.270703915,1,2.05,3.208333333,2.841666667,14,16,1.333333333,1,0.333333333,1
255,09/02/2008,West Ham,Birmingham,77,77,76,72,79,73,0.237811921,0.500061223,0.262126856,X,1.751666667,3.341666667,3.683333333,10,17,0.666666667,0.666666667,0.666666667,1.333333333
256,10/02/2008,Chelsea,Liverpool,87,85,83,82,84,83,0.265171485,0.461370422,0.273458094,X,1.896666667,3.2,3.3,3,4,0.666666667,0.333333333,1,0.333333333
257,10/02/2008,Man United,Man City,89,78,83,76,86,75,0.111601797,0.688591647,0.199806556,2,1.303333333,4.491666667,8.041666667,2,7,1.333333333,1,1.333333333,1.666666667
258,11/02/2008,Arsenal,Blackburn,84,82,81,76,83,79,0.123646279,0.66484711,0.211506611,1,1.348333333,4.238333333,7.25,1,9,2.666666667,0.333333333,0.333333333,1
259,23/02/2008,Birmingham,Arsenal,77,84,72,81,73,83,0.66244407,0.122552153,0.215003777,X,6.666666667,3.8,1.233333333,17,1,0.666666667,1.333333333,2.666666667,0.333333333
260,23/02/2008,Fulham,West Ham,76,77,73,76,76,79,0.401184189,0.329885518,0.268930293,2,2.588333333,3.175,2.128333333,19,10,0.666666667,0.666666667,0.666666667,0.666666667
261,23/02/2008,Liverpool,Middlesbrough,85,79,82,76,83,78,0.135985109,0.642513373,0.221501518,1,1.393333333,4.041666667,6.583333333,4,12,2,0.666666667,1.333333333,1.333333333
262,23/02/2008,Newcastle,Man United,82,89,76,83,76,86,0.652327626,0.129259107,0.218413268,2,6.308333333,3.733333333,1.25,13,2,1,3.333333333,2.333333333,1.333333333
263,23/02/2008,Portsmouth,Sunderland,79,72,77,70,77,72,0.196695257,0.549200822,0.254103921,1,1.611666667,3.483333333,4.5,7,15,1,0.333333333,0.666666667,1.333333333
264,23/02/2008,Wigan,Derby,73,74,72,68,73,67,0.189932965,0.559802423,0.250264612,1,1.583333333,3.541666667,4.666666667,14,20,1,0.666666667,0.333333333,2
265,24/02/2008,Blackburn,Bolton,82,76,76,75,79,76,0.251481482,0.481295448,0.267223071,1,1.818333333,3.275,3.48,9,16,1.333333333,1,1,1.666666667
266,24/02/2008,Reading,Aston Villa,79,76,74,72,74,80,0.43561088,0.296144526,0.268244594,2,2.868333333,3.166666667,1.95,18,6,0.333333333,1.666666667,2.333333333,1.333333333
267,25/02/2008,Man City,Everton,78,79,76,79,75,80,0.358884138,0.371295117,0.269820745,2,2.313333333,3.183333333,2.393333333,8,5,1,2,1,0
268,01/03/2008,Arsenal,Aston Villa,84,76,81,72,83,80,0.170291532,0.58537714,0.244331328,X,1.52,3.641666667,5.225,1,6,2.333333333,1,2.333333333,1.333333333
269,01/03/2008,Birmingham,Tottenham,77,84,72,79,73,80,0.509271958,0.232575351,0.258152691,1,3.616666667,3.258333333,1.651666667,17,11,1.333333333,1.333333333,2.666666667,1.666666667
270,01/03/2008,Derby,Sunderland,74,72,68,70,67,72,0.451224931,0.284385461,0.264389608,X,2.975,3.2,1.875,20,15,0.333333333,2,0.666666667,1.333333333
271,01/03/2008,Fulham,Man United,76,89,73,83,76,86,0.723247766,0.09566921,0.181083024,2,8.416666667,4.446666667,1.113333333,19,2,0,1.666666667,3,1
272,01/03/2008,Man City,Wigan,78,73,76,72,75,73,0.220347333,0.516003247,0.26364942,X,1.711666667,3.35,4.008333333,8,14,0.666666667,1,0.666666667,0.666666667
273,01/03/2008,Middlesbrough,Reading,79,79,76,74,78,74,0.242314065,0.494411703,0.263274232,2,1.775,3.333333333,3.621666667,12,18,1,1.333333333,0.666666667,1
274,01/03/2008,Newcastle,Blackburn,82,82,76,76,76,79,0.381918844,0.348843328,0.269237827,2,2.463333333,3.191666667,2.25,13,7,0.666666667,3.333333333,1.666666667,1
275,01/03/2008,West Ham,Chelsea,77,87,76,83,79,84,0.529686747,0.203049991,0.267263262,2,4.321666667,3.283333333,1.656666667,10,3,0.666666667,1.666666667,2.666666667,1.333333333
276,02/03/2008,Bolton,Liverpool,76,85,75,82,76,83,0.558711256,0.192599222,0.248689522,2,4.293333333,3.325,1.48,17,4,0.666666667,2.666666667,2,1
277,02/03/2008,Everton,Portsmouth,79,79,79,77,80,77,0.258075056,0.474262367,0.267662577,1,1.848333333,3.275,3.396666667,5,9,2,0.333333333,1,1
278,05/03/2008,Liverpool,West Ham,85,77,82,76,83,79,0.146548879,0.627084888,0.226366233,1,1.421666667,3.938333333,6.083333333,4,10,2,1,0.666666667,1.666666667
279,08/03/2008,Blackburn,Fulham,82,76,76,73,79,76,0.171454001,0.59050049,0.23804551,X,1.505,3.733333333,5.183333333,7,19,1.666666667,1,0,1.666666667
280,08/03/2008,Liverpool,Newcastle,85,82,82,76,83,76,0.129361331,0.651516414,0.219122255,1,1.373333333,4.083333333,6.916666667,4,13,2,1,0.666666667,3.333333333
281,08/03/2008,Reading,Man City,79,78,74,76,74,75,0.378199969,0.352813944,0.268986088,1,2.433333333,3.191666667,2.27,14,9,1.333333333,0.666666667,0,1.333333333
282,09/03/2008,Sunderland,Everton,72,79,70,79,72,80,0.469285763,0.266051771,0.264662467,2,3.175,3.191666667,1.8,16,5,0,0.666666667,2,0.333333333
283,09/03/2008,Tottenham,West Ham,84,77,79,76,80,79,0.239455595,0.496378404,0.264166001,1,1.805,3.391666667,3.741666667,11,10,3,2.666666667,0.333333333,2.666666667
284,09/03/2008,Wigan,Arsenal,73,84,72,81,73,83,0.627225928,0.143865918,0.228908154,X,5.675,3.566666667,1.301666667,13,2,0.666666667,0,1,1
285,12/03/2008,Aston Villa,Middlesbrough,76,79,72,76,80,78,0.200159268,0.550230352,0.249610381,X,1.606666667,3.541666667,4.416666667,6,12,1.333333333,1,1,1.666666667
286,12/03/2008,Chelsea,Derby,87,74,83,68,84,67,0.054351648,0.823509817,0.122138535,1,1.1,7.416666667,16.66666667,3,20,4.666666667,1.666666667,0.333333333,2.666666667
287,12/03/2008,Portsmouth,Birmingham,79,77,77,72,77,73,0.234832398,0.505463791,0.25970381,1,1.738333333,3.383333333,3.741666667,7,17,2,1.666666667,2.666666667,2.333333333
288,15/03/2008,Arsenal,Middlesbrough,84,79,81,76,83,78,0.102005861,0.709489584,0.188504555,X,1.27,4.78,8.833333333,2,12,1,1,1,1.666666667
289,15/03/2008,Derby,Man United,74,89,68,83,67,86,0.806245978,0.057700013,0.136054009,2,13.83333333,5.866666667,0.99,20,1,0.333333333,2.666666667,3.333333333,0.333333333
290,15/03/2008,Liverpool,Reading,85,79,82,74,83,74,0.101667148,0.709928698,0.188404154,1,1.265,4.766666667,8.833333333,4,14,3,1,1.333333333,0.666666667
291,15/03/2008,Portsmouth,Aston Villa,79,76,77,72,77,80,0.346107121,0.375914212,0.277978667,1,2.341666667,3.166666667,2.543333333,6,7,2.333333333,1.666666667,0.666666667,1.333333333
292,15/03/2008,Sunderland,Chelsea,72,87,70,83,72,84,0.668401353,0.119334095,0.212264551,2,6.833333333,3.841666667,1.22,17,3,0,0.666666667,3.666666667,0.333333333
293,15/03/2008,West Ham,Blackburn,77,82,76,76,79,79,0.36741013,0.364809916,0.267779954,1,2.355,3.208333333,2.338333333,10,9,0.666666667,3,1,1
294,16/03/2008,Fulham,Everton,76,79,73,79,76,80,0.492132957,0.247521059,0.260345984,1,3.383333333,3.216666667,1.701666667,19,5,0.666666667,1.333333333,1.333333333,0.666666667
295,16/03/2008,Man City,Tottenham,78,84,76,79,75,80,0.380557719,0.351163993,0.268278288,1,2.438333333,3.191666667,2.25,8,11,0.666666667,1,2,2
296,16/03/2008,Wigan,Bolton,73,76,72,75,73,76,0.325983355,0.403356836,0.270659809,1,2.141666667,3.191666667,2.65,12,18,0.333333333,0,0.333333333,2
297,17/03/2008,Birmingham,Newcastle,77,82,72,76,73,76,0.343260235,0.386971277,0.269768488,X,2.225,3.191666667,2.508333333,16,14,2.333333333,2,0.333333333,1.666666667
298,19/03/2008,Man United,Bolton,89,76,83,75,86,76,0.076193788,0.778382584,0.145423628,1,1.158333333,6.2,11.83333333,1,18,2,0,0.333333333,2
299,19/03/2008,Tottenham,Chelsea,84,87,79,83,80,84,0.486248291,0.25163349,0.262118219,X,3.333333333,3.2,1.725,11,3,2,2,3.666666667,0.333333333
300,22/03/2008,Aston Villa,Sunderland,76,72,72,70,80,72,0.184213029,0.568170388,0.247616583,2,1.561666667,3.583333333,4.816666667,7,17,0.666666667,1.333333333,0,0.666666667
301,22/03/2008,Blackburn,Wigan,82,73,76,72,79,73,0.220160611,0.516407705,0.263431684,1,1.721666667,3.375,4.038333333,8,14,1.666666667,1.333333333,0.666666667,1
