,Game Date,Home Team,Away Team,Home ATT,Away ATT,Home DEF,Away DEF,Home MID,Away MID,Home Win Odds,Draw Odds,Away Win Odds,Winner,Draw Odds not normal,Away win Odds not normal,Home win Odds not normal,Home Team Rank,Away Team Rank,Home Team Scored Goals,Home Team Received Goals,Away Team Scored Goals,Away Team received Goals
35,26/08/2007,Man United,Tottenham,89,84,83,79,86,80,0.182510222,0.584839385,0.232650393,1,1.508333333,3.791666667,4.833333333,10,17,0.666666667,0.666666667,1.666666667,1.333333333
36,26/08/2007,Middlesbrough,Newcastle,79,82,76,76,78,76,0.396854145,0.337129561,0.266016294,X,2.525,3.2,2.145,13,8,1.333333333,1.333333333,1,1
37,01/09/2007,Bolton,Everton,76,79,75,79,76,80,0.367368564,0.359645328,0.272986108,2,2.378333333,3.133333333,2.328333333,18,7,1.666666667,1.666666667,1.333333333,1
38,01/09/2007,Fulham,Tottenham,76,84,73,79,76,80,0.447236845,0.287473058,0.265290097,X,2.93,3.175,1.883333333,19,17,1.333333333,1.666666667,1.666666667,1.333333333
39,01/09/2007,Liverpool,Derby,85,74,82,68,83,67,0.081700615,0.759470503,0.158828883,1,1.183333333,5.658333333,11,1,20,2.333333333,0.333333333,0.333333333,2.333333333
40,01/09/2007,Man United,Sunderland,89,72,83,70,86,72,0.083460554,0.755562117,0.160977329,1,1.196666667,5.616666667,10.83333333,10,15,0.666666667,0.666666667,0.666666667,2.333333333
41,01/09/2007,Middlesbrough,Birmingham,79,77,76,72,78,73,0.287839525,0.441516559,0.270643917,1,1.966666667,3.208333333,3.016666667,11,16,2,1,0.666666667,1.333333333
42,01/09/2007,Newcastle,Wigan,82,73,76,72,76,73,0.217165006,0.520092146,0.262742847,1,1.705,3.375,4.083333333,6,10,1,0.666666667,1.333333333,0.666666667
43,01/09/2007,Reading,West Ham,79,77,74,76,74,79,0.322354641,0.402318583,0.275326776,2,2.15,3.141666667,2.683333333,18,12,0.333333333,2,1.666666667,0.333333333
44,02/09/2007,Arsenal,Portsmouth,84,79,81,77,83,77,0.163520821,0.599392198,0.237086981,1,1.48,3.741666667,5.425,2,13,1.666666667,0.666666667,1.333333333,1.666666667
45,02/09/2007,Aston Villa,Chelsea,76,87,72,83,80,84,0.592832268,0.163594178,0.243573554,1,5.025,3.375,1.386666667,3,5,1.333333333,0.333333333,0.666666667,1
46,02/09/2007,Blackburn,Man City,82,78,76,76,79,75,0.312837109,0.406688242,0.280474649,1,2.166666667,3.141666667,2.816666667,9,7,1,0.666666667,0.333333333,0.666666667
47,15/09/2007,Birmingham,Bolton,77,76,72,75,73,76,0.365647291,0.365129377,0.269223332,1,2.353333333,3.191666667,2.35,16,19,0.666666667,1.333333333,1.666666667,1.666666667
48,15/09/2007,Chelsea,Blackburn,87,82,83,76,84,79,0.128384364,0.659993058,0.211622578,X,1.361666667,4.246666667,7,5,9,0.666666667,1,1,0.666666667
49,15/09/2007,Everton,Man United,79,89,79,83,80,86,0.552787109,0.198871219,0.248341672,2,4.183333333,3.35,1.505,4,8,1,1,0.666666667,0.333333333
50,15/09/2007,Portsmouth,Liverpool,79,85,77,82,77,83,0.580249115,0.174788574,0.244962311,X,4.741666667,3.383333333,1.428333333,13,1,1.333333333,1.666666667,3,0.333333333
51,15/09/2007,Sunderland,Reading,72,79,70,74,72,74,0.349518211,0.380358054,0.270123735,1,2.266666667,3.191666667,2.466666667,14,18,0.666666667,1.333333333,0.333333333,2.666666667
52,15/09/2007,Tottenham,Arsenal,84,84,79,81,80,83,0.421618306,0.309613929,0.268767765,2,2.741666667,3.158333333,2.013333333,17,2,1.333333333,2.333333333,2.333333333,0.666666667
53,15/09/2007,West Ham,Middlesbrough,77,79,76,76,79,78,0.280703311,0.450139015,0.269157674,1,1.938333333,3.241666667,3.108333333,8,13,2.333333333,0.333333333,1.333333333,1.666666667
54,15/09/2007,Wigan,Fulham,73,76,72,73,73,76,0.307306083,0.421306727,0.27138719,X,2.066666667,3.208333333,2.833333333,11,16,0.666666667,1,1.666666667,2
55,16/09/2007,Man City,Aston Villa,78,76,76,72,75,80,0.336776965,0.393801463,0.269421572,1,2.195,3.208333333,2.566666667,3,6,0.333333333,0.666666667,1.333333333,0.666666667
56,17/09/2007,Derby,Newcastle,74,82,68,76,67,76,0.534777017,0.207870136,0.257352847,1,4.013333333,3.241666667,1.56,19,9,0.666666667,2.666666667,1,1
57,22/09/2007,Arsenal,Derby,84,74,81,68,83,67,0.072380664,0.776616561,0.151002775,1,1.165,5.991666667,12.5,2,19,2.333333333,0.666666667,0.666666667,2.666666667
58,22/09/2007,Fulham,Man City,76,78,73,76,76,75,0.391079729,0.339281089,0.269639182,X,2.516666667,3.166666667,2.183333333,16,3,1.666666667,2,0.333333333,0.666666667
59,22/09/2007,Liverpool,Birmingham,85,77,82,72,83,73,0.089334171,0.739359416,0.171306413,X,1.218333333,5.258333333,10.08333333,1,12,2.666666667,0,1,1
60,22/09/2007,Middlesbrough,Sunderland,79,72,76,70,78,72,0.292106293,0.436326137,0.27156757,X,1.991666667,3.2,2.975,13,14,1.333333333,1.666666667,0.666666667,1.333333333
61,22/09/2007,Reading,Wigan,79,73,74,72,74,73,0.317093899,0.411467083,0.271439018,1,2.1,3.183333333,2.725,16,12,1,2,0.666666667,1.333333333
62,23/09/2007,Aston Villa,Everton,76,79,72,79,80,80,0.33087546,0.393541266,0.275583274,1,2.2,3.141666667,2.616666667,4,8,1.333333333,0.333333333,0.666666667,1.333333333
63,23/09/2007,Blackburn,Portsmouth,82,79,76,77,79,77,0.258897243,0.469730155,0.271372602,2,1.858333333,3.216666667,3.371666667,11,10,0.333333333,0.333333333,0.666666667,1
64,23/09/2007,Bolton,Tottenham,76,84,75,79,76,80,0.412420034,0.321869768,0.265710199,X,2.641666667,3.2,2.061666667,19,18,0.666666667,1.333333333,1.666666667,2.333333333
65,23/09/2007,Man United,Chelsea,89,87,83,83,86,84,0.281458866,0.437824903,0.280716231,1,2.025,3.158333333,3.15,3,7,1.333333333,0,0,1.333333333
66,23/09/2007,Newcastle,West Ham,82,77,76,76,76,79,0.279456241,0.453237789,0.26730597,1,1.921666667,3.258333333,3.116666667,6,9,1.333333333,0.666666667,2.333333333,1
67,29/09/2007,Birmingham,Man United,77,89,72,83,73,86,0.643434211,0.136786014,0.219779775,2,5.958333333,3.708333333,1.266666667,14,3,0.333333333,0.666666667,1.333333333,0
68,29/09/2007,Chelsea,Fulham,87,76,83,73,84,76,0.118386546,0.683577137,0.198036318,X,1.313333333,4.533333333,7.583333333,7,17,0,1.333333333,2.333333333,2.333333333
69,29/09/2007,Derby,Bolton,74,76,68,75,67,76,0.388851963,0.342708197,0.268439841,X,2.5,3.191666667,2.203333333,20,19,0.333333333,3.666666667,0.666666667,1.333333333
70,29/09/2007,Man City,Newcastle,78,82,76,76,75,76,0.322564894,0.405402571,0.272032535,1,2.141666667,3.191666667,2.691666667,5,6,1.333333333,1.333333333,1.333333333,0.666666667
71,29/09/2007,Portsmouth,Reading,79,79,77,74,77,74,0.228702696,0.508032554,0.26326475,1,1.731666667,3.341666667,3.846666667,7,17,2.666666667,1.333333333,2.333333333,3.333333333
72,29/09/2007,Sunderland,Blackburn,72,82,70,76,72,79,0.398260465,0.333043702,0.268695833,2,2.575,3.191666667,2.153333333,15,10,1.666666667,1.666666667,0.666666667,0.666666667
73,29/09/2007,West Ham,Arsenal,77,84,76,81,79,83,0.555528331,0.197811657,0.246660012,2,4.25,3.408333333,1.513333333,11,1,1.333333333,1.333333333,3,0.333333333
74,29/09/2007,Wigan,Liverpool,73,85,72,82,73,83,0.619971786,0.150537492,0.229490722,2,5.45,3.575,1.323333333,12,2,0.666666667,1.333333333,0.333333333,0
75,30/09/2007,Everton,Middlesbrough,79,79,79,76,80,78,0.239614992,0.498063359,0.262321649,1,1.76,3.341666667,3.658333333,6,14,0.666666667,1,0.666666667,2.333333333
76,01/10/2007,Tottenham,Aston Villa,84,76,79,72,80,80,0.278934258,0.449646812,0.27141893,X,1.941666667,3.216666667,3.13,18,5,2,2.666666667,2,1.666666667
77,06/10/2007,Aston Villa,West Ham,76,77,72,76,80,79,0.263661224,0.47094206,0.265396716,1,1.855,3.291666667,3.313333333,5,11,2,1.666666667,1.333333333,1.333333333
78,06/10/2007,Man United,Wigan,89,73,83,72,86,73,0.077328647,0.768892794,0.153778559,1,1.173333333,5.866666667,11.66666667,3,12,1.333333333,0,0.666666667,1.333333333
79,07/10/2007,Arsenal,Sunderland,84,72,81,70,83,72,0.074536793,0.766364206,0.159099002,1,1.183333333,5.7,12.16666667,1,15,3,0.333333333,1.666666667,1.666666667
80,07/10/2007,Blackburn,Birmingham,82,77,76,72,79,73,0.215294768,0.531204678,0.253500554,1,1.658333333,3.475,4.091666667,10,13,0.666666667,0.666666667,0.333333333,0.333333333
81,07/10/2007,Bolton,Chelsea,76,87,75,83,76,84,0.585500982,0.174329926,0.240169092,2,4.73,3.433333333,1.408333333,19,8,0.666666667,1,0.333333333,0.666666667
82,07/10/2007,Fulham,Portsmouth,76,79,73,77,76,77,0.383603912,0.346971931,0.269424157,2,2.478333333,3.191666667,2.241666667,18,6,1,1.666666667,3.333333333,1.333333333
83,07/10/2007,Liverpool,Tottenham,85,84,82,79,83,80,0.172226784,0.58286357,0.244909647,X,1.526666667,3.633333333,5.166666667,3,17,1,0.666666667,2.333333333,2.333333333
84,07/10/2007,Man City,Middlesbrough,78,79,76,76,75,78,0.211064211,0.533517505,0.255418284,1,1.651666667,3.45,4.175,4,15,3,1.666666667,1,2.333333333
85,07/10/2007,Newcastle,Everton,82,79,76,79,76,80,0.297913865,0.432654991,0.269431144,1,2.008333333,3.225,2.916666667,7,10,2.333333333,2,1.333333333,1.666666667
86,07/10/2007,Reading,Derby,79,74,74,68,74,67,0.231056884,0.511962776,0.25698034,1,1.715,3.416666667,3.8,12,20,2.333333333,2.666666667,0.333333333,2.333333333
87,20/10/2007,Arsenal,Bolton,84,76,81,75,83,76,0.095688481,0.73158311,0.172728408,1,1.231666667,5.216666667,9.416666667,1,19,3,0.666666667,0.666666667,1
88,20/10/2007,Aston Villa,Man United,76,89,72,83,80,86,0.569133726,0.185180824,0.24568545,2,4.466666667,3.366666667,1.453333333,5,2,2.333333333,1.333333333,2.333333333,0
89,20/10/2007,Blackburn,Reading,82,79,76,74,79,74,0.208253663,0.531556553,0.260189784,1,1.668333333,3.408333333,4.258333333,9,12,1.333333333,1,2.333333333,2.666666667
90,20/10/2007,Everton,Liverpool,79,85,79,82,80,83,0.48885786,0.246825292,0.264316848,2,3.4,3.175,1.716666667,10,3,1.333333333,1.666666667,1,0.666666667
91,20/10/2007,Fulham,Derby,76,74,73,68,76,67,0.226083721,0.514087057,0.259829222,X,1.71,3.383333333,3.888333333,13,19,0,0.666666667,0.333333333,0.666666667
92,20/10/2007,Man City,Birmingham,78,77,76,72,75,73,0.170373228,0.582170529,0.247456243,1,1.526666667,3.591666667,5.216666667,4,14,2.333333333,0.666666667,0.333333333,1.333333333
93,20/10/2007,Middlesbrough,Chelsea,79,87,76,83,78,84,0.604999163,0.160742867,0.23425797,2,5.125,3.516666667,1.361666667,17,7,0.333333333,2.333333333,1,0
94,20/10/2007,Wigan,Portsmouth,73,79,72,77,73,77,0.429334193,0.302444918,0.268220888,2,2.808333333,3.166666667,1.978333333,15,5,0,2.333333333,3.666666667,1.333333333
95,21/10/2007,West Ham,Sunderland,77,72,76,70,79,72,0.246101394,0.486505997,0.267392609,1,1.8,3.275,3.558333333,11,16,1,1,1.333333333,2.666666667
96,22/10/2007,Newcastle,Tottenham,82,84,76,79,76,80,0.352521938,0.377794177,0.269683885,1,2.278333333,3.191666667,2.441666667,6,18,2.333333333,2,2.333333333,3
97,27/10/2007,Birmingham,Wigan,77,73,72,72,73,73,0.305942868,0.424573776,0.269483355,1,2.041666667,3.216666667,2.833333333,14,15,0.333333333,1.333333333,0,2.333333333
98,27/10/2007,Chelsea,Man City,87,78,83,76,84,75,0.1670077,0.587279823,0.245712478,1,1.516666667,3.625,5.333333333,7,4,1,0,2.333333333,0.666666667
99,27/10/2007,Man United,Middlesbrough,89,79,83,76,86,78,0.084791608,0.757913815,0.157294577,1,1.193333333,5.75,10.66666667,2,17,3,0.333333333,0.333333333,2.333333333
100,27/10/2007,Portsmouth,West Ham,79,77,77,76,77,79,0.244546726,0.488866388,0.266586886,X,1.795,3.291666667,3.588333333,5,11,3.666666667,1.333333333,1,1
101,27/10/2007,Reading,Newcastle,79,82,74,76,74,76,0.401844115,0.330961107,0.267194778,1,2.57,3.183333333,2.116666667,12,9,1.666666667,1.666666667,2.333333333,1.666666667
102,27/10/2007,Sunderland,Fulham,72,76,70,73,72,76,0.315567035,0.413242545,0.27119042,X,2.1,3.2,2.75,15,14,1.333333333,2.333333333,0.333333333,1
103,28/10/2007,Bolton,Aston Villa,76,76,75,72,76,80,0.397119517,0.33425304,0.268627443,X,2.558333333,3.183333333,2.153333333,19,8,0.333333333,1.333333333,1,1.666666667
104,28/10/2007,Derby,Everton,74,79,68,79,67,80,0.468627824,0.267080765,0.26429141,2,3.158333333,3.191666667,1.8,20,10,0,1,1.666666667,1.666666667
105,28/10/2007,Liverpool,Arsenal,85,84,82,81,83,83,0.363397132,0.362122055,0.274480813,X,2.375,3.133333333,2.366666667,3,1,1.666666667,1.333333333,2,1
106,28/10/2007,Tottenham,Blackburn,84,82,79,76,80,79,0.317817328,0.415705066,0.266477606,2,2.083333333,3.25,2.725,18,6,1.333333333,2.333333333,2.666666667,1.333333333
107,03/11/2007,Arsenal,Man United,84,89,81,83,83,86,0.358651299,0.360373219,0.280975483,X,2.43,3.116666667,2.441666667,1,2,2,1,4,0.666666667
108,03/11/2007,Aston Villa,Derby,76,74,72,68,80,67,0.144526697,0.630599974,0.22487333,1,1.413333333,3.963333333,6.166666667,8,20,1,1.666666667,0,1
109,03/11/2007,Blackburn,Liverpool,82,85,76,82,79,83,0.443610929,0.291151541,0.26523753,X,2.9,3.183333333,1.903333333,6,3,2.666666667,1.333333333,1.666666667,1.333333333
110,03/11/2007,Everton,Birmingham,79,77,79,72,80,73,0.210970503,0.530603525,0.258425971,1,1.66,3.408333333,4.175,10,13,1.666666667,1.666666667,1.333333333,1.666666667
111,03/11/2007,Fulham,Reading,76,79,73,74,76,74,0.334876239,0.394949458,0.270174303,1,2.183333333,3.191666667,2.575,13,12,1.333333333,0.666666667,1.666666667,2.666666667
112,03/11/2007,Middlesbrough,Tottenham,79,84,76,79,78,80,0.420250408,0.315187806,0.264561786,X,2.7,3.216666667,2.025,16,17,0.666666667,2.333333333,1,2
113,03/11/2007,Newcastle,Portsmouth,82,79,76,77,76,77,0.308345853,0.420245558,0.271408589,2,2.066666667,3.2,2.816666667,10,6,1.666666667,2.333333333,2,0.333333333
114,03/11/2007,Wigan,Chelsea,73,87,72,83,73,84,0.685646235,0.108630878,0.205722886,2,7.458333333,3.938333333,1.181666667,18,5,0.666666667,2.333333333,3.333333333,0
115,04/11/2007,West Ham,Bolton,77,76,76,75,79,76,0.256854672,0.476748472,0.266396856,X,1.83,3.275,3.396666667,11,19,1.333333333,0.666666667,0.666666667,1.333333333
116,05/11/2007,Man City,Sunderland,78,72,76,70,75,72,0.180374533,0.574713258,0.244912209,1,1.548333333,3.633333333,4.933333333,3,15,0.666666667,2,0.666666667,1.666666667
117,10/11/2007,Derby,West Ham,74,77,68,76,67,79,0.460608511,0.276868504,0.262522985,2,3.05,3.216666667,1.833333333,20,11,0,1.333333333,1.333333333,0.666666667
118,10/11/2007,Liverpool,Fulham,85,76,82,73,83,76,0.1060331,0.699957062,0.194009838,1,1.275,4.6,8.416666667,4,13,1,0.666666667,1.333333333,0.666666667
119,10/11/2007,Sunderland,Newcastle,72,82,70,76,72,76,0.411637047,0.317920672,0.270442281,X,2.686666667,3.158333333,2.075,15,10,0.666666667,1.666666667,1.666666667,2.333333333
120,11/11/2007,Birmingham,Aston Villa,77,76,72,72,73,80,0.393752596,0.330203917,0.276043487,2,2.633333333,3.15,2.208333333,14,8,1.333333333,2,1.333333333,1.666666667
121,11/11/2007,Bolton,Middlesbrough,76,79,75,76,76,78,0.319320338,0.411821864,0.268857798,X,2.1,3.216666667,2.708333333,18,17,0.666666667,0.666666667,0.666666667,1.666666667
122,11/11/2007,Chelsea,Everton,87,79,83,79,84,80,0.122433607,0.667543831,0.210022562,X,1.345,4.275,7.333333333,5,9,3,0.333333333,2,0.666666667
123,11/11/2007,Man United,Blackburn,89,82,83,76,86,79,0.12648732,0.667177187,0.206335493,1,1.335,4.316666667,7.041666667,2,8,2.666666667,1,0.666666667,1
124,11/11/2007,Portsmouth,Man City,79,78,77,76,77,75,0.296988021,0.434344981,0.268666998,X,2,3.233333333,2.925,7,4,1.333333333,0.333333333,0.333333333,2
125,11/11/2007,Tottenham,Wigan,84,73,79,72,80,73,0.161596595,0.604159217,0.234244188,1,1.473333333,3.8,5.508333333,14,19,2,1,0.666666667,3
126,12/11/2007,Reading,Arsenal,79,84,74,81,74,83,0.654635473,0.130228817,0.21513571,2,6.25,3.783333333,1.243333333,12,1,1.333333333,2.333333333,2,1.333333333
127,24/11/2007,Arsenal,Wigan,84,73,81,72,83,73,0.076582064,0.780207445,0.143210491,1,1.153333333,6.283333333,11.75,1,19,2,1.333333333,0.666666667,3
128,24/11/2007,Birmingham,Portsmouth,77,79,72,77,73,77,0.442195784,0.292255834,0.265548382,2,2.9,3.191666667,1.916666667,15,7,1.666666667,2.333333333,1.333333333,0.333333333
129,24/11/2007,Bolton,Man United,76,89,75,83,76,86,0.679645814,0.113116977,0.20723721,1,7.2,3.93,1.198333333,18,2,0.666666667,0.666666667,2.666666667,1
130,24/11/2007,Derby,Chelsea,74,87,68,83,67,84,0.734782386,0.085822583,0.179395031,2,10.41666667,4.983333333,1.216666667,20,5,0,3,3,0.333333333
131,24/11/2007,Everton,Sunderland,79,72,79,70,80,72,0.1874733,0.561825376,0.250701324,1,1.576666667,3.533333333,4.725,8,18,3.666666667,1,0.666666667,3
132,24/11/2007,Man City,Reading,78,79,76,74,75,74,0.177596784,0.579119949,0.243283266,1,1.533333333,3.65,5,4,13,1,0.333333333,1,2.666666667
133,24/11/2007,Middlesbrough,Aston Villa,79,76,76,72,78,80,0.406173376,0.325454477,0.268372147,2,2.625,3.183333333,2.103333333,17,6,0.333333333,1.333333333,2.333333333,0.333333333
134,24/11/2007,Newcastle,Liverpool,82,85,76,82,76,83,0.503012691,0.238332204,0.258655105,2,3.5,3.225,1.658333333,11,2,0.666666667,2.666666667,1.666666667,0
135,25/11/2007,Fulham,Blackburn,76,82,73,76,76,79,0.423955282,0.306458377,0.26958634,X,2.778333333,3.158333333,2.008333333,12,9,1.666666667,1.666666667,0.666666667,1.333333333
136,25/11/2007,West Ham,Tottenham,77,84,76,79,79,80,0.403574797,0.330127767,0.266297436,X,2.628333333,3.258333333,2.15,10,14,2.333333333,0.666666667,2,0.666666667
137,28/11/2007,Blackburn,Aston Villa,82,76,76,72,79,80,0.317563665,0.406878446,0.275557889,2,2.133333333,3.15,2.733333333,9,6,0.666666667,1.333333333,2.333333333,0.333333333
138,01/12/2007,Aston Villa,Arsenal,76,84,72,81,80,83,0.520052216,0.220593578,0.259354206,2,3.791666667,3.225,1.608333333,6,1,2.333333333,0.333333333,2.333333333,1
139,01/12/2007,Blackburn,Newcastle,82,82,76,76,79,76,0.26750907,0.463887194,0.268603736,1,1.886666667,3.258333333,3.271666667,9,11,0.666666667,1.333333333,0.666666667,2.666666667
140,01/12/2007,Chelsea,West Ham,87,77,83,76,84,79,0.10911456,0.702362902,0.188522538,1,1.281666667,4.775,8.25,5,10,1.666666667,0.333333333,2.333333333,0.666666667
141,01/12/2007,Portsmouth,Everton,79,79,77,79,77,80,0.325063325,0.403483271,0.271453405,X,2.141666667,3.183333333,2.658333333,6,9,0.666666667,0,2.666666667,0.666666667
142,01/12/2007,Reading,Middlesbrough,79,79,74,76,74,78,0.281278233,0.447925953,0.270795814,X,1.946666667,3.22,3.1,13,18,1,2,0.333333333,1.333333333
143,01/12/2007,Sunderland,Derby,72,74,70,68,72,67,0.217206535,0.52781188,0.254981585,1,1.666666667,3.45,4.05,15,20,1,2.666666667,0,2.666666667
144,01/12/2007,Wigan,Man City,73,78,72,76,73,75,0.454939452,0.27948071,0.265579837,X,3.025,3.183333333,1.858333333,19,5,0.333333333,2.333333333,1,0.666666667
145,02/12/2007,Liverpool,Bolton,85,76,82,75,83,76,0.111208375,0.696848344,0.191943281,1,1.29,4.683333333,8.083333333,2,17,3,0,0.333333333,1.333333333
146,02/12/2007,Tottenham,Birmingham,84,77,79,72,80,73,0.154763303,0.622299996,0.2229367,2,1.43,3.991666667,5.75,16,12,2.333333333,1.333333333,1.333333333,2
147,03/12/2007,Man United,Fulham,89,76,83,73,86,76,0.081987146,0.764286955,0.153725899,1,1.18,5.866666667,11,3,14,1.333333333,0.333333333,0.666666667,2
148,05/12/2007,Newcastle,Arsenal,82,84,76,81,76,83,0.602812326,0.160100721,0.237086953,X,5.158333333,3.483333333,1.37,11,1,0.666666667,2.333333333,2.333333333,0.666666667
149,08/12/2007,Aston Villa,Portsmouth,76,79,72,77,80,77,0.312579366,0.416355715,0.271064919,2,2.083333333,3.2,2.775,7,6,2,1,0.666666667,0
