,Game Date,Home Team,Away Team,Home ATT,Away ATT,Home DEF,Away DEF,Home MID,Away MID,Home Win Odds,Draw Odds,Away Win Odds,Winner,Home win Odds not normal,Draw Odds not normal,Away win Odds not normal,,,Home Team Scored Goals,Home Team Received Goals,Away Team Scored Goals,Away Team received Goals
144,18/12/2009,Schalke 04,Mainz,79,74,76,70,78,71,0.644788053,0.227433377,0.12777857,1,1.445,4.096666667,7.291666667,2,8,1.333333333,0.333333333,0.666666667,1.333333333
145,19/12/2009,Bayern Munich,Hertha,85,77,81,72,83,76,0.770490597,0.157395511,0.072113891,1,1.193333333,5.841666667,12.75,3,18,4,1.333333333,1.333333333,3
146,19/12/2009,Dortmund,Freiburg,75,71,76,68,79,70,0.625271177,0.23824988,0.136478943,1,1.473333333,3.866666667,6.75,5,13,2.666666667,0.333333333,0.666666667,1
147,19/12/2009,Ein Frankfurt,Wolfsburg,75,83,72,77,72,79,0.29987753,0.283688769,0.416433702,X,3.066666667,3.241666667,2.208333333,10,8,1.666666667,1,1.666666667,2.333333333
148,19/12/2009,Hannover,Bochum,74,75,72,71,74,72,0.501528062,0.275840434,0.222631504,2,1.833333333,3.333333333,4.13,14,16,1.666666667,2.666666667,1.666666667,2.666666667
149,19/12/2009,Leverkusen,M'gladbach,76,74,77,71,79,73,0.654006511,0.220512918,0.125480571,1,1.415,4.196666667,7.375,1,11,1.666666667,1.333333333,2.666666667,2.666666667
150,19/12/2009,Stuttgart,Hoffenheim,79,79,76,77,78,76,0.431206412,0.279143698,0.28964989,1,2.141666667,3.308333333,3.188333333,15,7,1.666666667,1,0.666666667,1.333333333
151,20/12/2009,FC Koln,Nurnberg,79,71,73,71,75,70,0.459336346,0.281197783,0.25946587,1,2.01,3.283333333,3.558333333,12,17,1,0,0,3.666666667
152,20/12/2009,Hamburg,Werder Bremen,79,80,76,78,80,79,0.378427014,0.284887619,0.336685367,1,2.446666667,3.25,2.75,4,6,2,0.333333333,0.333333333,1.333333333
153,15/01/2010,Bayern Munich,Hoffenheim,85,79,81,77,83,76,0.642832334,0.227239907,0.129927759,1,1.431666667,4.05,7.083333333,3,7,4,1.333333333,0.666666667,1.333333333
154,16/01/2010,Ein Frankfurt,Werder Bremen,75,80,72,78,72,79,0.25273654,0.274059226,0.473204234,1,3.641666667,3.358333333,1.945,7,6,1.333333333,1,0.333333333,1.666666667
155,16/01/2010,Hamburg,Freiburg,79,71,76,68,80,70,0.661517184,0.217374286,0.121108531,1,1.388333333,4.225,7.583333333,4,15,2.666666667,0.333333333,0,1
156,16/01/2010,Hannover,Hertha,74,77,72,72,74,76,0.421431276,0.280954184,0.29761454,2,2.183333333,3.275,3.091666667,16,18,1.666666667,3.666666667,2.333333333,2.333333333
157,16/01/2010,Leverkusen,Mainz,76,74,77,70,79,71,0.652365163,0.224990187,0.122644651,1,1.41,4.088333333,7.5,1,10,3,2,1,2
158,16/01/2010,M'gladbach,Bochum,74,75,71,71,73,72,0.502760663,0.272536102,0.224703235,2,1.825,3.366666667,4.083333333,11,13,2.666666667,2.666666667,2,2.666666667
159,16/01/2010,Stuttgart,Wolfsburg,79,83,76,77,78,79,0.413585084,0.283874595,0.302540322,1,2.225,3.241666667,3.041666667,12,9,2.333333333,1,1.333333333,2.666666667
160,17/01/2010,FC Koln,Dortmund,79,75,73,76,75,79,0.303572553,0.283023026,0.413404421,2,3.03,3.25,2.225,14,5,1.666666667,1,2.333333333,1
161,17/01/2010,Schalke 04,Nurnberg,79,71,76,71,78,70,0.672185633,0.210539427,0.11727494,1,1.366666667,4.363333333,7.833333333,2,17,1.333333333,0,0,2.666666667
162,22/01/2010,Freiburg,Stuttgart,71,79,68,76,70,78,0.24599678,0.278591354,0.475411866,2,3.775,3.333333333,1.953333333,15,12,0,1,2.333333333,1
163,23/01/2010,Bochum,Schalke 04,75,79,71,76,72,78,0.232979482,0.275498238,0.49152228,X,3.941666667,3.333333333,1.868333333,14,3,2.333333333,1.666666667,1.333333333,0.666666667
164,23/01/2010,Dortmund,Hamburg,75,79,76,76,79,80,0.385281308,0.281817018,0.332901674,1,2.383333333,3.258333333,2.758333333,4,5,1.666666667,0.666666667,1.333333333,0.666666667
165,23/01/2010,Hertha,M'gladbach,77,74,72,71,76,73,0.48510854,0.273929449,0.24096201,X,1.891666667,3.35,3.808333333,18,12,1.666666667,1.666666667,1,1.666666667
166,23/01/2010,Mainz,Hannover,74,74,70,72,71,74,0.470454059,0.27870839,0.250837551,1,1.955,3.3,3.666666667,8,16,1,1.666666667,0.666666667,2.333333333
167,23/01/2010,Nurnberg,Ein Frankfurt,71,75,71,72,70,72,0.424390244,0.282926829,0.292682927,X,2.166666667,3.25,3.141666667,17,7,0.333333333,1.666666667,1.333333333,1
168,23/01/2010,Werder Bremen,Bayern Munich,80,85,78,81,79,83,0.300313312,0.282647823,0.417038864,2,3.066666667,3.258333333,2.208333333,6,2,1,2,3.333333333,1.333333333
169,24/01/2010,Hoffenheim,Leverkusen,79,76,77,77,76,79,0.33497607,0.281995161,0.38302877,2,2.75,3.266666667,2.405,9,1,0.333333333,2.666666667,3.333333333,1.333333333
170,24/01/2010,Wolfsburg,FC Koln,83,79,77,73,79,75,0.594917321,0.244826286,0.160256393,2,1.546666667,3.758333333,5.741666667,10,13,1.666666667,2.666666667,2.666666667,1.666666667
171,29/01/2010,Hamburg,Wolfsburg,79,83,76,77,80,79,0.508997128,0.268112704,0.222890168,X,1.821666667,3.458333333,4.16,5,10,1.333333333,0.666666667,1.666666667,2.666666667
172,30/01/2010,Bayern Munich,Mainz,85,74,81,70,83,71,0.778874374,0.149670184,0.071455443,1,1.185,6.166666667,12.91666667,2,8,2.666666667,0.666666667,1,2.333333333
173,30/01/2010,Ein Frankfurt,FC Koln,75,79,72,73,72,75,0.462126902,0.281991722,0.255881377,2,1.993333333,3.266666667,3.6,7,13,1,1,2.333333333,2
174,30/01/2010,Hannover,Nurnberg,74,71,72,71,74,70,0.441633395,0.281653951,0.276712654,2,2.083333333,3.266666667,3.325,16,17,0.333333333,2.333333333,1.333333333,1
175,30/01/2010,Hertha,Bochum,77,75,72,71,76,72,0.496387714,0.27712902,0.226483265,X,1.851666667,3.316666667,4.058333333,18,14,1,0,1.333333333,1
176,30/01/2010,M'gladbach,Werder Bremen,74,80,71,78,73,79,0.25875091,0.273481779,0.467767311,1,3.558333333,3.366666667,1.968333333,12,6,1.666666667,1.666666667,1.666666667,2.666666667
177,30/01/2010,Schalke 04,Hoffenheim,79,79,76,77,78,76,0.547637887,0.263126966,0.189235147,1,1.681666667,3.5,4.866666667,3,9,1.666666667,0.666666667,0,2.333333333
178,31/01/2010,Leverkusen,Freiburg,76,71,77,68,79,70,0.737001476,0.172504408,0.090494116,1,1.248333333,5.333333333,10.16666667,1,15,3.333333333,1,0.333333333,2
179,31/01/2010,Stuttgart,Dortmund,79,75,76,76,78,79,0.424276986,0.280325866,0.295397149,1,2.158333333,3.266666667,3.1,10,4,2.666666667,0.666666667,1.666666667,2
180,05/02/2010,Werder Bremen,Hertha,80,77,78,72,79,76,0.63838239,0.227511381,0.134106229,1,1.46,4.096666667,6.95,6,18,1.666666667,2.666666667,1,0
181,06/02/2010,Bochum,Leverkusen,75,76,71,77,72,79,0.175516885,0.252106071,0.572377044,X,5.266666667,3.666666667,1.615,14,1,1,1,2.333333333,0.666666667
182,06/02/2010,FC Koln,Hamburg,79,79,73,76,75,80,0.271676882,0.284946447,0.443376671,X,3.4,3.241666667,2.083333333,11,4,2.666666667,2,1.333333333,1.666666667
183,06/02/2010,Freiburg,Schalke 04,71,79,68,76,70,78,0.206796633,0.265753558,0.527449809,X,4.455,3.466666667,1.746666667,15,3,0.333333333,1.333333333,1.333333333,0.666666667
184,06/02/2010,Hoffenheim,Hannover,79,74,77,72,76,74,0.583630383,0.25326346,0.163106157,1,1.576666667,3.633333333,5.641666667,9,16,0.666666667,2,0.666666667,2
185,06/02/2010,Nurnberg,Stuttgart,71,79,71,76,70,78,0.263731205,0.281896365,0.45437243,2,3.491666667,3.266666667,2.026666667,17,10,1.666666667,1.333333333,2.333333333,0.666666667
186,06/02/2010,Wolfsburg,Bayern Munich,83,85,77,81,79,83,0.19874358,0.257582747,0.543673673,2,4.655,3.591666667,1.701666667,12,2,1.333333333,2.333333333,3,1
187,07/02/2010,Dortmund,Ein Frankfurt,75,75,76,72,79,72,0.588513273,0.255157709,0.156329019,2,1.571666667,3.625,5.916666667,5,7,1.333333333,2.333333333,1.666666667,1.666666667
188,07/02/2010,Mainz,M'gladbach,74,74,70,71,71,73,0.428241432,0.283668877,0.288089691,1,2.158333333,3.258333333,3.208333333,8,13,0.666666667,1,1.333333333,1.333333333
189,12/02/2010,M'gladbach,Nurnberg,74,71,71,71,73,70,0.471741221,0.279044932,0.249213848,1,1.976666667,3.341666667,3.741666667,13,17,1.333333333,1.333333333,1.666666667,1.333333333
190,13/02/2010,Bayern Munich,Dortmund,85,75,81,76,83,79,0.684662712,0.202298077,0.113039211,1,1.348333333,4.563333333,8.166666667,2,5,3,0.666666667,1.333333333,3.333333333
191,13/02/2010,Bochum,Hoffenheim,75,79,71,77,72,76,0.345078551,0.283869245,0.371052205,1,2.666666667,3.241666667,2.48,14,9,1,0.666666667,1,1.666666667
192,13/02/2010,Hannover,Werder Bremen,74,80,72,78,74,79,0.225162298,0.268222533,0.50661517,2,4.08,3.425,1.813333333,16,6,1,3.333333333,3.333333333,2
193,13/02/2010,Hertha,Mainz,77,74,72,70,76,71,0.471128961,0.281475517,0.247395522,X,1.951666667,3.266666667,3.716666667,18,8,0.666666667,1,0.666666667,1.333333333
194,13/02/2010,Leverkusen,Wolfsburg,76,83,77,77,79,79,0.564957522,0.254881757,0.180160721,1,1.631666667,3.616666667,5.116666667,1,12,2,1,1,2
195,13/02/2010,Stuttgart,Hamburg,79,79,76,76,78,80,0.417702949,0.282002499,0.300294552,2,2.216666667,3.283333333,3.083333333,10,4,2.333333333,1.666666667,2.333333333,1.666666667
196,14/02/2010,Ein Frankfurt,Freiburg,75,71,72,68,72,70,0.516156128,0.266908687,0.216935184,1,1.788333333,3.458333333,4.255,7,15,2,1.666666667,0.666666667,1.666666667
197,14/02/2010,Schalke 04,FC Koln,79,79,76,73,78,75,0.609615797,0.245192049,0.145192154,1,1.518333333,3.775,6.375,3,13,1.333333333,0,1.666666667,2
198,19/02/2010,Hoffenheim,M'gladbach,79,74,77,71,76,73,0.513023872,0.271703419,0.215272709,X,1.818333333,3.433333333,4.333333333,9,11,1,1.666666667,2,1.666666667
199,20/02/2010,Dortmund,Hannover,75,74,76,72,79,74,0.646541902,0.223541208,0.12991689,1,1.423333333,4.116666667,7.083333333,5,16,2.333333333,2.333333333,1,3.666666667
200,20/02/2010,FC Koln,Stuttgart,79,79,73,76,75,78,0.295344259,0.284013917,0.420641824,2,3.133333333,3.258333333,2.2,14,9,1.333333333,3.333333333,2.666666667,1.666666667
201,20/02/2010,Hamburg,Ein Frankfurt,79,75,76,72,80,72,0.622413238,0.239307159,0.138279604,X,1.486666667,3.866666667,6.691666667,4,7,2,1.333333333,1.666666667,1
202,20/02/2010,Mainz,Bochum,74,75,70,71,71,72,0.46416057,0.27990645,0.255932981,X,1.985,3.291666667,3.6,8,13,0.666666667,0.333333333,1,0.666666667
203,20/02/2010,Nurnberg,Bayern Munich,71,85,71,81,70,83,0.116395625,0.204391578,0.679212798,X,7.916666667,4.508333333,1.356666667,17,2,1,1.666666667,2.333333333,1
204,21/02/2010,Freiburg,Hertha,71,77,68,72,70,76,0.369219643,0.285098467,0.345681891,2,2.496666667,3.233333333,2.666666667,15,18,0.333333333,1.666666667,1.666666667,1
205,21/02/2010,Werder Bremen,Leverkusen,80,76,78,77,79,79,0.428845969,0.28190636,0.289247671,X,2.158333333,3.283333333,3.2,6,1,3,1.333333333,1.666666667,1.333333333
206,21/02/2010,Wolfsburg,Schalke 04,83,79,77,76,79,78,0.360095377,0.283287309,0.356617314,1,2.563333333,3.258333333,2.588333333,12,3,1.333333333,2,1,0.666666667
207,26/02/2010,Schalke 04,Dortmund,79,75,76,76,78,79,0.473640857,0.284184514,0.242174629,1,1.96,3.266666667,3.833333333,3,5,1,0.666666667,2.333333333,2.333333333
208,27/02/2010,Bochum,Nurnberg,75,71,71,71,72,70,0.441633395,0.281653951,0.276712654,X,2.083333333,3.266666667,3.325,13,16,0.666666667,0.333333333,0.666666667,1
209,27/02/2010,Hertha,Hoffenheim,77,79,72,77,76,76,0.376957278,0.283201237,0.339841485,2,2.441666667,3.25,2.708333333,18,9,1.333333333,1,1.666666667,1.333333333
210,27/02/2010,Leverkusen,FC Koln,76,79,77,73,79,75,0.677129494,0.20668934,0.116181166,X,1.358333333,4.45,7.916666667,2,14,1.333333333,1,0.333333333,2.333333333
211,27/02/2010,Mainz,Werder Bremen,74,80,70,78,71,79,0.239316813,0.276171603,0.484511584,2,3.846666667,3.333333333,1.9,10,6,0.666666667,1,3,1.333333333
212,27/02/2010,M'gladbach,Freiburg,74,71,71,68,73,70,0.513945591,0.2714946,0.21455981,X,1.791666667,3.391666667,4.291666667,12,15,1.666666667,1.333333333,0.666666667,2
213,27/02/2010,Stuttgart,Ein Frankfurt,79,75,76,72,78,72,0.574282147,0.254324951,0.171392902,1,1.601666667,3.616666667,5.366666667,8,7,2.666666667,1.666666667,1,1
214,28/02/2010,Bayern Munich,Hamburg,85,79,81,76,83,80,0.625857453,0.231711585,0.142430962,1,1.471666667,3.975,6.466666667,1,4,1.666666667,0.666666667,1,0.666666667
215,28/02/2010,Hannover,Wolfsburg,74,83,72,77,74,79,0.239199331,0.270271793,0.490528877,2,3.841666667,3.4,1.873333333,17,11,0.666666667,3.333333333,1.333333333,1
216,06/03/2010,Dortmund,M'gladbach,75,74,76,71,79,73,0.570780319,0.259128905,0.170090776,1,1.611666667,3.55,5.408333333,5,12,2,2,1.666666667,1.333333333
217,06/03/2010,Ein Frankfurt,Schalke 04,75,79,72,76,72,78,0.282400893,0.284584405,0.433014702,2,3.258333333,3.233333333,2.125,8,2,0.666666667,2,2.333333333,1.333333333
218,06/03/2010,FC Koln,Bayern Munich,79,85,73,81,75,83,0.123281434,0.228440753,0.648277813,X,7.458333333,4.025,1.418333333,13,1,0.666666667,2,1,0.666666667
219,06/03/2010,Freiburg,Hannover,71,74,68,72,70,74,0.426349989,0.285335006,0.288315006,2,2.158333333,3.225,3.191666667,17,16,0.666666667,2,1,2
220,06/03/2010,Hamburg,Hertha,79,77,76,72,80,76,0.631966531,0.231809572,0.136223897,1,1.455,3.966666667,6.75,4,18,0.333333333,0.333333333,1,1
221,06/03/2010,Werder Bremen,Stuttgart,80,79,78,76,79,78,0.4673639,0.275967255,0.256668846,X,1.963333333,3.325,3.575,6,7,2,1.666666667,3,1.333333333
222,06/03/2010,Wolfsburg,Bochum,83,75,77,71,79,72,0.619848244,0.237786611,0.142365145,1,1.483333333,3.866666667,6.458333333,10,14,2.333333333,0.666666667,0.333333333,1.333333333
223,07/03/2010,Hoffenheim,Mainz,79,74,77,70,76,71,0.5387611,0.264224941,0.197013959,2,1.708333333,3.483333333,4.671666667,11,9,1.333333333,1,0.666666667,0.666666667
224,07/03/2010,Nurnberg,Leverkusen,71,76,71,77,70,79,0.187808547,0.261685842,0.550505611,1,4.9,3.516666667,1.671666667,15,3,1.333333333,1,1.333333333,1.666666667
225,12/03/2010,Schalke 04,Stuttgart,79,79,76,76,78,78,0.467323762,0.276889329,0.255786909,1,1.975,3.333333333,3.608333333,2,7,2.333333333,1.333333333,3,1.333333333
226,13/03/2010,Bayern Munich,Freiburg,85,71,81,68,83,70,0.800491027,0.137884579,0.061624393,1,1.148333333,6.666666667,14.91666667,1,17,1.333333333,0.666666667,1,1.666666667
227,13/03/2010,Bochum,Dortmund,75,75,71,76,72,79,0.273410586,0.286094582,0.440494832,2,3.383333333,3.233333333,2.1,14,4,0.666666667,2.666666667,2.666666667,1
228,13/03/2010,Hannover,Ein Frankfurt,74,75,72,72,74,72,0.385062134,0.281527571,0.333410295,1,2.388333333,3.266666667,2.758333333,16,10,1.333333333,1,1,2.666666667
229,13/03/2010,Hertha,Nurnberg,77,71,72,71,76,70,0.452867246,0.283997567,0.263135187,2,2.043333333,3.258333333,3.516666667,18,15,0.333333333,1.666666667,1.666666667,1
230,13/03/2010,Mainz,FC Koln,74,79,70,73,71,75,0.433014702,0.284584405,0.282400893,1,2.125,3.233333333,3.258333333,7,13,1,0.666666667,0.333333333,0.666666667
231,13/03/2010,M'gladbach,Wolfsburg,74,83,71,77,73,79,0.317419603,0.279746064,0.402834333,2,2.908333333,3.3,2.291666667,12,8,0.333333333,2.666666667,3,0.333333333
232,14/03/2010,Hoffenheim,Werder Bremen,79,80,77,78,76,79,0.347237794,0.279889406,0.372872799,2,2.666666667,3.308333333,2.483333333,11,6,0.666666667,0.666666667,1.666666667,1
233,14/03/2010,Leverkusen,Hamburg,76,79,77,76,79,80,0.457561698,0.27751117,0.264927131,1,2.021666667,3.333333333,3.491666667,3,5,2,1.666666667,1,1.666666667
234,19/03/2010,FC Koln,M'gladbach,79,74,73,71,75,73,0.423541621,0.285619093,0.290839286,X,2.191666667,3.25,3.191666667,13,12,0.333333333,0.666666667,0.333333333,2.666666667
235,20/03/2010,Dortmund,Leverkusen,75,76,76,77,79,79,0.386160423,0.286118862,0.327720715,1,2.383333333,3.216666667,2.808333333,4,3,3.333333333,0.333333333,2,2.666666667
236,20/03/2010,Ein Frankfurt,Bayern Munich,75,85,72,81,72,83,0.134949703,0.230539077,0.63451122,1,6.833333333,4,1.453333333,8,1,1.333333333,2.333333333,1.333333333,1.333333333
237,20/03/2010,Freiburg,Mainz,71,74,68,70,70,71,0.388210768,0.2854904,0.326298832,1,2.371666667,3.225,2.821666667,17,9,1,1.333333333,0.666666667,0.333333333
238,20/03/2010,Nurnberg,Hoffenheim,71,79,71,77,70,76,0.381935852,0.282886503,0.335177645,X,2.413333333,3.258333333,2.75,15,11,1.666666667,1,0,0.666666667
239,20/03/2010,Stuttgart,Hannover,79,74,76,72,78,74,0.644871184,0.226154579,0.128974237,1,1.425,4.063333333,7.125,7,16,1.666666667,1.333333333,1.333333333,1.333333333
240,20/03/2010,Werder Bremen,Bochum,80,75,78,71,79,72,0.688732253,0.197520421,0.113747327,1,1.335,4.655,8.083333333,5,14,2,1.333333333,1.333333333,3.666666667
241,21/03/2010,Hamburg,Schalke 04,79,79,76,76,80,78,0.400236419,0.283244235,0.316519346,X,2.3,3.25,2.908333333,6,2,1.666666667,2,2.666666667,1.333333333
242,21/03/2010,Wolfsburg,Hertha,83,77,77,72,79,76,0.627676364,0.23010432,0.142219316,2,1.463333333,3.991666667,6.458333333,10,18,3,2,2,1.333333333
243,26/03/2010,Bochum,Ein Frankfurt,75,75,71,72,72,72,0.396457828,0.28614806,0.317394112,2,2.321666667,3.216666667,2.9,14,8,1.333333333,3.666666667,1.333333333,2.333333333
244,27/03/2010,Bayern Munich,Stuttgart,85,79,81,76,83,78,0.589420091,0.250202814,0.160377095,2,1.56,3.675,5.733333333,2,7,1.333333333,1.666666667,1.666666667,1
245,27/03/2010,Hannover,FC Koln,74,79,72,73,74,75,0.410787982,0.284798885,0.304413133,2,2.241666667,3.233333333,3.025,17,13,1,2.333333333,1.666666667,1
246,27/03/2010,Hertha,Dortmund,77,75,72,76,76,79,0.282351656,0.281631371,0.436016973,X,3.258333333,3.266666667,2.11,18,4,2,1,2.333333333,0.333333333
247,27/03/2010,Leverkusen,Schalke 04,76,79,77,76,79,78,0.418394323,0.284680673,0.296925003,2,2.2,3.233333333,3.1,3,1,1.333333333,2.333333333,2,1
248,27/03/2010,Mainz,Wolfsburg,74,83,70,77,71,79,0.333469544,0.286077231,0.380453225,2,2.766666667,3.225,2.425,10,9,0.333333333,1,2.333333333,1.666666667
249,27/03/2010,Werder Bremen,Nurnberg,80,71,78,71,79,70,0.677650855,0.205463336,0.116885809,1,1.358333333,4.48,7.875,5,15,2.666666667,1.333333333,1.333333333,1.666666667
250,28/03/2010,Hoffenheim,Freiburg,79,71,77,68,76,70,0.573478468,0.252488003,0.174033529,X,1.603333333,3.641666667,5.283333333,11,16,0.333333333,0.666666667,1,1
251,28/03/2010,M'gladbach,Hamburg,74,79,71,76,73,80,0.307678822,0.2832223,0.409098878,1,2.991666667,3.25,2.25,12,6,0.666666667,1.666666667,1.333333333,2.333333333
252,03/04/2010,Dortmund,Werder Bremen,75,80,76,78,79,79,0.382148584,0.283181899,0.334669517,1,2.408333333,3.25,2.75,4,5,2.333333333,0.333333333,2.666666667,1.333333333
253,03/04/2010,Ein Frankfurt,Leverkusen,75,76,72,77,72,79,0.304753775,0.2836012,0.411645025,1,3.016666667,3.241666667,2.233333333,8,3,2.333333333,1.333333333,0.666666667,2.666666667
254,03/04/2010,FC Koln,Hertha,79,77,73,72,75,76,0.400439266,0.282977081,0.316583653,2,2.296666667,3.25,2.905,13,18,1.666666667,1.666666667,2.666666667,0.333333333
255,03/04/2010,Freiburg,Bochum,71,75,68,71,70,72,0.426847519,0.284199248,0.288953234,X,2.158333333,3.241666667,3.188333333,16,15,1,0.666666667,1.333333333,2
256,03/04/2010,Nurnberg,Mainz,71,74,71,70,70,71,0.445650395,0.280510908,0.273838697,1,2.066666667,3.283333333,3.363333333,14,10,1.333333333,1.333333333,0,1.666666667
257,03/04/2010,Schalke 04,Bayern Munich,79,85,76,81,78,83,0.350228814,0.2852379,0.364533285,2,2.633333333,3.233333333,2.53,2,1,1.666666667,1.333333333,1.333333333,1.666666667
258,03/04/2010,Stuttgart,M'gladbach,79,74,76,71,78,73,0.652208484,0.223652059,0.124139457,1,1.411666667,4.116666667,7.416666667,7,12,2,0.666666667,1,1
259,04/04/2010,Hamburg,Hannover,79,74,76,72,80,74,0.641514769,0.226494528,0.131990703,X,1.431666667,4.055,6.958333333,6,17,0.666666667,1,0.333333333,2
260,04/04/2010,Wolfsburg,Hoffenheim,83,79,77,77,79,76,0.501264375,0.272291759,0.226443866,1,1.833333333,3.375,4.058333333,9,11,2.333333333,1.666666667,0.333333333,1.666666667
261,09/04/2010,M'gladbach,Ein Frankfurt,74,75,71,72,73,72,0.40742069,0.281807862,0.310771448,1,2.288333333,3.308333333,3,12,8,1,1,2.333333333,1.333333333
262,10/04/2010,Hannover,Schalke 04,74,79,72,76,74,78,0.195997296,0.267140545,0.536862159,1,4.725,3.466666667,1.725,16,2,1.666666667,2,1.666666667,2
263,10/04/2010,Hertha,Stuttgart,77,79,72,76,76,78,0.327361245,0.281430458,0.391208297,2,2.808333333,3.266666667,2.35,18,7,1,0.333333333,1.666666667,0.666666667
264,10/04/2010,Hoffenheim,FC Koln,79,79,77,73,76,75,0.489128666,0.277540677,0.233330657,2,1.886666667,3.325,3.955,12,13,0.333333333,2.333333333,2,1.333333333
265,10/04/2010,Leverkusen,Bayern Munich,76,85,77,81,79,83,0.301335291,0.278621576,0.420043133,X,3.066666667,3.316666667,2.2,3,1,1,2,1.333333333,1.333333333
266,10/04/2010,Mainz,Dortmund,74,75,70,76,71,79,0.256898513,0.273431586,0.469669901,1,3.583333333,3.366666667,1.96,10,4,0.333333333,1.333333333,0.666666667,0.666666667
267,10/04/2010,Werder Bremen,Freiburg,80,71,78,68,79,70,0.704397878,0.190845515,0.104756607,1,1.305,4.816666667,8.775,5,17,3,1.333333333,0.666666667,2
268,11/04/2010,Bochum,Hamburg,75,79,71,76,72,80,0.301175354,0.280588684,0.418235963,2,3.066666667,3.291666667,2.208333333,15,6,1,1.666666667,0.666666667,0.666666667
269,11/04/2010,Nurnberg,Wolfsburg,71,83,71,77,70,79,0.331110856,0.280183653,0.388705491,2,2.778333333,3.283333333,2.366666667,14,8,1.333333333,2,2.666666667,0
270,16/04/2010,FC Koln,Bochum,79,75,73,71,75,72,0.435834372,0.283514706,0.280650921,1,2.125,3.266666667,3.3,13,15,2,1.333333333,1,1.666666667
271,17/04/2010,Bayern Munich,Hannover,85,74,81,72,83,74,0.765116756,0.157401702,0.077481542,1,1.198333333,5.825,11.83333333,1,17,3.333333333,0.666666667,1.333333333,3
272,17/04/2010,Freiburg,Nurnberg,71,71,68,71,70,70,0.401941849,0.285639714,0.312418437,1,2.28,3.208333333,2.933333333,16,14,1,2,1,1.333333333
273,17/04/2010,Hamburg,Mainz,79,74,76,70,80,71,0.654013089,0.219394032,0.126592878,2,1.403333333,4.183333333,7.25,7,10,0.666666667,0.666666667,0.666666667,0.666666667
274,17/04/2010,Schalke 04,M'gladbach,79,74,76,71,78,73,0.665761185,0.214761673,0.119477142,1,1.383333333,4.288333333,7.708333333,2,12,2,2.333333333,1.333333333,1.666666667
275,17/04/2010,Stuttgart,Leverkusen,79,76,76,77,78,79,0.431835648,0.278463289,0.289701063,1,2.133333333,3.308333333,3.18,6,4,1.666666667,0.666666667,1.333333333,2
276,17/04/2010,Wolfsburg,Werder Bremen,83,80,77,78,79,79,0.354732423,0.276345857,0.36892172,2,2.6,3.3375,2.5,8,3,2.666666667,1.333333333,3,1.333333333
277,18/04/2010,Dortmund,Hoffenheim,75,79,76,77,79,76,0.596187749,0.244542497,0.159269753,X,1.545,3.766666667,5.783333333,5,13,1,1,0.333333333,2.333333333
278,18/04/2010,Ein Frankfurt,Hertha,75,77,72,72,72,76,0.41354388,0.273307465,0.313148655,X,2.225,3.366666667,2.938333333,9,18,1.666666667,2,1.666666667,1
279,23/04/2010,Bochum,Stuttgart,75,79,71,76,72,78,0.227218587,0.261381949,0.511399465,2,4.055,3.525,1.801666667,15,6,0.666666667,1.666666667,1.666666667,0.666666667
280,24/04/2010,Hertha,Schalke 04,77,79,72,76,76,78,0.256273054,0.259280954,0.484445992,2,3.591666667,3.55,1.9,18,2,0.666666667,1.333333333,2,1.666666667
281,24/04/2010,Leverkusen,Hannover,76,74,77,72,79,74,0.705337385,0.190197874,0.104464741,1,1.303333333,4.833333333,8.8,4,17,1.666666667,1,1.333333333,4
282,24/04/2010,Mainz,Ein Frankfurt,74,75,70,72,71,72,0.426197605,0.284131737,0.289670659,X,2.15,3.225,3.163333333,10,9,1.666666667,1,1.666666667,2.333333333
283,24/04/2010,M'gladbach,Bayern Munich,74,85,71,81,73,83,0.149180273,0.226560259,0.624259468,X,6.158333333,4.055,1.471666667,12,1,1.333333333,1.333333333,3,0.666666667
284,24/04/2010,Nurnberg,Dortmund,71,75,71,76,70,79,0.290898305,0.276062492,0.433039203,2,3.163333333,3.333333333,2.125,15,5,1,2.333333333,1.333333333,1.333333333
285,24/04/2010,Werder Bremen,FC Koln,80,79,78,73,79,75,0.720701901,0.183538751,0.095759348,1,1.273333333,5,9.583333333,3,13,3,0.666666667,1.333333333,0.333333333
286,25/04/2010,Freiburg,Wolfsburg,71,83,68,77,70,79,0.309652877,0.271611983,0.41873514,1,2.975,3.391666667,2.2,14,8,1,1.666666667,1.333333333,1.666666667
287,25/04/2010,Hoffenheim,Hamburg,79,79,77,76,76,80,0.333333333,0.282051282,0.384615385,1,2.75,3.25,2.383333333,11,7,2,1.333333333,1,2.333333333
288,01/05/2010,Bayern Munich,Bochum,85,75,81,71,83,72,0.819340305,0.122172743,0.058486952,1,1.118333333,7.5,15.66666667,1,16,3,0.666666667,0.333333333,2
289,01/05/2010,Dortmund,Wolfsburg,75,83,76,77,79,79,0.575718561,0.247961854,0.176319585,X,1.59,3.691666667,5.191666667,5,8,1.666666667,1.333333333,1,2
290,01/05/2010,Ein Frankfurt,Hoffenheim,75,79,72,77,72,76,0.408960324,0.279924497,0.311115179,2,2.241666667,3.275,2.946666667,9,11,2,2.333333333,2.666666667,1
291,01/05/2010,FC Koln,Freiburg,79,71,73,68,75,70,0.391076906,0.278915255,0.330007839,X,2.341666667,3.283333333,2.775,12,14,1.333333333,1,1.666666667,1
