,Standard scored,Standard received,Mechelen scored,Mechelen received,Anderlecht scored,Anderlecht received,Club Brugge scored,Club Brugge received,Lierse scored,Lierse received,Waregem scored,Waregem received,Cercle Brugge scored,Cercle Brugge received,Gent scored,Gent received,Lokeren scored,Lokeren received,Genk scored,Genk received,Kortrijk scored,Kortrijk received,Oostende scored,Oostende received,Waasland-Beveren scored,Waasland-Beveren received,Charleroi scored,Charleroi received,Westerlo scored,Westerlo received,Mouscron-Peruwelz scored,Mouscron-Peruwelz received
0,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.0,0.3333333333333333,3.3333333333333335,2.0,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,0.6666666666666666,0.0,2.3333333333333335,1.0,1.0,1.6666666666666667,1.0,,,,
1,2.0,1.0,0.3333333333333333,2.6666666666666665,2.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.0,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,2.0,0.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,,,,
2,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.6666666666666665,2.3333333333333335,0.0,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,1.0,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.0,2.0,2.0,0.3333333333333333,2.0,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,,,,
3,1.6666666666666667,2.6666666666666665,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,2.0,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,2.0,2.0,1.6666666666666667,2.6666666666666665,1.3333333333333333
4,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,2.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,0.0,1.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.6666666666666667
5,1.6666666666666667,2.6666666666666665,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,0.0,2.0,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,2.0,0.6666666666666666,2.0,2.0,3.3333333333333335,1.0
6,2.0,2.6666666666666665,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,2.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.0,3.0,1.6666666666666667,0.6666666666666666
7,2.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.0,2.6666666666666665,1.0,1.0,3.3333333333333335,1.3333333333333333,2.6666666666666665,1.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,1.0,2.6666666666666665,2.3333333333333335,2.3333333333333335,2.0,1.0,1.3333333333333333,0.6666666666666666,3.3333333333333335,2.6666666666666665,1.6666666666666667,1.0
8,2.3333333333333335,2.3333333333333335,3.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.6666666666666665,1.0,1.6666666666666667,3.3333333333333335,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,2.6666666666666665,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.0,1.0,3.3333333333333335,2.3333333333333335,0.3333333333333333,2.0
9,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,3.3333333333333335,0.6666666666666666,2.0,3.0,0.6666666666666666,2.3333333333333335,1.0,2.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,0.6666666666666666,2.0
