,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Standard,Mechelen,Anderlecht,Club Brugge,Lierse,Waregem,Westerlo,Cercle Brugge,Gent,Lokeren,Genk,Mouscron-Peruwelz,Kortrijk,Oostende,Waasland-Beveren,Charleroi
1,Standard,Anderlecht,Club Brugge,Westerlo,Gent,Waregem,Lierse,Mechelen,Lokeren,Mouscron-Peruwelz,Cercle Brugge,Genk,Kortrijk,Waasland-Beveren,Charleroi,Oostende
2,Anderlecht,Club Brugge,Gent,Westerlo,Standard,Lierse,Waregem,Lokeren,Mouscron-Peruwelz,Mechelen,Kortrijk,Oostende,Cercle Brugge,Genk,Waasland-Beveren,Charleroi
3,Anderlecht,Gent,Club Brugge,Westerlo,Mouscron-Peruwelz,Lokeren,Standard,Oostende,Waregem,Lierse,Kortrijk,Cercle Brugge,Genk,Mechelen,Waasland-Beveren,Charleroi
4,Anderlecht,Gent,Westerlo,Oostende,Mouscron-Peruwelz,Club Brugge,Lokeren,Standard,Cercle Brugge,Mechelen,Genk,Waregem,Charleroi,Lierse,Kortrijk,Waasland-Beveren
5,Anderlecht,Mouscron-Peruwelz,Gent,Westerlo,Oostende,Club Brugge,Lokeren,Standard,Charleroi,Genk,Kortrijk,Waregem,Mechelen,Cercle Brugge,Waasland-Beveren,Lierse
6,Anderlecht,Gent,Oostende,Mouscron-Peruwelz,Lokeren,Club Brugge,Westerlo,Mechelen,Cercle Brugge,Waasland-Beveren,Genk,Standard,Charleroi,Kortrijk,Waregem,Lierse
7,Anderlecht,Gent,Lokeren,Club Brugge,Westerlo,Oostende,Mouscron-Peruwelz,Standard,Genk,Charleroi,Mechelen,Cercle Brugge,Waasland-Beveren,Kortrijk,Waregem,Lierse
8,Anderlecht,Gent,Westerlo,Lokeren,Club Brugge,Oostende,Mechelen,Standard,Genk,Mouscron-Peruwelz,Charleroi,Kortrijk,Cercle Brugge,Waasland-Beveren,Waregem,Lierse
9,Anderlecht,Gent,Lokeren,Club Brugge,Westerlo,Oostende,Mechelen,Genk,Kortrijk,Mouscron-Peruwelz,Standard,Waasland-Beveren,Charleroi,Cercle Brugge,Lierse,Waregem
10,Anderlecht,Club Brugge,Gent,Lokeren,Westerlo,Genk,Kortrijk,Oostende,Mechelen,Mouscron-Peruwelz,Charleroi,Standard,Lierse,Waasland-Beveren,Cercle Brugge,Waregem
11,Anderlecht,Club Brugge,Gent,Westerlo,Lokeren,Genk,Mechelen,Kortrijk,Charleroi,Standard,Oostende,Mouscron-Peruwelz,Cercle Brugge,Lierse,Waasland-Beveren,Waregem
12,Anderlecht,Club Brugge,Gent,Lokeren,Genk,Westerlo,Mechelen,Oostende,Standard,Kortrijk,Charleroi,Mouscron-Peruwelz,Cercle Brugge,Lierse,Waasland-Beveren,Waregem
13,Anderlecht,Gent,Club Brugge,Lokeren,Genk,Standard,Westerlo,Kortrijk,Mechelen,Oostende,Mouscron-Peruwelz,Charleroi,Waasland-Beveren,Waregem,Cercle Brugge,Lierse
14,Anderlecht,Club Brugge,Lokeren,Gent,Standard,Genk,Kortrijk,Westerlo,Mechelen,Charleroi,Oostende,Mouscron-Peruwelz,Waregem,Waasland-Beveren,Cercle Brugge,Lierse
15,Club Brugge,Anderlecht,Gent,Lokeren,Genk,Kortrijk,Standard,Charleroi,Oostende,Westerlo,Mouscron-Peruwelz,Mechelen,Waregem,Waasland-Beveren,Cercle Brugge,Lierse
16,Club Brugge,Anderlecht,Gent,Lokeren,Genk,Kortrijk,Charleroi,Standard,Oostende,Westerlo,Mouscron-Peruwelz,Mechelen,Waregem,Waasland-Beveren,Lierse,Cercle Brugge
17,Club Brugge,Kortrijk,Anderlecht,Gent,Lokeren,Genk,Standard,Oostende,Charleroi,Mouscron-Peruwelz,Westerlo,Mechelen,Waasland-Beveren,Waregem,Cercle Brugge,Lierse
18,Club Brugge,Anderlecht,Genk,Gent,Kortrijk,Lokeren,Charleroi,Standard,Oostende,Mouscron-Peruwelz,Waregem,Westerlo,Mechelen,Waasland-Beveren,Cercle Brugge,Lierse
19,Club Brugge,Anderlecht,Kortrijk,Genk,Gent,Charleroi,Standard,Lokeren,Oostende,Waregem,Mouscron-Peruwelz,Westerlo,Mechelen,Waasland-Beveren,Cercle Brugge,Lierse
20,Club Brugge,Anderlecht,Gent,Charleroi,Kortrijk,Genk,Standard,Lokeren,Oostende,Mechelen,Waregem,Mouscron-Peruwelz,Westerlo,Waasland-Beveren,Cercle Brugge,Lierse
21,Club Brugge,Anderlecht,Gent,Kortrijk,Charleroi,Genk,Standard,Lokeren,Oostende,Waregem,Mechelen,Westerlo,Mouscron-Peruwelz,Cercle Brugge,Waasland-Beveren,Lierse
22,Club Brugge,Anderlecht,Gent,Kortrijk,Genk,Standard,Charleroi,Lokeren,Oostende,Waregem,Westerlo,Mechelen,Mouscron-Peruwelz,Cercle Brugge,Waasland-Beveren,Lierse
23,Club Brugge,Anderlecht,Gent,Kortrijk,Standard,Charleroi,Genk,Lokeren,Westerlo,Waregem,Oostende,Mechelen,Mouscron-Peruwelz,Cercle Brugge,Waasland-Beveren,Lierse
24,Club Brugge,Anderlecht,Gent,Kortrijk,Standard,Genk,Charleroi,Lokeren,Westerlo,Waregem,Oostende,Mechelen,Mouscron-Peruwelz,Cercle Brugge,Waasland-Beveren,Lierse
25,Club Brugge,Anderlecht,Gent,Kortrijk,Standard,Genk,Charleroi,Lokeren,Oostende,Waregem,Westerlo,Mechelen,Waasland-Beveren,Mouscron-Peruwelz,Cercle Brugge,Lierse
26,Club Brugge,Anderlecht,Gent,Kortrijk,Standard,Charleroi,Genk,Lokeren,Mechelen,Oostende,Waregem,Westerlo,Waasland-Beveren,Cercle Brugge,Mouscron-Peruwelz,Lierse
27,Club Brugge,Anderlecht,Gent,Standard,Kortrijk,Charleroi,Genk,Lokeren,Mechelen,Westerlo,Oostende,Waregem,Waasland-Beveren,Cercle Brugge,Mouscron-Peruwelz,Lierse
