,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Maritimo,Olhanense,Academica,Beira Mar,Nacional,Benfica,Sp Braga,Setubal,Moreirense,Pacos Ferreira,Porto,Gil Vicente,Guimaraes,Sp Lisbon,Estoril,Rio Ave
1,Benfica,Porto,Sp Braga,Moreirense,Maritimo,Olhanense,Rio Ave,Academica,Pacos Ferreira,Gil Vicente,Estoril,Beira Mar,Nacional,Guimaraes,Setubal,Sp Lisbon
2,Benfica,Porto,Moreirense,Pacos Ferreira,Maritimo,Sp Braga,Rio Ave,Olhanense,Academica,Gil Vicente,Estoril,Beira Mar,Guimaraes,Setubal,Sp Lisbon,Nacional
3,Porto,Benfica,Sp Braga,Pacos Ferreira,Estoril,Moreirense,Maritimo,Guimaraes,Setubal,Sp Lisbon,Academica,Rio Ave,Olhanense,Gil Vicente,Nacional,Beira Mar
4,Benfica,Porto,Sp Braga,Academica,Estoril,Pacos Ferreira,Gil Vicente,Setubal,Sp Lisbon,Moreirense,Rio Ave,Maritimo,Nacional,Guimaraes,Olhanense,Beira Mar
5,Porto,Benfica,Sp Braga,Gil Vicente,Rio Ave,Maritimo,Guimaraes,Academica,Pacos Ferreira,Setubal,Estoril,Sp Lisbon,Moreirense,Nacional,Olhanense,Beira Mar
6,Benfica,Porto,Sp Braga,Rio Ave,Guimaraes,Pacos Ferreira,Gil Vicente,Academica,Maritimo,Setubal,Sp Lisbon,Moreirense,Estoril,Olhanense,Nacional,Beira Mar
7,Porto,Benfica,Sp Braga,Rio Ave,Pacos Ferreira,Guimaraes,Setubal,Estoril,Gil Vicente,Academica,Maritimo,Sp Lisbon,Olhanense,Moreirense,Beira Mar,Nacional
8,Porto,Benfica,Sp Braga,Pacos Ferreira,Rio Ave,Estoril,Setubal,Guimaraes,Sp Lisbon,Olhanense,Gil Vicente,Maritimo,Academica,Nacional,Moreirense,Beira Mar
9,Porto,Benfica,Sp Braga,Rio Ave,Pacos Ferreira,Estoril,Guimaraes,Nacional,Setubal,Sp Lisbon,Gil Vicente,Maritimo,Olhanense,Academica,Moreirense,Beira Mar
10,Benfica,Porto,Sp Braga,Rio Ave,Pacos Ferreira,Estoril,Guimaraes,Maritimo,Nacional,Setubal,Sp Lisbon,Gil Vicente,Beira Mar,Olhanense,Academica,Moreirense
11,Benfica,Porto,Sp Braga,Pacos Ferreira,Rio Ave,Estoril,Guimaraes,Beira Mar,Maritimo,Nacional,Sp Lisbon,Gil Vicente,Setubal,Olhanense,Academica,Moreirense
12,Benfica,Porto,Sp Braga,Pacos Ferreira,Rio Ave,Guimaraes,Estoril,Beira Mar,Maritimo,Olhanense,Academica,Gil Vicente,Nacional,Sp Lisbon,Setubal,Moreirense
13,Benfica,Porto,Sp Braga,Pacos Ferreira,Rio Ave,Estoril,Guimaraes,Nacional,Maritimo,Sp Lisbon,Beira Mar,Setubal,Olhanense,Academica,Gil Vicente,Moreirense
14,Benfica,Porto,Sp Braga,Pacos Ferreira,Rio Ave,Guimaraes,Estoril,Maritimo,Sp Lisbon,Academica,Gil Vicente,Nacional,Beira Mar,Setubal,Olhanense,Moreirense
15,Porto,Benfica,Sp Braga,Pacos Ferreira,Rio Ave,Guimaraes,Academica,Estoril,Maritimo,Sp Lisbon,Nacional,Gil Vicente,Olhanense,Beira Mar,Setubal,Moreirense
16,Porto,Benfica,Pacos Ferreira,Sp Braga,Rio Ave,Guimaraes,Academica,Estoril,Maritimo,Sp Lisbon,Nacional,Gil Vicente,Olhanense,Beira Mar,Setubal,Moreirense
17,Porto,Benfica,Pacos Ferreira,Sp Braga,Rio Ave,Estoril,Maritimo,Guimaraes,Academica,Nacional,Sp Lisbon,Gil Vicente,Setubal,Olhanense,Beira Mar,Moreirense
18,Porto,Benfica,Pacos Ferreira,Sp Braga,Rio Ave,Maritimo,Guimaraes,Estoril,Sp Lisbon,Academica,Nacional,Setubal,Gil Vicente,Olhanense,Beira Mar,Moreirense
19,Porto,Benfica,Pacos Ferreira,Sp Braga,Rio Ave,Maritimo,Estoril,Guimaraes,Nacional,Setubal,Sp Lisbon,Academica,Gil Vicente,Olhanense,Beira Mar,Moreirense
20,Benfica,Porto,Pacos Ferreira,Sp Braga,Rio Ave,Maritimo,Estoril,Guimaraes,Nacional,Setubal,Sp Lisbon,Academica,Gil Vicente,Olhanense,Moreirense,Beira Mar
21,Benfica,Porto,Sp Braga,Pacos Ferreira,Rio Ave,Guimaraes,Maritimo,Estoril,Nacional,Sp Lisbon,Setubal,Academica,Gil Vicente,Olhanense,Moreirense,Beira Mar
22,Benfica,Porto,Sp Braga,Pacos Ferreira,Estoril,Rio Ave,Maritimo,Guimaraes,Nacional,Sp Lisbon,Setubal,Academica,Moreirense,Gil Vicente,Olhanense,Beira Mar
23,Benfica,Porto,Pacos Ferreira,Sp Braga,Maritimo,Estoril,Nacional,Rio Ave,Guimaraes,Sp Lisbon,Setubal,Academica,Moreirense,Olhanense,Gil Vicente,Beira Mar
24,Benfica,Porto,Pacos Ferreira,Sp Braga,Estoril,Maritimo,Rio Ave,Guimaraes,Sp Lisbon,Nacional,Setubal,Gil Vicente,Academica,Moreirense,Olhanense,Beira Mar
25,Benfica,Porto,Pacos Ferreira,Sp Braga,Guimaraes,Estoril,Nacional,Maritimo,Rio Ave,Sp Lisbon,Setubal,Gil Vicente,Academica,Moreirense,Olhanense,Beira Mar
26,Benfica,Porto,Pacos Ferreira,Sp Braga,Estoril,Guimaraes,Rio Ave,Sp Lisbon,Nacional,Maritimo,Setubal,Gil Vicente,Academica,Moreirense,Olhanense,Beira Mar
27,Benfica,Porto,Pacos Ferreira,Sp Braga,Guimaraes,Estoril,Rio Ave,Sp Lisbon,Nacional,Maritimo,Academica,Setubal,Gil Vicente,Olhanense,Beira Mar,Moreirense
28,Porto,Benfica,Pacos Ferreira,Sp Braga,Estoril,Guimaraes,Rio Ave,Sp Lisbon,Nacional,Maritimo,Academica,Setubal,Gil Vicente,Moreirense,Olhanense,Beira Mar
29,Porto,Benfica,Pacos Ferreira,Sp Braga,Estoril,Rio Ave,Sp Lisbon,Nacional,Guimaraes,Maritimo,Academica,Setubal,Gil Vicente,Olhanense,Moreirense,Beira Mar
