,Maritimo scored,Maritimo received,Olhanense scored,Olhanense received,Academica scored,Academica received,Beira Mar scored,Beira Mar received,Nacional scored,Nacional received,Benfica scored,Benfica received,Sp Braga scored,Sp Braga received,Setubal scored,Setubal received,Pacos Ferreira scored,Pacos Ferreira received,Porto scored,Porto received,Gil Vicente scored,Gil Vicente received,Guimaraes scored,Guimaraes received,Sp Lisbon scored,Sp Lisbon received,Rio Ave scored,Rio Ave received,Moreirense scored,Moreirense received,Estoril scored,Estoril received
0,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,3.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,2.0,3.0,,,,
1,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,2.3333333333333335,2.0,3.0,0.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,3.0,1.3333333333333333,1.3333333333333333,3.6666666666666665,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,,,,
2,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,1.0,2.0,1.3333333333333333,2.6666666666666665,3.6666666666666665,0.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,2.6666666666666665,1.3333333333333333,0.6666666666666666,4.0,1.3333333333333333,1.0,0.3333333333333333,1.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,,,,
3,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,1.0,1.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,3.0,3.3333333333333335,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,3.6666666666666665,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,2.0,1.0,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,2.0,1.3333333333333333
4,0.6666666666666666,2.0,1.0,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.0,2.0,1.0,0.6666666666666666,0.3333333333333333,2.0,1.6666666666666667,3.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.0,1.3333333333333333,2.0,2.3333333333333335,1.6666666666666667
5,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,3.3333333333333335,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.6666666666666665,0.6666666666666666,2.0,1.6666666666666667,1.0,1.0,1.3333333333333333,1.6666666666666667,2.0,2.3333333333333335,1.0,2.0,2.0,2.0
6,0.3333333333333333,1.3333333333333333,2.3333333333333335,2.6666666666666665,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,2.0,1.0,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.3333333333333335
7,0.3333333333333333,2.3333333333333335,2.0,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,1.0,2.3333333333333335,2.6666666666666665,0.3333333333333333,3.0,1.6666666666666667,1.0,1.0,0.6666666666666666,0.0,3.0,0.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667
8,0.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,2.3333333333333335,2.3333333333333335,0.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,0.0,3.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666
9,1.0,2.6666666666666665,0.3333333333333333,0.6666666666666666,1.0,2.0,2.0,1.6666666666666667,2.0,1.6666666666666667,2.0,0.0,1.0,1.3333333333333333,2.0,2.3333333333333335,1.0,0.6666666666666666,3.0,0.3333333333333333,1.0,2.0,1.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333
