,0,1,2,3,4,5,6,7,8,9,10,11
0,Celtic,Ross County,Aberdeen,Rangers,Hibernian,Livingston,Motherwell,Hearts,Kilmarnock,St Mirren,Hamilton,St Johnstone
1,Celtic,Rangers,Ross County,Aberdeen,St Mirren,Hamilton,Hibernian,Livingston,Hearts,Motherwell,St Johnstone,Kilmarnock
2,Celtic,Rangers,Livingston,Ross County,Aberdeen,Motherwell,Hibernian,St Mirren,Hamilton,St Johnstone,Hearts,Kilmarnock
3,Celtic,Rangers,Livingston,Aberdeen,Motherwell,Kilmarnock,Hamilton,Ross County,Hibernian,St Mirren,Hearts,St Johnstone
4,Celtic,Rangers,Motherwell,Aberdeen,Livingston,Kilmarnock,Ross County,Hamilton,Hibernian,St Mirren,St Johnstone,Hearts
5,Celtic,Rangers,Aberdeen,Motherwell,Ross County,Livingston,Kilmarnock,Hearts,Hamilton,St Mirren,Hibernian,St Johnstone
6,Celtic,Rangers,Motherwell,Aberdeen,Ross County,Livingston,Kilmarnock,Hamilton,Hearts,St Mirren,Hibernian,St Johnstone
7,Rangers,Celtic,Motherwell,Aberdeen,Ross County,Livingston,Kilmarnock,Hamilton,Hearts,Hibernian,St Mirren,St Johnstone
8,Celtic,Rangers,Motherwell,Aberdeen,Kilmarnock,Ross County,Livingston,Hamilton,St Mirren,Hearts,Hibernian,St Johnstone
9,Celtic,Rangers,Kilmarnock,Motherwell,Aberdeen,Ross County,Livingston,Hamilton,Hearts,St Mirren,Hibernian,St Johnstone
10,Celtic,Rangers,Motherwell,Aberdeen,Kilmarnock,Livingston,Ross County,St Johnstone,Hibernian,Hamilton,Hearts,St Mirren
11,Celtic,Rangers,Motherwell,Aberdeen,Kilmarnock,Ross County,Livingston,Hibernian,St Johnstone,Hamilton,Hearts,St Mirren
12,Celtic,Rangers,Aberdeen,Motherwell,Kilmarnock,Hibernian,Ross County,Livingston,Hearts,Hamilton,St Johnstone,St Mirren
13,Celtic,Rangers,Aberdeen,Motherwell,Kilmarnock,Hibernian,Ross County,Livingston,St Johnstone,Hearts,St Mirren,Hamilton
14,Celtic,Rangers,Aberdeen,Motherwell,Kilmarnock,Hibernian,Livingston,Ross County,Hamilton,St Johnstone,St Mirren,Hearts
15,Celtic,Rangers,Aberdeen,Motherwell,Kilmarnock,Hibernian,Ross County,Livingston,St Johnstone,Hearts,Hamilton,St Mirren
16,Celtic,Rangers,Motherwell,Aberdeen,Kilmarnock,Hibernian,Livingston,Ross County,St Mirren,St Johnstone,Hearts,Hamilton
17,Celtic,Rangers,Aberdeen,Motherwell,Kilmarnock,Hibernian,Ross County,Livingston,St Johnstone,St Mirren,Hearts,Hamilton
18,Celtic,Rangers,Motherwell,Aberdeen,Kilmarnock,Livingston,Hibernian,Ross County,St Johnstone,St Mirren,Hamilton,Hearts
19,Celtic,Rangers,Motherwell,Aberdeen,Hibernian,Kilmarnock,Livingston,St Johnstone,Ross County,St Mirren,Hamilton,Hearts
20,Rangers,Celtic,Motherwell,Aberdeen,Livingston,Hibernian,Kilmarnock,St Johnstone,Ross County,St Mirren,Hamilton,Hearts
21,Rangers,Celtic,Motherwell,Aberdeen,Livingston,Hibernian,Kilmarnock,Ross County,St Johnstone,St Mirren,Hamilton,Hearts
22,Celtic,Rangers,Motherwell,Aberdeen,Livingston,Hibernian,St Johnstone,Kilmarnock,Ross County,St Mirren,Hamilton,Hearts
23,Celtic,Rangers,Motherwell,Aberdeen,Livingston,Hibernian,Kilmarnock,St Johnstone,Ross County,St Mirren,Hearts,Hamilton
24,Celtic,Rangers,Motherwell,Aberdeen,Livingston,Hibernian,Kilmarnock,St Johnstone,Ross County,St Mirren,Hamilton,Hearts
25,Celtic,Rangers,Aberdeen,Motherwell,Livingston,Hibernian,Kilmarnock,St Johnstone,Ross County,St Mirren,Hamilton,Hearts
26,Celtic,Rangers,Aberdeen,Motherwell,Livingston,Hibernian,Kilmarnock,St Johnstone,Ross County,St Mirren,Hamilton,Hearts
27,Celtic,Rangers,Motherwell,Aberdeen,Livingston,Hibernian,St Johnstone,Kilmarnock,Ross County,St Mirren,Hamilton,Hearts
28,Celtic,Rangers,Motherwell,Aberdeen,Livingston,Hibernian,St Johnstone,Kilmarnock,St Mirren,Ross County,Hamilton,Hearts
29,Celtic,Rangers,Motherwell,Aberdeen,Livingston,St Johnstone,Hibernian,Kilmarnock,St Mirren,Ross County,Hamilton,Hearts
30,Celtic,Rangers,Motherwell,Aberdeen,Livingston,St Johnstone,Hibernian,Kilmarnock,St Mirren,Ross County,Hamilton,Hearts
31,Celtic,Rangers,Motherwell,Aberdeen,Livingston,St Johnstone,Hibernian,Kilmarnock,St Mirren,Ross County,Hamilton,Hearts
32,Celtic,Rangers,Motherwell,Aberdeen,Livingston,St Johnstone,Hibernian,Kilmarnock,St Mirren,Ross County,Hamilton,Hearts
