,Galatasaray scored,Galatasaray received,Yeni Malatyaspor scored,Yeni Malatyaspor received,Buyuksehyr scored,Buyuksehyr received,Kayserispor scored,Kayserispor received,Konyaspor scored,Konyaspor received,Kasimpasa scored,Kasimpasa received,Besiktas scored,Besiktas received,Fenerbahce scored,Fenerbahce received,Sivasspor scored,Sivasspor received,Akhisar Belediyespor scored,Akhisar Belediyespor received,Bursaspor scored,Bursaspor received,Alanyaspor scored,Alanyaspor received,Goztep scored,Goztep received,Antalyaspor scored,Antalyaspor received,Trabzonspor scored,Trabzonspor received,Erzurum BB scored,Erzurum BB received,Rizespor scored,Rizespor received,Ankaragucu scored,Ankaragucu received
10,1.0,1.6666666666666667,1.0,0.3333333333333333,1.0,0.0,1.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.0,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.3333333333333335,0.6666666666666666
11,1.6666666666666667,1.3333333333333333,2.6666666666666665,0.0,1.3333333333333333,0.3333333333333333,1.0,2.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.0,1.6666666666666667,1.0,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.0,0.6666666666666666,2.6666666666666665,2.0,1.3333333333333333
12,2.0,1.0,2.0,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,3.6666666666666665,1.0,0.3333333333333333,2.0,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,2.0,2.0,1.6666666666666667,1.6666666666666667,1.0,1.0,1.3333333333333333,1.0,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335
13,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,3.3333333333333335,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.0,2.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,2.0,1.3333333333333333,1.0,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335
14,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.0,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.0,1.6666666666666667,1.0,0.3333333333333333,2.3333333333333335,0.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0
15,1.0,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,2.3333333333333335,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.0,1.0,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.0
16,2.3333333333333335,1.6666666666666667,2.0,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,2.0,2.3333333333333335,1.0,2.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,1.0,1.3333333333333333,2.0,1.3333333333333333,2.3333333333333335,0.0,2.6666666666666665
17,3.6666666666666665,1.0,2.0,1.0,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,2.0,1.6666666666666667,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,0.0,0.6666666666666666,2.6666666666666665,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,0.0,4.333333333333333
18,3.6666666666666665,0.6666666666666666,2.0,2.0,2.3333333333333335,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.0,2.3333333333333335,0.3333333333333333,2.0,1.0,1.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,0.6666666666666666,2.3333333333333335,2.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.0,3.6666666666666665
19,2.6666666666666665,0.3333333333333333,2.0,2.0,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,3.3333333333333335,1.0,2.0,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,3.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,3.0
20,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,2.6666666666666665,3.0,1.0,1.6666666666666667,1.0,2.0,1.0,0.6666666666666666,2.6666666666666665,0.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.0,3.0,1.0,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.0,1.0
21,2.6666666666666665,1.0,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.3333333333333335,3.3333333333333335,1.0,1.0,0.6666666666666666,2.3333333333333335,2.0,0.3333333333333333,1.6666666666666667,0.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,1.0,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333
22,2.6666666666666665,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,3.3333333333333335,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.0,0.0,2.3333333333333335,2.3333333333333335,1.0,1.6666666666666667,2.3333333333333335,1.0,1.0,1.3333333333333333,2.0,2.0,1.6666666666666667,2.0,0.3333333333333333,1.6666666666666667,0.3333333333333333
23,2.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,2.0,0.0,1.6666666666666667,1.0,0.6666666666666666,1.0,1.0,3.0,2.3333333333333335,2.0,2.3333333333333335,2.0,1.6666666666666667,3.0,1.0,0.6666666666666666,1.0,2.3333333333333335,2.0,1.0,1.0,2.0,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,2.3333333333333335,1.0,2.0,1.0
24,2.3333333333333335,0.3333333333333333,0.0,2.3333333333333335,2.3333333333333335,0.3333333333333333,1.0,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.6666666666666665,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,3.3333333333333335,2.3333333333333335,1.3333333333333333,1.0,1.6666666666666667,2.6666666666666665,1.0,2.0,1.0
25,3.0,1.0,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,2.0,1.0,2.0,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,2.0,1.6666666666666667,1.6666666666666667,1.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.6666666666666667,3.0,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,1.6666666666666667
26,3.6666666666666665,0.6666666666666666,1.0,2.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.0,3.6666666666666665,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.0,0.6666666666666666,1.3333333333333333,3.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.3333333333333335,2.3333333333333335,0.6666666666666666,1.3333333333333333
27,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,3.3333333333333335,1.0,1.3333333333333333,1.0,1.0,2.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.0,1.0,1.6666666666666667,1.3333333333333333,2.0,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333
28,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,1.0,1.3333333333333333,2.0,0.3333333333333333,1.0,1.0,1.0,3.6666666666666665,1.3333333333333333,0.6666666666666666,1.0,1.0,2.0,1.0,1.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,1.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,2.6666666666666665,1.0,0.3333333333333333
29,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333
30,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.0,2.0,2.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,2.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.0,1.0,2.0
31,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,2.0,2.0,1.3333333333333333,1.0,2.3333333333333335,2.0,1.3333333333333333,2.0,1.0,1.0,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,3.0,1.3333333333333333,0.6666666666666666,2.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.6666666666666665
32,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,1.0,1.0,2.0,2.3333333333333335,2.3333333333333335,1.6666666666666667,1.0,2.0,1.0,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,2.0,1.0,2.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,2.0,2.0,1.6666666666666667
33,2.6666666666666665,2.3333333333333335,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.0,1.3333333333333333,2.0,2.0,1.6666666666666667,2.0,0.6666666666666666,2.6666666666666665,3.0,1.0,1.3333333333333333,1.0,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6666666666666667
