,Galatasaray scored,Galatasaray received,Yeni Malatyaspor scored,Yeni Malatyaspor received,Buyuksehyr scored,Buyuksehyr received,Kayserispor scored,Kayserispor received,Konyaspor scored,Konyaspor received,Kasimpasa scored,Kasimpasa received,Besiktas scored,Besiktas received,Fenerbahce scored,Fenerbahce received,Sivasspor scored,Sivasspor received,Akhisar Belediyespor scored,Akhisar Belediyespor received,Bursaspor scored,Bursaspor received,Alanyaspor scored,Alanyaspor received,Goztep scored,Goztep received,Antalyaspor scored,Antalyaspor received,Trabzonspor scored,Trabzonspor received,Erzurum BB scored,Erzurum BB received,Rizespor scored,Rizespor received,Ankaragucu scored,Ankaragucu received
0,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,2.0,1.0,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,3.3333333333333335,2.0,3.3333333333333335,1.0,4.0,1.0,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,2.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,2.6666666666666665,2.0,,,,,,
1,1.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.0,1.6666666666666667,2.0,2.3333333333333335,2.3333333333333335,1.6666666666666667,3.6666666666666665,1.3333333333333333,3.3333333333333335,1.0,1.3333333333333333,3.3333333333333335,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,1.0,1.6666666666666667,2.6666666666666665,3.0,0.6666666666666666,,,,,,
2,2.6666666666666665,0.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.0,2.0,2.3333333333333335,2.3333333333333335,1.3333333333333333,3.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,3.6666666666666665,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.0,3.3333333333333335,0.3333333333333333,0.6666666666666666,2.6666666666666665,2.6666666666666665,2.6666666666666665,1.0,,,,,,
3,2.3333333333333335,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,2.6666666666666665,2.0,3.0,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333
4,3.3333333333333335,1.6666666666666667,0.3333333333333333,1.0,2.6666666666666665,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,1.0,2.0,0.6666666666666666,1.6666666666666667,1.0,1.0,0.6666666666666666,2.0,1.0,0.3333333333333333,1.6666666666666667,2.3333333333333335,2.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333
5,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,1.6666666666666667,0.0,1.0,2.0,1.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666
6,1.6666666666666667,1.3333333333333333,1.0,1.0,1.6666666666666667,0.3333333333333333,0.0,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.3333333333333335,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333
7,0.6666666666666666,1.0,2.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,2.0,1.6666666666666667,2.0,2.3333333333333335,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,2.0,2.0,1.0,0.6666666666666666,2.6666666666666665,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666
8,1.0,0.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,3.3333333333333335,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.0,1.0,2.0,1.3333333333333333,0.6666666666666666,3.3333333333333335,0.6666666666666666,1.0,0.6666666666666666,1.0,2.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,0.3333333333333333,2.0,1.0,0.3333333333333333,0.6666666666666666
9,0.6666666666666666,1.0,2.0,1.6666666666666667,0.6666666666666666,0.0,1.3333333333333333,1.0,1.0,1.3333333333333333,3.0,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,2.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.6666666666666666
