,Game Date,Home Team,Away Team,Home ATT,Away ATT,Home DEF,Away DEF,Home MID,Away MID,Home Win Odds,Draw Odds,Away Win Odds,Winner,Home win Odds not normal,Draw Odds not normal,Away win Odds not normal,Home Team Rank,Away Team Rank,Home Team Scored Goals,Home Team Received Goals,Away Team Scored Goals,Away Team received Goals
1,04/08/2018,Hamilton,Hearts,62,70,62,67,61,67,0.260026034,0.274156512,0.465817454,2,3.621666667,3.435,2.021666667,11,1,1,2,2,0.333333333
2,04/08/2018,Kilmarnock,St Johnstone,66,65,67,65,69,66,0.460907985,0.285613366,0.253478649,1,2.036666667,3.286666667,3.703333333,4,10,1.333333333,0,0.666666667,1.666666667
4,05/08/2018,Aberdeen,Rangers,67,73,69,71,68,72,0.316701344,0.281617662,0.401680993,X,2.97,3.34,2.341666667,6,7,1.666666667,1,2,1
5,05/08/2018,Hibernian,Motherwell,69,64,66,65,68,66,0.522561605,0.25983859,0.217599805,1,1.801666667,3.623333333,4.326666667,2,12,1.333333333,0.666666667,0.666666667,0.666666667
6,11/08/2018,Dundee,Aberdeen,66,67,64,69,63,68,0.260859715,0.280896016,0.458244269,2,3.621666667,3.363333333,2.061666667,8,6,0.333333333,2,1.666666667,1
7,11/08/2018,Hearts,Celtic,70,73,67,73,67,74,0.175504572,0.231594401,0.592901027,1,5.388333333,4.083333333,1.595,1,6,1.333333333,0.333333333,1.666666667,0.666666667
9,11/08/2018,Motherwell,Hamilton,64,62,65,62,66,61,0.584078378,0.24859852,0.167323103,2,1.616666667,3.798333333,5.643333333,12,8,0.666666667,1,0.666666667,1.333333333
11,12/08/2018,St Johnstone,Hibernian,65,69,65,66,66,68,0.266838671,0.27940668,0.453754649,X,3.52,3.361666667,2.07,10,2,0.666666667,1.666666667,1.333333333,0.666666667
12,25/08/2018,Hibernian,Aberdeen,69,67,66,69,68,68,0.384252871,0.287215381,0.328531747,X,2.456666667,3.286666667,2.873333333,2,5,1.333333333,0.666666667,1.666666667,1
13,25/08/2018,Kilmarnock,Hearts,66,70,67,67,69,67,0.39838194,0.288035823,0.313582237,2,2.366666667,3.273333333,3.006666667,6,1,0.333333333,0.333333333,1.333333333,0
14,25/08/2018,St Johnstone,Dundee,65,66,65,64,66,63,0.441437938,0.283199077,0.275362986,1,2.141666667,3.338333333,3.433333333,8,12,0.666666667,0.333333333,0,2
16,26/08/2018,Celtic,Hamilton,73,62,73,62,74,61,0.845928921,0.109152119,0.04491896,1,1.113333333,8.628333333,20.96666667,2,9,1,0.666666667,0.666666667,1
17,26/08/2018,Motherwell,Rangers,64,73,65,71,66,72,0.175662831,0.231290594,0.593046575,X,5.356666667,4.068333333,1.586666667,11,4,1,1.333333333,3,1
18,01/09/2018,Aberdeen,Kilmarnock,67,66,69,67,68,69,0.489330903,0.273082017,0.23758708,2,1.93,3.458333333,3.975,5,6,0.666666667,1,0.333333333,0.333333333
19,01/09/2018,Dundee,Motherwell,66,64,64,65,63,66,0.345435038,0.283793497,0.370771465,2,2.731666667,3.325,2.545,12,9,0.333333333,1.666666667,2,1.666666667
20,01/09/2018,Hamilton,St Johnstone,62,65,62,65,61,66,0.272626265,0.276758986,0.45061475,2,3.46,3.408333333,2.093333333,10,5,0.666666667,1,1.333333333,0.666666667
