,0,1,2,3,4,5,6,7,8,9,10,11
0,Celtic,Hibernian,Rangers,Ross County,St Mirren,Dundee United,St Johnstone,Kilmarnock,Aberdeen,Livingston,Motherwell,Hamilton
1,Hibernian,Rangers,Ross County,Celtic,Dundee United,Aberdeen,St Mirren,Kilmarnock,St Johnstone,Motherwell,Livingston,Hamilton
2,Rangers,Hibernian,Celtic,Ross County,Dundee United,Aberdeen,St Mirren,Kilmarnock,Motherwell,Livingston,St Johnstone,Hamilton
3,Rangers,Hibernian,Celtic,Ross County,Dundee United,St Mirren,St Johnstone,Aberdeen,Kilmarnock,Motherwell,Livingston,Hamilton
4,Rangers,Hibernian,Celtic,Ross County,Dundee United,St Mirren,Aberdeen,St Johnstone,Hamilton,Motherwell,Kilmarnock,Livingston
5,Rangers,Celtic,Hibernian,Aberdeen,Ross County,St Johnstone,St Mirren,Dundee United,Kilmarnock,Livingston,Hamilton,Motherwell
6,Rangers,Celtic,Hibernian,Aberdeen,Ross County,St Johnstone,St Mirren,Dundee United,Hamilton,Kilmarnock,Livingston,Motherwell
7,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
8,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
9,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
10,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
11,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
12,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
13,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
14,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
15,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
16,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
17,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
18,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
19,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
20,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
21,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
22,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
23,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
24,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
25,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
26,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
27,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
28,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
29,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
30,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
31,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
32,Rangers,Celtic,Hibernian,Aberdeen,Ross County,Dundee United,Kilmarnock,Motherwell,St Johnstone,St Mirren,Hamilton,Livingston
