,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Bayern Munich,Dortmund,Schalke 04,FC Koln,Leverkusen,Wolfsburg,Ingolstadt,Hertha,Hannover,Darmstadt,Hoffenheim,Ein Frankfurt,Mainz,Augsburg,Stuttgart,Werder Bremen,M'gladbach,Hamburg
1,Dortmund,Bayern Munich,Leverkusen,Schalke 04,FC Koln,Wolfsburg,Hertha,Mainz,Ingolstadt,Hamburg,Darmstadt,Ein Frankfurt,Hannover,Augsburg,Werder Bremen,Hoffenheim,Stuttgart,M'gladbach
2,Dortmund,Bayern Munich,Wolfsburg,FC Koln,Mainz,Leverkusen,Ingolstadt,Ein Frankfurt,Schalke 04,Hertha,Werder Bremen,Darmstadt,Hamburg,Hoffenheim,Augsburg,Hannover,Stuttgart,M'gladbach
3,Dortmund,Bayern Munich,Wolfsburg,Ein Frankfurt,Schalke 04,Werder Bremen,Hertha,FC Koln,Ingolstadt,Mainz,Darmstadt,Hamburg,Leverkusen,Augsburg,Hoffenheim,Hannover,Stuttgart,M'gladbach
4,Dortmund,Bayern Munich,Wolfsburg,Schalke 04,FC Koln,Ingolstadt,Mainz,Ein Frankfurt,Werder Bremen,Hamburg,Hertha,Darmstadt,Leverkusen,Augsburg,Hoffenheim,Hannover,Stuttgart,M'gladbach
5,Bayern Munich,Dortmund,Schalke 04,Wolfsburg,Hertha,Hamburg,FC Koln,Ingolstadt,Mainz,Darmstadt,Leverkusen,Ein Frankfurt,Werder Bremen,Augsburg,Stuttgart,M'gladbach,Hoffenheim,Hannover
6,Bayern Munich,Dortmund,Schalke 04,Wolfsburg,Leverkusen,Hertha,FC Koln,Ingolstadt,Darmstadt,Hamburg,Ein Frankfurt,Mainz,Werder Bremen,M'gladbach,Hoffenheim,Augsburg,Stuttgart,Hannover
7,Bayern Munich,Dortmund,Schalke 04,Hertha,FC Koln,Ingolstadt,Leverkusen,Mainz,Wolfsburg,Darmstadt,Hamburg,Ein Frankfurt,M'gladbach,Werder Bremen,Hoffenheim,Augsburg,Hannover,Stuttgart
8,Bayern Munich,Dortmund,Schalke 04,Wolfsburg,Hertha,FC Koln,Leverkusen,Ingolstadt,Darmstadt,M'gladbach,Mainz,Hamburg,Ein Frankfurt,Hannover,Stuttgart,Werder Bremen,Hoffenheim,Augsburg
9,Bayern Munich,Dortmund,Schalke 04,Wolfsburg,Hertha,Leverkusen,M'gladbach,Ingolstadt,FC Koln,Hamburg,Darmstadt,Ein Frankfurt,Mainz,Werder Bremen,Hannover,Stuttgart,Hoffenheim,Augsburg
10,Bayern Munich,Dortmund,Wolfsburg,Schalke 04,M'gladbach,Hertha,Leverkusen,Ingolstadt,FC Koln,Hamburg,Ein Frankfurt,Mainz,Darmstadt,Hannover,Stuttgart,Werder Bremen,Hoffenheim,Augsburg
11,Bayern Munich,Dortmund,Wolfsburg,Hertha,Schalke 04,M'gladbach,FC Koln,Leverkusen,Mainz,Ingolstadt,Hamburg,Ein Frankfurt,Darmstadt,Werder Bremen,Hannover,Stuttgart,Hoffenheim,Augsburg
12,Bayern Munich,Dortmund,Wolfsburg,Hertha,M'gladbach,Leverkusen,Schalke 04,Ingolstadt,FC Koln,Hamburg,Mainz,Ein Frankfurt,Darmstadt,Werder Bremen,Hannover,Stuttgart,Augsburg,Hoffenheim
13,Bayern Munich,Dortmund,Wolfsburg,M'gladbach,Hertha,Leverkusen,Hamburg,Schalke 04,Mainz,FC Koln,Ingolstadt,Darmstadt,Ein Frankfurt,Hannover,Werder Bremen,Augsburg,Stuttgart,Hoffenheim
14,Bayern Munich,Dortmund,M'gladbach,Hertha,Wolfsburg,Schalke 04,Mainz,Leverkusen,Hamburg,FC Koln,Ingolstadt,Darmstadt,Ein Frankfurt,Hannover,Werder Bremen,Augsburg,Stuttgart,Hoffenheim
15,Bayern Munich,Dortmund,Hertha,Wolfsburg,M'gladbach,Leverkusen,Mainz,Schalke 04,Hamburg,FC Koln,Ingolstadt,Darmstadt,Augsburg,Werder Bremen,Ein Frankfurt,Hannover,Hoffenheim,Stuttgart
16,Bayern Munich,Dortmund,Hertha,M'gladbach,Leverkusen,Schalke 04,Wolfsburg,Mainz,FC Koln,Hamburg,Ingolstadt,Augsburg,Darmstadt,Ein Frankfurt,Stuttgart,Werder Bremen,Hannover,Hoffenheim
17,Bayern Munich,Dortmund,Hertha,M'gladbach,Leverkusen,Schalke 04,Wolfsburg,Mainz,FC Koln,Ingolstadt,Hamburg,Darmstadt,Augsburg,Ein Frankfurt,Stuttgart,Werder Bremen,Hoffenheim,Hannover
18,Bayern Munich,Dortmund,Hertha,Leverkusen,Schalke 04,M'gladbach,Wolfsburg,Mainz,FC Koln,Ingolstadt,Hamburg,Augsburg,Ein Frankfurt,Darmstadt,Stuttgart,Werder Bremen,Hoffenheim,Hannover
19,Bayern Munich,Dortmund,Hertha,Schalke 04,Leverkusen,M'gladbach,Mainz,Wolfsburg,FC Koln,Ingolstadt,Darmstadt,Stuttgart,Hamburg,Augsburg,Ein Frankfurt,Werder Bremen,Hoffenheim,Hannover
20,Bayern Munich,Dortmund,Leverkusen,Hertha,Schalke 04,Mainz,M'gladbach,Wolfsburg,FC Koln,Stuttgart,Hamburg,Ingolstadt,Darmstadt,Augsburg,Ein Frankfurt,Werder Bremen,Hoffenheim,Hannover
21,Bayern Munich,Dortmund,Hertha,Leverkusen,M'gladbach,Schalke 04,Mainz,Wolfsburg,FC Koln,Ingolstadt,Stuttgart,Hamburg,Augsburg,Darmstadt,Ein Frankfurt,Werder Bremen,Hoffenheim,Hannover
22,Bayern Munich,Dortmund,Hertha,M'gladbach,Mainz,Leverkusen,Schalke 04,Wolfsburg,Ingolstadt,FC Koln,Hamburg,Stuttgart,Augsburg,Darmstadt,Ein Frankfurt,Werder Bremen,Hoffenheim,Hannover
23,Bayern Munich,Dortmund,Hertha,M'gladbach,Mainz,Schalke 04,Leverkusen,Wolfsburg,Ingolstadt,FC Koln,Hamburg,Stuttgart,Augsburg,Darmstadt,Werder Bremen,Ein Frankfurt,Hoffenheim,Hannover
