,homeTeam,awayTeam,Home Team Rank,Away Team Rank,Home Team Scored Goals,Home Team Received Goals,Away Team Scored Goals,Away Team received Goals
0,Oud-Heverlee Leuven,Anderlecht,14,14,,,1.6666666666666667,1.3333333333333333
1,Bergen,Standard,14,14,,,1.6666666666666667,0.6666666666666666
2,Genk,Germinal,14,14,0.6666666666666666,1.0,0.3333333333333333,1.0
3,Gent,Cercle Brugge,14,14,1.3333333333333333,1.3333333333333333,0.0,1.0
4,Kortrijk,Lierse,14,14,2.0,2.0,0.6666666666666666,0.6666666666666666
5,Lokeren,Waregem,14,14,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.0
6,Mechelen,St Truiden,14,14,1.3333333333333333,0.6666666666666666,1.0,1.0
7,Club Brugge,Westerlo,14,14,2.0,1.0,1.6666666666666667,0.6666666666666666
8,Anderlecht,Mechelen,14,14,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666
9,Cercle Brugge,Bergen,14,14,0.3333333333333333,1.0,,
10,Germinal,Gent,14,14,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667
11,Lierse,Genk,14,14,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
12,Waregem,Oud-Heverlee Leuven,14,14,1.6666666666666667,1.6666666666666667,,
13,St Truiden,Club Brugge,14,14,1.6666666666666667,2.0,2.333333333333333,1.3333333333333333
14,Standard,Lokeren,14,14,2.0,0.3333333333333333,1.3333333333333333,1.3333333333333333
15,Westerlo,Kortrijk,14,14,1.3333333333333333,0.6666666666666666,1.0,2.0
16,Bergen,St Truiden,14,14,,,1.6666666666666667,2.0
17,Club Brugge,Oud-Heverlee Leuven,14,14,1.3333333333333333,1.0,,
18,Genk,Waregem,14,14,1.0,0.6666666666666666,2.0,1.6666666666666667
19,Gent,Standard,14,14,2.333333333333333,2.0,1.6666666666666667,1.3333333333333333
20,Germinal,Westerlo,14,14,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667
