,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Galatasaray,Trabzonspor,Besiktas,Bursaspor,Gaziantepspor,Konyaspor,Kocaelispor,Eskisehirspor,Buyuksehyr,Kayserispor,Sivasspor,Genclerbirligi,Antalyaspor,Ankaragucu,Hacettepespor,Fenerbahce,Ankaraspor,Denizlispor
1,Besiktas,Bursaspor,Trabzonspor,Gaziantepspor,Galatasaray,Sivasspor,Fenerbahce,Denizlispor,Konyaspor,Eskisehirspor,Kayserispor,Hacettepespor,Kocaelispor,Buyuksehyr,Genclerbirligi,Antalyaspor,Ankaragucu,Ankaraspor
2,Sivasspor,Besiktas,Gaziantepspor,Trabzonspor,Bursaspor,Galatasaray,Kayserispor,Hacettepespor,Genclerbirligi,Denizlispor,Konyaspor,Fenerbahce,Ankaraspor,Eskisehirspor,Antalyaspor,Ankaragucu,Buyuksehyr,Kocaelispor
3,Besiktas,Trabzonspor,Bursaspor,Galatasaray,Sivasspor,Gaziantepspor,Konyaspor,Fenerbahce,Ankaraspor,Kayserispor,Hacettepespor,Genclerbirligi,Denizlispor,Eskisehirspor,Ankaragucu,Buyuksehyr,Antalyaspor,Kocaelispor
4,Trabzonspor,Bursaspor,Galatasaray,Besiktas,Sivasspor,Gaziantepspor,Kayserispor,Ankaraspor,Konyaspor,Fenerbahce,Ankaragucu,Genclerbirligi,Hacettepespor,Denizlispor,Eskisehirspor,Buyuksehyr,Antalyaspor,Kocaelispor
5,Trabzonspor,Bursaspor,Besiktas,Gaziantepspor,Galatasaray,Kayserispor,Sivasspor,Ankaraspor,Genclerbirligi,Denizlispor,Konyaspor,Fenerbahce,Eskisehirspor,Ankaragucu,Hacettepespor,Buyuksehyr,Antalyaspor,Kocaelispor
6,Besiktas,Trabzonspor,Bursaspor,Galatasaray,Sivasspor,Ankaraspor,Gaziantepspor,Kayserispor,Konyaspor,Fenerbahce,Eskisehirspor,Genclerbirligi,Hacettepespor,Denizlispor,Buyuksehyr,Ankaragucu,Antalyaspor,Kocaelispor
7,Besiktas,Trabzonspor,Ankaraspor,Sivasspor,Bursaspor,Galatasaray,Kayserispor,Gaziantepspor,Fenerbahce,Eskisehirspor,Konyaspor,Buyuksehyr,Genclerbirligi,Hacettepespor,Denizlispor,Ankaragucu,Antalyaspor,Kocaelispor
8,Trabzonspor,Ankaraspor,Sivasspor,Besiktas,Galatasaray,Kayserispor,Bursaspor,Gaziantepspor,Fenerbahce,Eskisehirspor,Konyaspor,Buyuksehyr,Genclerbirligi,Hacettepespor,Denizlispor,Ankaragucu,Antalyaspor,Kocaelispor
9,Trabzonspor,Ankaraspor,Besiktas,Sivasspor,Galatasaray,Kayserispor,Fenerbahce,Bursaspor,Gaziantepspor,Konyaspor,Eskisehirspor,Buyuksehyr,Denizlispor,Genclerbirligi,Antalyaspor,Hacettepespor,Ankaragucu,Kocaelispor
