,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Besiktas,Kasimpasa,Fenerbahce,Antalyaspor,Rizespor,Trabzonspor,Galatasaray,Sivasspor,Akhisar Belediyespor,Kayserispor,Osmanlispor,Konyaspor,Genclerbirligi,Buyuksehyr,Bursaspor,Eskisehirspor,Mersin Idman Yurdu,Gaziantepspor
1,Kasimpasa,Antalyaspor,Trabzonspor,Akhisar Belediyespor,Fenerbahce,Rizespor,Osmanlispor,Besiktas,Eskisehirspor,Gaziantepspor,Kayserispor,Konyaspor,Galatasaray,Sivasspor,Buyuksehyr,Bursaspor,Genclerbirligi,Mersin Idman Yurdu
2,Fenerbahce,Trabzonspor,Besiktas,Kasimpasa,Antalyaspor,Akhisar Belediyespor,Rizespor,Kayserispor,Osmanlispor,Galatasaray,Eskisehirspor,Buyuksehyr,Genclerbirligi,Gaziantepspor,Sivasspor,Konyaspor,Bursaspor,Mersin Idman Yurdu
3,Fenerbahce,Trabzonspor,Besiktas,Antalyaspor,Akhisar Belediyespor,Kasimpasa,Rizespor,Galatasaray,Osmanlispor,Kayserispor,Konyaspor,Eskisehirspor,Gaziantepspor,Sivasspor,Bursaspor,Genclerbirligi,Buyuksehyr,Mersin Idman Yurdu
4,Fenerbahce,Besiktas,Trabzonspor,Rizespor,Kasimpasa,Antalyaspor,Osmanlispor,Galatasaray,Gaziantepspor,Akhisar Belediyespor,Buyuksehyr,Konyaspor,Kayserispor,Sivasspor,Genclerbirligi,Eskisehirspor,Bursaspor,Mersin Idman Yurdu
5,Besiktas,Fenerbahce,Osmanlispor,Galatasaray,Rizespor,Kasimpasa,Antalyaspor,Trabzonspor,Akhisar Belediyespor,Buyuksehyr,Konyaspor,Gaziantepspor,Bursaspor,Sivasspor,Kayserispor,Genclerbirligi,Eskisehirspor,Mersin Idman Yurdu
6,Besiktas,Galatasaray,Fenerbahce,Konyaspor,Osmanlispor,Kasimpasa,Antalyaspor,Rizespor,Akhisar Belediyespor,Trabzonspor,Gaziantepspor,Bursaspor,Buyuksehyr,Genclerbirligi,Sivasspor,Kayserispor,Eskisehirspor,Mersin Idman Yurdu
7,Besiktas,Galatasaray,Fenerbahce,Konyaspor,Kasimpasa,Antalyaspor,Akhisar Belediyespor,Buyuksehyr,Osmanlispor,Rizespor,Trabzonspor,Gaziantepspor,Bursaspor,Genclerbirligi,Sivasspor,Kayserispor,Mersin Idman Yurdu,Eskisehirspor
8,Besiktas,Galatasaray,Fenerbahce,Akhisar Belediyespor,Buyuksehyr,Konyaspor,Kasimpasa,Antalyaspor,Trabzonspor,Gaziantepspor,Bursaspor,Osmanlispor,Rizespor,Genclerbirligi,Kayserispor,Sivasspor,Mersin Idman Yurdu,Eskisehirspor
9,Besiktas,Galatasaray,Fenerbahce,Akhisar Belediyespor,Buyuksehyr,Konyaspor,Kasimpasa,Bursaspor,Trabzonspor,Antalyaspor,Gaziantepspor,Rizespor,Osmanlispor,Genclerbirligi,Kayserispor,Sivasspor,Mersin Idman Yurdu,Eskisehirspor
10,Besiktas,Fenerbahce,Galatasaray,Buyuksehyr,Akhisar Belediyespor,Kasimpasa,Konyaspor,Bursaspor,Antalyaspor,Rizespor,Osmanlispor,Trabzonspor,Gaziantepspor,Genclerbirligi,Kayserispor,Sivasspor,Mersin Idman Yurdu,Eskisehirspor
11,Besiktas,Fenerbahce,Galatasaray,Buyuksehyr,Akhisar Belediyespor,Kasimpasa,Konyaspor,Rizespor,Trabzonspor,Antalyaspor,Bursaspor,Osmanlispor,Gaziantepspor,Genclerbirligi,Kayserispor,Sivasspor,Mersin Idman Yurdu,Eskisehirspor
12,Fenerbahce,Besiktas,Akhisar Belediyespor,Galatasaray,Buyuksehyr,Kasimpasa,Konyaspor,Rizespor,Trabzonspor,Antalyaspor,Osmanlispor,Bursaspor,Gaziantepspor,Kayserispor,Genclerbirligi,Sivasspor,Mersin Idman Yurdu,Eskisehirspor
13,Besiktas,Fenerbahce,Akhisar Belediyespor,Galatasaray,Buyuksehyr,Kasimpasa,Konyaspor,Trabzonspor,Rizespor,Antalyaspor,Gaziantepspor,Osmanlispor,Bursaspor,Kayserispor,Genclerbirligi,Sivasspor,Mersin Idman Yurdu,Eskisehirspor
14,Besiktas,Fenerbahce,Akhisar Belediyespor,Galatasaray,Buyuksehyr,Kasimpasa,Konyaspor,Rizespor,Antalyaspor,Trabzonspor,Gaziantepspor,Osmanlispor,Kayserispor,Bursaspor,Sivasspor,Genclerbirligi,Mersin Idman Yurdu,Eskisehirspor
15,Besiktas,Fenerbahce,Galatasaray,Buyuksehyr,Kasimpasa,Akhisar Belediyespor,Konyaspor,Trabzonspor,Gaziantepspor,Rizespor,Antalyaspor,Osmanlispor,Kayserispor,Bursaspor,Sivasspor,Genclerbirligi,Mersin Idman Yurdu,Eskisehirspor
16,Besiktas,Fenerbahce,Galatasaray,Kasimpasa,Buyuksehyr,Akhisar Belediyespor,Konyaspor,Rizespor,Trabzonspor,Gaziantepspor,Antalyaspor,Osmanlispor,Kayserispor,Bursaspor,Sivasspor,Genclerbirligi,Mersin Idman Yurdu,Eskisehirspor
17,Besiktas,Fenerbahce,Galatasaray,Buyuksehyr,Kasimpasa,Akhisar Belediyespor,Konyaspor,Gaziantepspor,Rizespor,Trabzonspor,Kayserispor,Antalyaspor,Bursaspor,Osmanlispor,Genclerbirligi,Sivasspor,Mersin Idman Yurdu,Eskisehirspor
18,Besiktas,Fenerbahce,Galatasaray,Buyuksehyr,Konyaspor,Kasimpasa,Akhisar Belediyespor,Gaziantepspor,Rizespor,Trabzonspor,Bursaspor,Osmanlispor,Kayserispor,Antalyaspor,Genclerbirligi,Sivasspor,Eskisehirspor,Mersin Idman Yurdu
19,Besiktas,Fenerbahce,Galatasaray,Buyuksehyr,Akhisar Belediyespor,Konyaspor,Kasimpasa,Gaziantepspor,Osmanlispor,Rizespor,Bursaspor,Trabzonspor,Antalyaspor,Kayserispor,Genclerbirligi,Sivasspor,Mersin Idman Yurdu,Eskisehirspor
20,Besiktas,Fenerbahce,Akhisar Belediyespor,Buyuksehyr,Galatasaray,Konyaspor,Kasimpasa,Trabzonspor,Osmanlispor,Gaziantepspor,Rizespor,Genclerbirligi,Bursaspor,Antalyaspor,Kayserispor,Sivasspor,Mersin Idman Yurdu,Eskisehirspor
21,Besiktas,Fenerbahce,Galatasaray,Akhisar Belediyespor,Konyaspor,Buyuksehyr,Kasimpasa,Osmanlispor,Trabzonspor,Antalyaspor,Gaziantepspor,Bursaspor,Rizespor,Genclerbirligi,Kayserispor,Sivasspor,Mersin Idman Yurdu,Eskisehirspor
