,Besiktas scored,Besiktas received,Kasimpasa scored,Kasimpasa received,Fenerbahce scored,Fenerbahce received,Rizespor scored,Rizespor received,Trabzonspor scored,Trabzonspor received,Galatasaray scored,Galatasaray received,Sivasspor scored,Sivasspor received,Akhisar Belediyespor scored,Akhisar Belediyespor received,Konyaspor scored,Konyaspor received,Genclerbirligi scored,Genclerbirligi received,Buyuksehyr scored,Buyuksehyr received,Bursaspor scored,Bursaspor received,Eskisehirspor scored,Eskisehirspor received,Mersin Idman Yurdu scored,Mersin Idman Yurdu received,Gaziantepspor scored,Gaziantepspor received,Antalyaspor scored,Antalyaspor received,Kayserispor scored,Kayserispor received,Osmanlispor scored,Osmanlispor received
0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,0.0,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,,,,,,
1,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.0,1.0,2.0,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.3333333333333335,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,,,,,,
2,2.3333333333333335,1.0,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.0,1.0,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,2.0,2.3333333333333335,1.0,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,2.0,2.0,1.0,2.0,0.6666666666666666,1.6666666666666667,,,,,,
3,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.0,1.6666666666666667,1.0,2.0,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.0,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333
4,2.3333333333333335,0.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,1.0,1.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.0,0.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,2.0,1.0
5,2.0,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,1.0,0.6666666666666666,2.0,1.3333333333333333,0.0,2.3333333333333335,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,0.0,1.0,2.6666666666666665,1.0
6,2.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,2.0,2.6666666666666665,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.0,0.6666666666666666,2.0,0.0,1.3333333333333333,2.6666666666666665,1.0
7,2.0,1.0,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,2.0
8,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,2.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.0,2.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.0,1.6666666666666667,1.0,1.3333333333333333,0.3333333333333333,2.0
9,3.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,0.0,1.0,2.0,1.6666666666666667,3.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,0.0,1.6666666666666667
10,3.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.6666666666666665,1.6666666666666667,1.0,1.0,1.6666666666666667,1.0,0.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,3.0,0.6666666666666666,1.0,1.0,1.6666666666666667,1.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
11,2.0,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,1.0,1.0,3.3333333333333335,2.3333333333333335,1.0,1.0,2.0,1.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,3.0,1.0,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667,2.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666
12,1.0,0.6666666666666666,1.3333333333333333,1.0,2.0,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.0,2.6666666666666665,3.0,1.6666666666666667,1.3333333333333333,2.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,1.0,0.6666666666666666
13,1.3333333333333333,1.0,1.0,0.6666666666666666,2.3333333333333335,1.0,0.3333333333333333,1.0,1.3333333333333333,1.0,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.6666666666666665,2.0,2.6666666666666665,2.0,2.0,1.3333333333333333,1.6666666666666667,2.0,2.3333333333333335,1.0,1.0,0.3333333333333333,1.0
14,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,1.0,1.0,1.0,2.0,2.0,1.3333333333333333,1.0,1.0,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,3.0,1.6666666666666667,2.3333333333333335,2.3333333333333335,2.0,2.0,1.6666666666666667,2.0,2.0,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666
15,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,2.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,2.6666666666666665,1.0,2.3333333333333335,2.0,1.6666666666666667,2.0,1.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333
16,3.0,1.0,1.6666666666666667,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,2.0,0.0,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0,2.0,1.0
17,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,2.0,2.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333
18,2.3333333333333335,0.0,1.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,2.0,1.0,2.3333333333333335,2.0,1.6666666666666667,1.0,2.3333333333333335,0.0,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0
19,2.3333333333333335,0.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,2.0,1.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,0.6666666666666666,3.0,0.6666666666666666,1.0,1.0,0.0,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667,3.3333333333333335,2.3333333333333335,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.0
20,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.3333333333333335,2.0,1.0,1.6666666666666667,1.0,1.6666666666666667,1.0,1.6666666666666667,1.0,2.3333333333333335,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.0,2.0,2.0,2.0,2.3333333333333335,2.0,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,2.6666666666666665,2.0,2.0,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.0
21,2.3333333333333335,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,1.0,1.0,2.3333333333333335,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,2.6666666666666665,2.0,1.0,1.6666666666666667,2.6666666666666665,0.6666666666666666
22,1.0,1.3333333333333333,1.0,2.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.0,1.0,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,2.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.0,1.0
23,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,1.0,1.0,0.6666666666666666,2.0,1.6666666666666667,2.0,0.3333333333333333,1.0,0.3333333333333333,2.0,2.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,0.0,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,1.0,1.0,0.6666666666666666,1.6666666666666667,2.0,1.0
24,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,0.0,1.0,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,3.0,1.6666666666666667,0.0,2.0,0.6666666666666666,2.0,2.0,0.6666666666666666,1.0,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,2.0,1.3333333333333333
25,2.0,0.6666666666666666,1.0,2.0,1.3333333333333333,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.0,1.0,2.3333333333333335,1.3333333333333333
26,1.3333333333333333,1.0,1.0,2.0,0.3333333333333333,0.0,0.6666666666666666,1.0,1.0,0.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,1.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,2.0,0.0,1.3333333333333333,0.0,0.6666666666666666,1.6666666666666667,1.0,0.0,0.3333333333333333,2.0,1.0
27,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,2.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,1.0,0.3333333333333333
28,2.0,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,2.0,3.0,1.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,2.0,1.0,2.6666666666666665,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,3.3333333333333335,0.3333333333333333,2.0,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0
