,Barcelona scored,Barcelona received,Villarreal scored,Villarreal received,Ath Bilbao scored,Ath Bilbao received,Granada scored,Granada received,Ath Madrid scored,Ath Madrid received,Real Madrid scored,Real Madrid received,Sociedad scored,Sociedad received,Valencia scored,Valencia received,Vallecano scored,Vallecano received,Celta scored,Celta received,Espanol scored,Espanol received,Osasuna scored,Osasuna received,Betis scored,Betis received,Malaga scored,Malaga received,Elche scored,Elche received,Levante scored,Levante received,Sevilla scored,Sevilla received,Getafe scored,Getafe received,Valladolid scored,Valladolid received,Almeria scored,Almeria received
0,7.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,7.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,3.0
1,4.0,0.0,2.5,1.5,2.0,0.5,1.0,1.0,4.0,0.5,1.5,0.5,1.5,0.5,1.0,1.5,1.5,2.5,2.0,1.5,2.5,1.5,0.5,2.0,1.0,2.0,0.0,1.0,0.5,2.0,0.0,3.5,0.5,1.5,1.0,2.0,1.0,2.0,2.0,2.5
2,3.6666666666666665,0.6666666666666666,2.6666666666666665,1.0,1.6666666666666667,1.3333333333333333,1.0,1.0,3.3333333333333335,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,2.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,2.0,0.6666666666666666,2.6666666666666665,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,2.0,2.3333333333333335
3,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.0,2.0,1.6666666666666667,0.3333333333333333,1.0,3.6666666666666665,1.0,2.0,1.0,0.6666666666666666,1.0,1.3333333333333333,3.0,0.3333333333333333,4.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,2.3333333333333335,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,2.6666666666666665
4,3.3333333333333335,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,2.6666666666666665,0.3333333333333333,0.6666666666666666,2.6666666666666665,1.0,3.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,2.3333333333333335,0.3333333333333333,3.6666666666666665,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,2.0,1.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.6666666666666665,1.0,2.0,0.3333333333333333,0.6666666666666666,2.0,2.6666666666666665
5,3.6666666666666665,1.0,1.3333333333333333,1.0,2.3333333333333335,2.0,0.0,0.6666666666666666,2.6666666666666665,1.0,2.6666666666666665,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,4.333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.3333333333333335,0.0,0.6666666666666666,1.3333333333333333,1.0,1.0,2.3333333333333335,2.3333333333333335,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,2.6666666666666665
6,3.3333333333333335,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.3333333333333333,3.0,0.0,1.0,1.3333333333333333,2.0,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.0,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,2.0
7,3.3333333333333335,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,1.0,1.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,2.3333333333333335,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.3333333333333333,2.0
8,2.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.6666666666666667
9,2.0,0.6666666666666666,2.3333333333333335,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,1.0,2.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.3333333333333335,0.0,2.6666666666666665,1.3333333333333333,1.0,2.0,1.0,2.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,2.0,0.3333333333333333,2.0
