,0,1,2,3,4,5,6,7,8,9,10,11
0,Celtic,Falkirk,Hearts,Rangers,St Mirren,Aberdeen,Hibernian,Dundee United,Dunfermline,Inverness C,Motherwell,Kilmarnock
1,St Mirren,Hearts,Falkirk,Rangers,Celtic,Kilmarnock,Aberdeen,Dundee United,Hibernian,Inverness C,Dunfermline,Motherwell
2,Hearts,Falkirk,Celtic,St Mirren,Aberdeen,Rangers,Kilmarnock,Dundee United,Hibernian,Inverness C,Dunfermline,Motherwell
3,Rangers,Celtic,St Mirren,Falkirk,Hearts,Kilmarnock,Aberdeen,Hibernian,Dundee United,Inverness C,Dunfermline,Motherwell
4,Celtic,Hearts,Rangers,Aberdeen,Kilmarnock,Falkirk,St Mirren,Dundee United,Hibernian,Inverness C,Motherwell,Dunfermline
5,Celtic,Rangers,Hearts,St Mirren,Aberdeen,Hibernian,Kilmarnock,Falkirk,Inverness C,Dundee United,Dunfermline,Motherwell
6,Celtic,Hearts,Rangers,Aberdeen,Hibernian,Kilmarnock,St Mirren,Inverness C,Dundee United,Falkirk,Dunfermline,Motherwell
7,Celtic,Hearts,Rangers,Aberdeen,Kilmarnock,Hibernian,St Mirren,Falkirk,Inverness C,Dundee United,Dunfermline,Motherwell
8,Celtic,Hearts,Rangers,St Mirren,Aberdeen,Kilmarnock,Hibernian,Inverness C,Falkirk,Dunfermline,Dundee United,Motherwell
9,Celtic,Hearts,Rangers,Kilmarnock,Inverness C,St Mirren,Hibernian,Aberdeen,Falkirk,Motherwell,Dunfermline,Dundee United
10,Celtic,Hearts,Rangers,Kilmarnock,Inverness C,Hibernian,Aberdeen,St Mirren,Falkirk,Motherwell,Dunfermline,Dundee United
11,Celtic,Hearts,Rangers,Aberdeen,Inverness C,Kilmarnock,Hibernian,St Mirren,Falkirk,Motherwell,Dunfermline,Dundee United
12,Celtic,Hearts,Rangers,Aberdeen,Inverness C,Kilmarnock,Falkirk,Hibernian,St Mirren,Motherwell,Dundee United,Dunfermline
13,Celtic,Rangers,Hearts,Aberdeen,Hibernian,Inverness C,Kilmarnock,Falkirk,St Mirren,Dundee United,Motherwell,Dunfermline
14,Celtic,Rangers,Aberdeen,Hibernian,Hearts,Kilmarnock,Inverness C,Falkirk,St Mirren,Dundee United,Motherwell,Dunfermline
15,Celtic,Rangers,Aberdeen,Hibernian,Hearts,Kilmarnock,Inverness C,Falkirk,Dundee United,St Mirren,Motherwell,Dunfermline
16,Celtic,Rangers,Aberdeen,Hibernian,Kilmarnock,Hearts,Falkirk,Inverness C,Motherwell,St Mirren,Dundee United,Dunfermline
17,Celtic,Rangers,Aberdeen,Hearts,Hibernian,Kilmarnock,Falkirk,Inverness C,Dundee United,St Mirren,Motherwell,Dunfermline
18,Celtic,Aberdeen,Rangers,Kilmarnock,Hearts,Hibernian,Falkirk,Dundee United,Inverness C,St Mirren,Motherwell,Dunfermline
19,Celtic,Rangers,Aberdeen,Hearts,Hibernian,Kilmarnock,Falkirk,Dundee United,Inverness C,Motherwell,St Mirren,Dunfermline
20,Celtic,Aberdeen,Rangers,Hearts,Hibernian,Kilmarnock,Falkirk,Inverness C,Motherwell,Dundee United,St Mirren,Dunfermline
21,Celtic,Aberdeen,Rangers,Hearts,Hibernian,Kilmarnock,Falkirk,Dundee United,Motherwell,Inverness C,St Mirren,Dunfermline
22,Celtic,Rangers,Aberdeen,Hearts,Hibernian,Falkirk,Kilmarnock,Inverness C,Dundee United,Motherwell,St Mirren,Dunfermline
23,Celtic,Rangers,Aberdeen,Hearts,Hibernian,Falkirk,Kilmarnock,Inverness C,Dundee United,Motherwell,St Mirren,Dunfermline
24,Celtic,Rangers,Aberdeen,Hearts,Hibernian,Falkirk,Kilmarnock,Inverness C,Dundee United,Motherwell,St Mirren,Dunfermline
25,Celtic,Rangers,Aberdeen,Hearts,Hibernian,Kilmarnock,Falkirk,Inverness C,Dundee United,Motherwell,St Mirren,Dunfermline
26,Celtic,Rangers,Aberdeen,Hearts,Hibernian,Kilmarnock,Falkirk,Inverness C,Dundee United,Motherwell,St Mirren,Dunfermline
27,Celtic,Rangers,Aberdeen,Hearts,Hibernian,Kilmarnock,Falkirk,Motherwell,Dundee United,Inverness C,St Mirren,Dunfermline
28,Celtic,Rangers,Aberdeen,Hearts,Hibernian,Kilmarnock,Inverness C,Falkirk,Motherwell,Dundee United,St Mirren,Dunfermline
29,Celtic,Rangers,Aberdeen,Hearts,Hibernian,Kilmarnock,Inverness C,Falkirk,Motherwell,Dundee United,St Mirren,Dunfermline
30,Celtic,Rangers,Aberdeen,Hearts,Kilmarnock,Hibernian,Falkirk,Dundee United,Inverness C,Motherwell,St Mirren,Dunfermline
31,Celtic,Rangers,Aberdeen,Hearts,Kilmarnock,Hibernian,Falkirk,Dundee United,Motherwell,Inverness C,St Mirren,Dunfermline
32,Celtic,Rangers,Aberdeen,Hearts,Kilmarnock,Hibernian,Falkirk,Dundee United,Inverness C,Motherwell,St Mirren,Dunfermline
