,Celtic scored,Celtic received,Falkirk scored,Falkirk received,Hearts scored,Hearts received,Rangers scored,Rangers received,Aberdeen scored,Aberdeen received,Hibernian scored,Hibernian received,Dundee United scored,Dundee United received,Dunfermline scored,Dunfermline received,Inverness C scored,Inverness C received,Motherwell scored,Motherwell received,Kilmarnock scored,Kilmarnock received,St Mirren scored,St Mirren received
15,2.6666666666666665,1.0,1.3333333333333333,2.3333333333333335,0.3333333333333333,0.6666666666666666,2.0,0.0,2.3333333333333335,0.3333333333333333,3.3333333333333335,1.0,1.0,0.6666666666666666,0.6666666666666666,2.0,0.0,1.6666666666666667,2.0,3.3333333333333335,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0
16,2.0,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,3.3333333333333335,1.3333333333333333,1.0,1.3333333333333333,1.0,3.0,0.0,1.3333333333333333,2.0,2.6666666666666665,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.6666666666666667
17,1.6666666666666667,1.0,1.3333333333333333,2.0,2.0,1.0,2.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,1.0,0.6666666666666666,3.3333333333333335,0.3333333333333333,1.3333333333333333,2.0,2.0,2.0,1.6666666666666667,1.0,1.3333333333333333
18,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,2.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.6666666666666665,1.3333333333333333,2.3333333333333335,3.3333333333333335,1.6666666666666667,1.0,1.0
19,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333,1.0,2.0,2.0,2.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.6666666666666665,2.0,2.0,0.6666666666666666,2.0
20,1.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,2.6666666666666665,2.0,1.6666666666666667,1.6666666666666667,0.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,2.0,2.6666666666666665,0.6666666666666666,1.6666666666666667
21,1.3333333333333333,1.0,1.0,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,3.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,2.0
22,1.6666666666666667,1.0,2.6666666666666665,1.0,1.3333333333333333,0.6666666666666666,1.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,2.0,2.6666666666666665,0.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,1.0
23,1.6666666666666667,0.6666666666666666,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,3.6666666666666665,0.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,0.6666666666666666,1.0
24,3.0,0.6666666666666666,2.0,0.6666666666666666,1.0,0.6666666666666666,2.3333333333333335,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,3.6666666666666665,0.0,1.0,2.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335
25,3.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,2.0,0.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,0.0,2.0,0.0,0.6666666666666666,1.6666666666666667,1.0,0.0,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,2.3333333333333335
26,2.6666666666666665,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,2.6666666666666665
27,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333
28,1.6666666666666667,0.6666666666666666,1.0,2.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333
29,1.3333333333333333,1.0,0.6666666666666666,2.0,1.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.3333333333333333,0.6666666666666666,1.0,2.0,1.0,0.3333333333333333,1.0
30,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,0.0,1.0,1.3333333333333333,1.0,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,1.0
31,0.3333333333333333,1.0,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,1.0,0.6666666666666666,2.0,0.6666666666666666,1.0,1.0,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0
32,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.6666666666666665,0.3333333333333333,1.0,3.0,1.0,1.3333333333333333,1.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333
