,Celtic scored,Celtic received,Falkirk scored,Falkirk received,Hearts scored,Hearts received,Rangers scored,Rangers received,Aberdeen scored,Aberdeen received,Hibernian scored,Hibernian received,Dundee United scored,Dundee United received,Dunfermline scored,Dunfermline received,Inverness C scored,Inverness C received,Motherwell scored,Motherwell received,Kilmarnock scored,Kilmarnock received,St Mirren scored,St Mirren received
0,2.3333333333333335,0.3333333333333333,1.0,1.0,2.0,0.6666666666666666,2.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335,0.3333333333333333,2.0,1.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.6666666666666665,,
1,2.0,1.0,1.0,0.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,1.0,1.0,0.3333333333333333,1.0,1.3333333333333333,1.0,2.3333333333333335,0.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.3333333333333335,,
2,2.3333333333333335,1.0,0.6666666666666666,0.0,2.0,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,2.0,0.6666666666666666,1.0,0.0,1.6666666666666667,1.0,1.6666666666666667,,
3,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.0,1.0
4,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,1.0,1.6666666666666667,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,2.0
5,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.0,1.0,1.3333333333333333,1.0,1.0,2.0,2.0,1.0,2.3333333333333335,2.0,2.0,1.0,1.3333333333333333
6,1.3333333333333333,0.3333333333333333,0.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.0,0.3333333333333333,2.0,1.0,1.0,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333
7,1.3333333333333333,0.0,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0
8,1.3333333333333333,0.0,0.3333333333333333,1.0,2.6666666666666665,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,1.0
9,2.3333333333333335,0.3333333333333333,0.6666666666666666,0.6666666666666666,3.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,3.0,1.0,1.3333333333333333,1.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.6666666666666666,2.0,1.0,1.0
10,2.3333333333333335,0.6666666666666666,1.0,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,3.6666666666666665,0.3333333333333333,2.3333333333333335,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333
11,2.6666666666666665,1.0,2.6666666666666665,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,1.3333333333333333,1.0,4.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667
12,2.0,1.0,3.3333333333333335,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,3.0,0.3333333333333333,2.6666666666666665,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333
13,2.3333333333333335,1.0,3.0,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333
14,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,3.3333333333333335,1.0,1.3333333333333333,1.0,0.6666666666666666,2.0,0.3333333333333333,2.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667
