,Sp Lisbon scored,Sp Lisbon received,Maritimo scored,Maritimo received,Naval scored,Naval received,Benfica scored,Benfica received,Setubal scored,Setubal received,Boavista scored,Boavista received,Nacional scored,Nacional received,Est Amadora scored,Est Amadora received,Sp Braga scored,Sp Braga received,Pacos Ferreira scored,Pacos Ferreira received,Academica scored,Academica received,Belenenses scored,Belenenses received,Leiria scored,Leiria received,Porto scored,Porto received,Leixoes scored,Leixoes received,Guimaraes scored,Guimaraes received
0,3.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,1.0,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,1.3333333333333333,1.0,2.0,2.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,,,,
1,2.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,0.0,1.0,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,,,,
2,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.0,1.0,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.0,0.3333333333333333,1.6666666666666667,0.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,2.6666666666666665,0.3333333333333333,,,,
3,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,2.0,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,0.0,1.0,1.0,1.0,0.6666666666666666
4,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.3333333333333335,2.0,0.0,1.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,0.0,1.0,1.0,2.3333333333333335,1.0
5,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,3.0,1.0,0.0,2.3333333333333335,1.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,0.6666666666666666,0.6666666666666666,2.0,0.3333333333333333
6,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333
7,1.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.0,2.0,0.0,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333
8,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666667,2.0,1.0,2.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,1.0,1.3333333333333333,1.6666666666666667,1.0,1.0,2.3333333333333335,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,1.0,1.3333333333333333
9,1.3333333333333333,1.3333333333333333,1.0,1.0,1.0,1.6666666666666667,3.3333333333333335,1.0,3.0,1.6666666666666667,1.3333333333333333,3.0,1.0,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,2.0,1.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333
10,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,3.6666666666666665,1.0,2.0,2.0,2.3333333333333335,3.6666666666666665,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,3.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,1.0,1.0
11,0.6666666666666666,1.6666666666666667,1.0,1.0,1.3333333333333333,0.3333333333333333,3.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333
12,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,0.0,1.0,1.3333333333333333,1.3333333333333333,2.0
13,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.0,0.3333333333333333,1.0,1.3333333333333333,1.0,1.0
14,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.0,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,1.0,2.0,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0
15,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.0,1.0,1.3333333333333333
16,1.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2.3333333333333335
17,1.0,0.6666666666666666,1.0,1.3333333333333333,2.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,2.3333333333333335,2.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.6666666666666666,2.0,2.0,2.0,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.6666666666666665,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333
18,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,2.3333333333333335,0.3333333333333333,0.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667
19,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,2.0,0.6666666666666666,0.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,3.3333333333333335,3.3333333333333335,0.0,1.0,1.6666666666666667,1.0,0.6666666666666666
20,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,2.6666666666666665,2.0,0.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333
21,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,2.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.0,1.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.0,1.0,1.6666666666666667,1.0,0.0
22,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,2.0,1.0,1.0,1.3333333333333333,0.0,1.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,2.0,1.0,0.0
23,2.6666666666666665,1.3333333333333333,0.3333333333333333,1.0,1.0,2.6666666666666665,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.0,2.0,2.0,1.0,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,0.0,1.0,2.0,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.0
