,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Sp Lisbon,Maritimo,Leixoes,Naval,Benfica,Guimaraes,Setubal,Boavista,Nacional,Est Amadora,Sp Braga,Pacos Ferreira,Academica,Belenenses,Leiria,Porto
1,Maritimo,Est Amadora,Sp Lisbon,Sp Braga,Leixoes,Setubal,Nacional,Benfica,Guimaraes,Naval,Pacos Ferreira,Boavista,Academica,Porto,Leiria,Belenenses
2,Maritimo,Sp Lisbon,Sp Braga,Benfica,Est Amadora,Porto,Leixoes,Guimaraes,Setubal,Pacos Ferreira,Naval,Boavista,Nacional,Academica,Leiria,Belenenses
3,Maritimo,Sp Lisbon,Benfica,Porto,Setubal,Guimaraes,Sp Braga,Leixoes,Est Amadora,Academica,Boavista,Pacos Ferreira,Nacional,Naval,Belenenses,Leiria
4,Maritimo,Sp Lisbon,Porto,Benfica,Guimaraes,Setubal,Sp Braga,Leixoes,Est Amadora,Academica,Boavista,Nacional,Pacos Ferreira,Naval,Belenenses,Leiria
5,Maritimo,Porto,Guimaraes,Sp Lisbon,Benfica,Setubal,Sp Braga,Leixoes,Est Amadora,Nacional,Academica,Belenenses,Boavista,Pacos Ferreira,Naval,Leiria
6,Porto,Sp Lisbon,Maritimo,Benfica,Guimaraes,Setubal,Sp Braga,Belenenses,Leixoes,Est Amadora,Nacional,Academica,Pacos Ferreira,Naval,Boavista,Leiria
7,Porto,Benfica,Sp Lisbon,Guimaraes,Setubal,Maritimo,Sp Braga,Belenenses,Est Amadora,Nacional,Academica,Leixoes,Naval,Boavista,Pacos Ferreira,Leiria
8,Porto,Benfica,Sp Lisbon,Guimaraes,Setubal,Maritimo,Sp Braga,Nacional,Leixoes,Belenenses,Est Amadora,Academica,Boavista,Naval,Pacos Ferreira,Leiria
9,Benfica,Porto,Guimaraes,Setubal,Sp Lisbon,Maritimo,Sp Braga,Leixoes,Belenenses,Nacional,Est Amadora,Naval,Academica,Pacos Ferreira,Boavista,Leiria
10,Benfica,Porto,Sp Lisbon,Guimaraes,Setubal,Maritimo,Sp Braga,Naval,Leixoes,Belenenses,Est Amadora,Nacional,Pacos Ferreira,Boavista,Academica,Leiria
11,Porto,Benfica,Guimaraes,Sp Lisbon,Setubal,Sp Braga,Maritimo,Naval,Est Amadora,Nacional,Belenenses,Leixoes,Pacos Ferreira,Boavista,Academica,Leiria
12,Porto,Benfica,Sp Lisbon,Setubal,Guimaraes,Sp Braga,Maritimo,Belenenses,Naval,Leixoes,Est Amadora,Nacional,Boavista,Academica,Pacos Ferreira,Leiria
13,Porto,Benfica,Sp Lisbon,Guimaraes,Setubal,Sp Braga,Maritimo,Nacional,Belenenses,Leixoes,Naval,Academica,Est Amadora,Boavista,Pacos Ferreira,Leiria
14,Porto,Benfica,Sp Lisbon,Guimaraes,Setubal,Maritimo,Sp Braga,Nacional,Est Amadora,Belenenses,Boavista,Leixoes,Academica,Naval,Pacos Ferreira,Leiria
15,Porto,Benfica,Guimaraes,Sp Lisbon,Setubal,Maritimo,Sp Braga,Nacional,Boavista,Naval,Est Amadora,Leixoes,Belenenses,Academica,Pacos Ferreira,Leiria
16,Porto,Benfica,Sp Lisbon,Guimaraes,Maritimo,Setubal,Sp Braga,Nacional,Leixoes,Boavista,Naval,Est Amadora,Belenenses,Academica,Pacos Ferreira,Leiria
17,Porto,Benfica,Guimaraes,Sp Lisbon,Maritimo,Setubal,Sp Braga,Nacional,Boavista,Naval,Belenenses,Leixoes,Academica,Est Amadora,Pacos Ferreira,Leiria
18,Porto,Benfica,Sp Lisbon,Guimaraes,Setubal,Maritimo,Nacional,Sp Braga,Belenenses,Boavista,Naval,Leixoes,Academica,Est Amadora,Pacos Ferreira,Leiria
19,Porto,Benfica,Guimaraes,Sp Lisbon,Setubal,Maritimo,Nacional,Sp Braga,Boavista,Belenenses,Naval,Est Amadora,Academica,Leixoes,Pacos Ferreira,Leiria
20,Porto,Benfica,Guimaraes,Sp Lisbon,Setubal,Maritimo,Nacional,Sp Braga,Belenenses,Boavista,Naval,Est Amadora,Academica,Leixoes,Pacos Ferreira,Leiria
21,Porto,Benfica,Guimaraes,Setubal,Sp Lisbon,Maritimo,Sp Braga,Nacional,Boavista,Belenenses,Naval,Est Amadora,Academica,Leixoes,Pacos Ferreira,Leiria
22,Porto,Benfica,Guimaraes,Sp Lisbon,Setubal,Sp Braga,Maritimo,Boavista,Nacional,Belenenses,Naval,Est Amadora,Academica,Leixoes,Pacos Ferreira,Leiria
23,Porto,Benfica,Guimaraes,Sp Lisbon,Setubal,Sp Braga,Nacional,Maritimo,Boavista,Est Amadora,Belenenses,Naval,Academica,Leixoes,Pacos Ferreira,Leiria
24,Porto,Benfica,Guimaraes,Sp Lisbon,Setubal,Maritimo,Sp Braga,Nacional,Boavista,Belenenses,Naval,Est Amadora,Academica,Leixoes,Pacos Ferreira,Leiria
25,Porto,Guimaraes,Sp Lisbon,Benfica,Setubal,Maritimo,Sp Braga,Belenenses,Nacional,Boavista,Naval,Est Amadora,Academica,Pacos Ferreira,Leixoes,Leiria
26,Porto,Guimaraes,Sp Lisbon,Benfica,Setubal,Maritimo,Belenenses,Boavista,Sp Braga,Nacional,Naval,Est Amadora,Academica,Pacos Ferreira,Leixoes,Leiria
27,Porto,Sp Lisbon,Guimaraes,Benfica,Setubal,Maritimo,Sp Braga,Belenenses,Boavista,Naval,Nacional,Academica,Est Amadora,Leixoes,Pacos Ferreira,Leiria
28,Porto,Sp Lisbon,Guimaraes,Benfica,Setubal,Maritimo,Sp Braga,Belenenses,Boavista,Nacional,Naval,Academica,Est Amadora,Leixoes,Pacos Ferreira,Leiria
29,Porto,Sp Lisbon,Guimaraes,Benfica,Maritimo,Setubal,Sp Braga,Belenenses,Boavista,Nacional,Naval,Academica,Est Amadora,Leixoes,Pacos Ferreira,Leiria
