,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Bayern Munich,Bielefeld,Duisburg,Karlsruhe,Ein Frankfurt,Hamburg,Schalke 04,Stuttgart,Bochum,Werder Bremen,Leverkusen,Cottbus,Hannover,Hertha,Dortmund,Wolfsburg,Nurnberg,Hansa Rostock
1,Bayern Munich,Hamburg,Schalke 04,Bielefeld,Bochum,Ein Frankfurt,Hertha,Karlsruhe,Duisburg,Wolfsburg,Hannover,Nurnberg,Cottbus,Leverkusen,Stuttgart,Werder Bremen,Hansa Rostock,Dortmund
2,Bayern Munich,Bielefeld,Bochum,Ein Frankfurt,Hamburg,Schalke 04,Leverkusen,Wolfsburg,Stuttgart,Werder Bremen,Duisburg,Hertha,Dortmund,Karlsruhe,Nurnberg,Hannover,Cottbus,Hansa Rostock
3,Bayern Munich,Bochum,Bielefeld,Ein Frankfurt,Hamburg,Werder Bremen,Schalke 04,Duisburg,Hertha,Dortmund,Karlsruhe,Hannover,Leverkusen,Wolfsburg,Stuttgart,Nurnberg,Cottbus,Hansa Rostock
4,Bayern Munich,Bielefeld,Ein Frankfurt,Dortmund,Hertha,Karlsruhe,Leverkusen,Schalke 04,Stuttgart,Hamburg,Bochum,Hannover,Werder Bremen,Duisburg,Nurnberg,Wolfsburg,Cottbus,Hansa Rostock
5,Bayern Munich,Hertha,Leverkusen,Ein Frankfurt,Schalke 04,Hamburg,Bielefeld,Werder Bremen,Dortmund,Karlsruhe,Bochum,Wolfsburg,Stuttgart,Hannover,Duisburg,Nurnberg,Hansa Rostock,Cottbus
6,Bayern Munich,Leverkusen,Schalke 04,Hamburg,Hertha,Karlsruhe,Ein Frankfurt,Werder Bremen,Stuttgart,Bielefeld,Hannover,Dortmund,Wolfsburg,Bochum,Duisburg,Hansa Rostock,Nurnberg,Cottbus
7,Bayern Munich,Schalke 04,Karlsruhe,Leverkusen,Werder Bremen,Hamburg,Hannover,Ein Frankfurt,Hertha,Stuttgart,Bielefeld,Wolfsburg,Bochum,Hansa Rostock,Dortmund,Nurnberg,Duisburg,Cottbus
8,Bayern Munich,Karlsruhe,Werder Bremen,Hamburg,Schalke 04,Hannover,Ein Frankfurt,Leverkusen,Hertha,Wolfsburg,Dortmund,Stuttgart,Bielefeld,Bochum,Hansa Rostock,Duisburg,Nurnberg,Cottbus
9,Bayern Munich,Werder Bremen,Hamburg,Karlsruhe,Schalke 04,Hannover,Leverkusen,Ein Frankfurt,Wolfsburg,Hertha,Dortmund,Bielefeld,Hansa Rostock,Stuttgart,Nurnberg,Bochum,Duisburg,Cottbus
10,Bayern Munich,Hamburg,Werder Bremen,Karlsruhe,Schalke 04,Hannover,Wolfsburg,Hertha,Ein Frankfurt,Leverkusen,Dortmund,Stuttgart,Bielefeld,Hansa Rostock,Nurnberg,Bochum,Duisburg,Cottbus
11,Bayern Munich,Hamburg,Werder Bremen,Karlsruhe,Hannover,Leverkusen,Schalke 04,Ein Frankfurt,Wolfsburg,Hertha,Stuttgart,Dortmund,Bochum,Bielefeld,Hansa Rostock,Nurnberg,Duisburg,Cottbus
