,Sp Lisbon scored,Sp Lisbon received,Rio Ave scored,Rio Ave received,Porto scored,Porto received,Estoril scored,Estoril received,Gil Vicente scored,Gil Vicente received,Guimaraes scored,Guimaraes received,Maritimo scored,Maritimo received,Sp Braga scored,Sp Braga received,Benfica scored,Benfica received,Nacional scored,Nacional received,Setubal scored,Setubal received,Academica scored,Academica received,Pacos Ferreira scored,Pacos Ferreira received,Olhanense scored,Olhanense received,Belenenses scored,Belenenses received,Arouca scored,Arouca received
0,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.0,1.0,1.0,2.6666666666666665,1.0,1.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,,,,
1,3.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.3333333333333333,2.3333333333333335,1.0,1.0,2.3333333333333335,0.3333333333333333,1.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,2.0,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,,,,
2,3.0,0.6666666666666666,1.0,0.3333333333333333,2.0,0.0,2.0,1.0,1.0,1.6666666666666667,0.6666666666666666,2.0,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,2.0,1.0,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,,,,
3,2.3333333333333335,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,0.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,2.0,1.0,1.3333333333333333,1.3333333333333333,2.0,2.3333333333333335,1.0,2.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666
4,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335,2.0,1.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333
5,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0,2.0,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.0,1.0,0.3333333333333333,0.3333333333333333
6,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,2.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.0,1.0,2.3333333333333335,0.0,0.6666666666666666,2.0,2.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333
7,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,2.0,0.3333333333333333,0.3333333333333333,2.0,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333
8,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,2.3333333333333335,0.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333
9,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,1.0,1.6666666666666667,1.0,1.3333333333333333,1.0,1.0,1.0,2.0,2.6666666666666665,0.0,1.0,2.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666
