,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
16,Benfica,Sp Lisbon,Porto,Nacional,Estoril,Guimaraes,Sp Braga,Academica,Rio Ave,Maritimo,Gil Vicente,Setubal,Arouca,Belenenses,Pacos Ferreira,Olhanense
17,Benfica,Porto,Sp Lisbon,Nacional,Estoril,Guimaraes,Sp Braga,Rio Ave,Setubal,Academica,Maritimo,Gil Vicente,Arouca,Belenenses,Pacos Ferreira,Olhanense
18,Benfica,Porto,Sp Lisbon,Estoril,Nacional,Guimaraes,Sp Braga,Maritimo,Academica,Rio Ave,Setubal,Gil Vicente,Arouca,Belenenses,Pacos Ferreira,Olhanense
19,Benfica,Sp Lisbon,Porto,Estoril,Nacional,Guimaraes,Maritimo,Sp Braga,Setubal,Academica,Rio Ave,Arouca,Gil Vicente,Belenenses,Olhanense,Pacos Ferreira
20,Benfica,Sp Lisbon,Porto,Estoril,Nacional,Guimaraes,Maritimo,Academica,Sp Braga,Setubal,Rio Ave,Gil Vicente,Arouca,Belenenses,Pacos Ferreira,Olhanense
21,Benfica,Sp Lisbon,Porto,Estoril,Nacional,Guimaraes,Maritimo,Sp Braga,Academica,Setubal,Gil Vicente,Rio Ave,Arouca,Belenenses,Olhanense,Pacos Ferreira
22,Benfica,Sp Lisbon,Porto,Estoril,Nacional,Sp Braga,Guimaraes,Maritimo,Setubal,Academica,Rio Ave,Gil Vicente,Arouca,Pacos Ferreira,Belenenses,Olhanense
23,Benfica,Sp Lisbon,Porto,Estoril,Nacional,Sp Braga,Guimaraes,Setubal,Maritimo,Academica,Rio Ave,Gil Vicente,Arouca,Pacos Ferreira,Olhanense,Belenenses
24,Benfica,Sp Lisbon,Porto,Estoril,Nacional,Academica,Sp Braga,Guimaraes,Rio Ave,Maritimo,Setubal,Gil Vicente,Arouca,Pacos Ferreira,Belenenses,Olhanense
25,Benfica,Sp Lisbon,Porto,Estoril,Nacional,Sp Braga,Maritimo,Setubal,Academica,Guimaraes,Rio Ave,Gil Vicente,Arouca,Pacos Ferreira,Belenenses,Olhanense
26,Benfica,Sp Lisbon,Porto,Estoril,Nacional,Sp Braga,Setubal,Maritimo,Academica,Guimaraes,Rio Ave,Gil Vicente,Arouca,Belenenses,Pacos Ferreira,Olhanense
27,Benfica,Sp Lisbon,Porto,Estoril,Nacional,Maritimo,Sp Braga,Setubal,Academica,Guimaraes,Rio Ave,Arouca,Gil Vicente,Belenenses,Pacos Ferreira,Olhanense
28,Benfica,Sp Lisbon,Porto,Estoril,Nacional,Maritimo,Sp Braga,Setubal,Academica,Guimaraes,Rio Ave,Arouca,Gil Vicente,Belenenses,Pacos Ferreira,Olhanense
29,Benfica,Sp Lisbon,Porto,Estoril,Nacional,Maritimo,Setubal,Academica,Sp Braga,Guimaraes,Rio Ave,Arouca,Gil Vicente,Belenenses,Pacos Ferreira,Olhanense
