,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Willem II,Ajax,Twente,Feyenoord,Heracles,NAC Breda,Utrecht,PSV Eindhoven,VVV Venlo,Roda,Heerenveen,AZ Alkmaar,Den Haag,Waalwijk,Vitesse,Groningen,Nijmegen,Sparta Rotterdam
1,Ajax,Utrecht,Twente,Feyenoord,Heracles,NAC Breda,AZ Alkmaar,Nijmegen,Willem II,VVV Venlo,PSV Eindhoven,Roda,Den Haag,Groningen,Vitesse,Heerenveen,Waalwijk,Sparta Rotterdam
2,Twente,Feyenoord,Utrecht,NAC Breda,AZ Alkmaar,Ajax,PSV Eindhoven,Roda,Heracles,Heerenveen,VVV Venlo,Nijmegen,Willem II,Sparta Rotterdam,Den Haag,Groningen,Vitesse,Waalwijk
3,Feyenoord,Twente,AZ Alkmaar,PSV Eindhoven,Utrecht,Ajax,Heracles,NAC Breda,Roda,VVV Venlo,Den Haag,Nijmegen,Sparta Rotterdam,Heerenveen,Willem II,Groningen,Vitesse,Waalwijk
4,AZ Alkmaar,Feyenoord,PSV Eindhoven,Twente,Utrecht,Ajax,NAC Breda,Den Haag,Heracles,VVV Venlo,Nijmegen,Roda,Vitesse,Sparta Rotterdam,Heerenveen,Willem II,Groningen,Waalwijk
5,PSV Eindhoven,Feyenoord,Twente,Ajax,AZ Alkmaar,Utrecht,Den Haag,NAC Breda,VVV Venlo,Heracles,Sparta Rotterdam,Nijmegen,Vitesse,Groningen,Roda,Heerenveen,Willem II,Waalwijk
6,PSV Eindhoven,Twente,Ajax,Feyenoord,Utrecht,AZ Alkmaar,Den Haag,NAC Breda,Nijmegen,Vitesse,VVV Venlo,Heracles,Sparta Rotterdam,Roda,Willem II,Groningen,Heerenveen,Waalwijk
7,PSV Eindhoven,Twente,Ajax,Feyenoord,Utrecht,AZ Alkmaar,Heracles,Den Haag,NAC Breda,Nijmegen,Vitesse,VVV Venlo,Groningen,Sparta Rotterdam,Roda,Heerenveen,Willem II,Waalwijk
8,Twente,PSV Eindhoven,Ajax,Feyenoord,Utrecht,AZ Alkmaar,Vitesse,Den Haag,Heracles,Nijmegen,NAC Breda,VVV Venlo,Groningen,Roda,Heerenveen,Sparta Rotterdam,Willem II,Waalwijk
9,Twente,PSV Eindhoven,Ajax,Feyenoord,Utrecht,AZ Alkmaar,Heracles,NAC Breda,Den Haag,Nijmegen,Vitesse,Sparta Rotterdam,VVV Venlo,Groningen,Roda,Heerenveen,Willem II,Waalwijk
