,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Lyon,Auxerre,Bordeaux,Grenoble,Monaco,Lorient,Le Havre,Valenciennes,Marseille,Rennes,Nancy,Lille,Nantes,Sochaux,Caen,St Etienne,Le Mans,Nice,Paris SG,Toulouse
1,Grenoble,Marseille,Lyon,Monaco,Lorient,Caen,Le Mans,St Etienne,Bordeaux,Le Havre,Nice,Paris SG,Valenciennes,Toulouse,Auxerre,Rennes,Nantes,Nancy,Lille,Sochaux
2,Marseille,Lyon,Bordeaux,Le Mans,Valenciennes,Nice,Grenoble,Monaco,Caen,Rennes,Paris SG,Lorient,Toulouse,St Etienne,Le Havre,Auxerre,Nancy,Sochaux,Nantes,Lille
3,Marseille,Lyon,Le Mans,Nice,Grenoble,Paris SG,Bordeaux,Valenciennes,Auxerre,Rennes,Monaco,Nancy,Toulouse,Caen,Lille,Lorient,Le Havre,St Etienne,Sochaux,Nantes
4,Lyon,Marseille,Paris SG,Grenoble,Le Mans,Nice,Monaco,Toulouse,Caen,Bordeaux,Valenciennes,Auxerre,Rennes,Nancy,Lille,Le Havre,Lorient,St Etienne,Sochaux,Nantes
5,Lyon,Marseille,Toulouse,Le Mans,Nice,Bordeaux,Paris SG,Grenoble,Monaco,Caen,Lille,Rennes,Nancy,Auxerre,Valenciennes,St Etienne,Lorient,Le Havre,Nantes,Sochaux
6,Lyon,Toulouse,Marseille,Grenoble,Caen,Le Mans,Bordeaux,Lille,Nice,Rennes,Auxerre,Paris SG,Monaco,Nancy,St Etienne,Valenciennes,Lorient,Le Havre,Nantes,Sochaux
7,Lyon,Toulouse,Marseille,Le Mans,Bordeaux,Lille,Rennes,Grenoble,Caen,Nice,Paris SG,Auxerre,St Etienne,Monaco,Nancy,Valenciennes,Nantes,Lorient,Sochaux,Le Havre
8,Lyon,Marseille,Le Mans,Bordeaux,Toulouse,Lille,Rennes,Nice,Paris SG,Grenoble,Caen,Auxerre,St Etienne,Nantes,Monaco,Nancy,Valenciennes,Lorient,Sochaux,Le Havre
9,Lyon,Marseille,Le Mans,Bordeaux,Toulouse,Paris SG,Grenoble,Lille,Rennes,Nice,Caen,Auxerre,Monaco,St Etienne,Nantes,Nancy,Lorient,Le Havre,Valenciennes,Sochaux
10,Lyon,Bordeaux,Toulouse,Marseille,Le Mans,Grenoble,Lille,Paris SG,Rennes,Nice,Auxerre,Caen,Monaco,Lorient,Nantes,St Etienne,Nancy,Valenciennes,Le Havre,Sochaux
11,Lyon,Marseille,Bordeaux,Toulouse,Lille,Rennes,Nice,Grenoble,Le Mans,Caen,Paris SG,Auxerre,Monaco,Lorient,Nancy,Nantes,St Etienne,Valenciennes,Le Havre,Sochaux
12,Lyon,Marseille,Bordeaux,Rennes,Nice,Toulouse,Lille,Paris SG,Grenoble,Le Mans,Caen,Auxerre,Monaco,Nancy,Lorient,Nantes,Le Havre,St Etienne,Sochaux,Valenciennes
13,Lyon,Marseille,Rennes,Nice,Toulouse,Bordeaux,Lille,Paris SG,Le Mans,Auxerre,Grenoble,Caen,Lorient,Monaco,Nancy,Nantes,Le Havre,St Etienne,Sochaux,Valenciennes
14,Lyon,Nice,Marseille,Rennes,Paris SG,Bordeaux,Toulouse,Lille,Caen,Le Mans,Grenoble,Monaco,Lorient,Auxerre,Nancy,Le Havre,Nantes,Sochaux,Valenciennes,St Etienne
15,Lyon,Rennes,Nice,Marseille,Bordeaux,Paris SG,Toulouse,Lille,Le Mans,Monaco,Caen,Grenoble,Lorient,Auxerre,Nancy,Nantes,St Etienne,Le Havre,Sochaux,Valenciennes
16,Lyon,Marseille,Rennes,Bordeaux,Paris SG,Nice,Toulouse,Lille,Le Mans,Monaco,Lorient,Caen,Grenoble,Auxerre,Nancy,Nantes,St Etienne,Sochaux,Le Havre,Valenciennes
17,Lyon,Marseille,Bordeaux,Paris SG,Rennes,Toulouse,Lille,Nice,Lorient,Le Mans,Caen,Monaco,Nancy,Grenoble,Auxerre,Nantes,St Etienne,Valenciennes,Sochaux,Le Havre
18,Lyon,Bordeaux,Rennes,Paris SG,Marseille,Lille,Toulouse,Nice,Lorient,Nancy,Grenoble,Le Mans,Caen,Monaco,Auxerre,Nantes,St Etienne,Valenciennes,Sochaux,Le Havre
19,Lyon,Bordeaux,Rennes,Marseille,Toulouse,Lille,Nice,Paris SG,Lorient,Nancy,Le Mans,Grenoble,Caen,Monaco,Nantes,Auxerre,St Etienne,Valenciennes,Sochaux,Le Havre
20,Lyon,Bordeaux,Marseille,Rennes,Toulouse,Lille,Nice,Paris SG,Lorient,Le Mans,Nancy,Grenoble,Caen,Monaco,Nantes,Auxerre,St Etienne,Valenciennes,Sochaux,Le Havre
21,Lyon,Bordeaux,Paris SG,Marseille,Rennes,Toulouse,Lille,Nice,Lorient,Nancy,Monaco,Le Mans,Nantes,Grenoble,Caen,Valenciennes,Auxerre,St Etienne,Sochaux,Le Havre
22,Lyon,Bordeaux,Paris SG,Marseille,Toulouse,Lille,Rennes,Nice,Lorient,Monaco,Nancy,Le Mans,Grenoble,Nantes,Caen,Auxerre,St Etienne,Valenciennes,Sochaux,Le Havre
23,Lyon,Paris SG,Marseille,Toulouse,Bordeaux,Lille,Rennes,Nice,Lorient,Nancy,Monaco,Auxerre,Grenoble,Nantes,Le Mans,Caen,Valenciennes,St Etienne,Sochaux,Le Havre
24,Lyon,Paris SG,Marseille,Toulouse,Bordeaux,Lille,Rennes,Nice,Lorient,Auxerre,Nancy,Monaco,Grenoble,Nantes,Le Mans,Caen,Valenciennes,St Etienne,Sochaux,Le Havre
25,Lyon,Paris SG,Marseille,Bordeaux,Toulouse,Rennes,Lille,Nice,Lorient,Auxerre,Le Mans,Monaco,Grenoble,Nancy,Nantes,Valenciennes,Caen,Sochaux,St Etienne,Le Havre
26,Lyon,Paris SG,Marseille,Toulouse,Bordeaux,Rennes,Lille,Nice,Grenoble,Lorient,Le Mans,Auxerre,Monaco,Nancy,Valenciennes,Nantes,St Etienne,Caen,Sochaux,Le Havre
27,Lyon,Marseille,Paris SG,Bordeaux,Toulouse,Lille,Rennes,Nice,Grenoble,Auxerre,Monaco,Lorient,Valenciennes,Le Mans,Nancy,Nantes,Sochaux,St Etienne,Caen,Le Havre
28,Lyon,Marseille,Bordeaux,Toulouse,Lille,Paris SG,Rennes,Nice,Auxerre,Monaco,Lorient,Grenoble,Valenciennes,Le Mans,Nancy,Nantes,Sochaux,St Etienne,Caen,Le Havre
29,Lyon,Marseille,Bordeaux,Lille,Paris SG,Toulouse,Rennes,Nice,Lorient,Auxerre,Valenciennes,Monaco,Grenoble,Sochaux,Le Mans,Nancy,Nantes,St Etienne,Caen,Le Havre
30,Marseille,Lyon,Bordeaux,Toulouse,Lille,Paris SG,Rennes,Nice,Lorient,Monaco,Auxerre,Valenciennes,Le Mans,Grenoble,Nancy,Sochaux,Caen,Nantes,St Etienne,Le Havre
31,Marseille,Bordeaux,Lyon,Paris SG,Toulouse,Lille,Rennes,Nice,Monaco,Auxerre,Lorient,Le Mans,Grenoble,Valenciennes,Nancy,Nantes,Sochaux,St Etienne,Caen,Le Havre
32,Marseille,Bordeaux,Lyon,Paris SG,Toulouse,Lille,Rennes,Nice,Monaco,Auxerre,Grenoble,Lorient,Nancy,Le Mans,Valenciennes,Sochaux,Nantes,St Etienne,Caen,Le Havre
33,Marseille,Bordeaux,Lyon,Paris SG,Toulouse,Lille,Rennes,Nice,Auxerre,Monaco,Lorient,Grenoble,Valenciennes,Nancy,Le Mans,Caen,Sochaux,Nantes,St Etienne,Le Havre
34,Marseille,Bordeaux,Lyon,Paris SG,Toulouse,Lille,Rennes,Auxerre,Nice,Lorient,Monaco,Grenoble,Nancy,Valenciennes,Le Mans,Sochaux,St Etienne,Caen,Nantes,Le Havre
35,Bordeaux,Marseille,Lyon,Paris SG,Toulouse,Lille,Rennes,Auxerre,Nice,Lorient,Monaco,Grenoble,Nancy,Valenciennes,Le Mans,Caen,St Etienne,Sochaux,Nantes,Le Havre
36,Bordeaux,Marseille,Lyon,Toulouse,Paris SG,Rennes,Lille,Auxerre,Nice,Lorient,Valenciennes,Monaco,Grenoble,Nancy,Sochaux,Le Mans,Caen,St Etienne,Nantes,Le Havre
37,Bordeaux,Marseille,Lyon,Toulouse,Lille,Paris SG,Rennes,Auxerre,Nice,Lorient,Monaco,Valenciennes,Grenoble,Sochaux,Nancy,Le Mans,St Etienne,Caen,Nantes,Le Havre
