,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Angers,Monaco,Bastia,Reims,Toulouse,Nantes,Paris SG,Caen,Troyes,Lorient,Ajaccio GFCO,Lyon,St Etienne,Bordeaux,Nice,Rennes,Guingamp,Lille,Marseille,Montpellier
1,Paris SG,Reims,Caen,Angers,Bastia,Monaco,Nantes,Lyon,Rennes,Toulouse,Troyes,Lorient,Nice,St Etienne,Bordeaux,Lille,Ajaccio GFCO,Guingamp,Marseille,Montpellier
2,Paris SG,Bastia,Angers,Nantes,Rennes,Caen,Reims,Monaco,Nice,St Etienne,Toulouse,Lyon,Marseille,Bordeaux,Lorient,Lille,Troyes,Ajaccio GFCO,Montpellier,Guingamp
3,Paris SG,Reims,Rennes,Angers,Lyon,Bastia,St Etienne,Nantes,Caen,Bordeaux,Nice,Lille,Monaco,Toulouse,Marseille,Guingamp,Troyes,Lorient,Montpellier,Ajaccio GFCO
4,Paris SG,Rennes,Reims,St Etienne,Caen,Lyon,Angers,Monaco,Bastia,Nantes,Marseille,Bordeaux,Lille,Guingamp,Nice,Toulouse,Lorient,Troyes,Montpellier,Ajaccio GFCO
5,Paris SG,Rennes,St Etienne,Caen,Reims,Angers,Lyon,Guingamp,Nice,Lorient,Monaco,Marseille,Bordeaux,Lille,Bastia,Nantes,Toulouse,Troyes,Montpellier,Ajaccio GFCO
6,Paris SG,St Etienne,Rennes,Lyon,Reims,Angers,Caen,Nice,Lorient,Monaco,Nantes,Guingamp,Marseille,Lille,Toulouse,Bastia,Bordeaux,Troyes,Ajaccio GFCO,Montpellier
7,Paris SG,St Etienne,Rennes,Reims,Angers,Caen,Nice,Lyon,Monaco,Lorient,Bastia,Bordeaux,Guingamp,Nantes,Marseille,Lille,Toulouse,Montpellier,Troyes,Ajaccio GFCO
8,Paris SG,Angers,Caen,Rennes,St Etienne,Lyon,Reims,Nice,Lorient,Monaco,Guingamp,Nantes,Lille,Bastia,Bordeaux,Marseille,Toulouse,Montpellier,Troyes,Ajaccio GFCO
9,Paris SG,Angers,Caen,St Etienne,Nice,Lyon,Rennes,Nantes,Reims,Lorient,Monaco,Guingamp,Lille,Bordeaux,Bastia,Marseille,Toulouse,Montpellier,Troyes,Ajaccio GFCO
10,Paris SG,Angers,Caen,Lyon,St Etienne,Nantes,Nice,Rennes,Monaco,Lorient,Reims,Guingamp,Bordeaux,Marseille,Lille,Bastia,Montpellier,Toulouse,Ajaccio GFCO,Troyes
11,Paris SG,Lyon,Angers,St Etienne,Caen,Monaco,Nantes,Nice,Lorient,Rennes,Guingamp,Marseille,Reims,Bordeaux,Bastia,Lille,Montpellier,Ajaccio GFCO,Toulouse,Troyes
12,Paris SG,Lyon,Caen,Angers,St Etienne,Nice,Lorient,Rennes,Monaco,Nantes,Bordeaux,Guingamp,Marseille,Reims,Bastia,Lille,Montpellier,Ajaccio GFCO,Toulouse,Troyes
13,Paris SG,Lyon,Caen,Nice,Angers,Monaco,St Etienne,Rennes,Lorient,Guingamp,Nantes,Marseille,Bordeaux,Montpellier,Reims,Ajaccio GFCO,Lille,Bastia,Toulouse,Troyes
14,Paris SG,Caen,Angers,Lyon,St Etienne,Nice,Monaco,Rennes,Lorient,Nantes,Marseille,Guingamp,Montpellier,Bordeaux,Reims,Ajaccio GFCO,Bastia,Lille,Toulouse,Troyes
15,Paris SG,Caen,Angers,Lyon,Nice,Monaco,St Etienne,Marseille,Lorient,Rennes,Nantes,Reims,Ajaccio GFCO,Guingamp,Montpellier,Bastia,Bordeaux,Lille,Toulouse,Troyes
16,Paris SG,Angers,Caen,Monaco,Lyon,St Etienne,Nice,Lorient,Marseille,Rennes,Nantes,Bordeaux,Lille,Reims,Ajaccio GFCO,Montpellier,Guingamp,Bastia,Toulouse,Troyes
17,Paris SG,Angers,Monaco,Caen,Nice,Lyon,St Etienne,Lorient,Marseille,Rennes,Lille,Nantes,Montpellier,Bordeaux,Reims,Ajaccio GFCO,Bastia,Guingamp,Toulouse,Troyes
18,Paris SG,Monaco,Angers,Caen,Nice,St Etienne,Rennes,Lorient,Lyon,Marseille,Lille,Ajaccio GFCO,Nantes,Bordeaux,Montpellier,Bastia,Reims,Guingamp,Toulouse,Troyes
19,Paris SG,Angers,Monaco,Nice,Caen,Lyon,St Etienne,Rennes,Lorient,Nantes,Marseille,Bordeaux,Lille,Ajaccio GFCO,Montpellier,Bastia,Reims,Toulouse,Guingamp,Troyes
20,Paris SG,Monaco,Angers,Nice,St Etienne,Rennes,Caen,Marseille,Lyon,Bordeaux,Nantes,Lorient,Ajaccio GFCO,Lille,Bastia,Montpellier,Reims,Guingamp,Toulouse,Troyes
21,Paris SG,Monaco,Nice,Rennes,Angers,St Etienne,Caen,Marseille,Lyon,Bordeaux,Nantes,Lorient,Ajaccio GFCO,Lille,Bastia,Guingamp,Reims,Montpellier,Toulouse,Troyes
22,Paris SG,Monaco,Angers,Nice,Caen,Rennes,Bordeaux,St Etienne,Nantes,Marseille,Lyon,Lorient,Bastia,Guingamp,Lille,Ajaccio GFCO,Montpellier,Reims,Toulouse,Troyes
23,Paris SG,Monaco,Nice,Angers,St Etienne,Caen,Nantes,Marseille,Rennes,Lyon,Bordeaux,Lorient,Guingamp,Lille,Bastia,Reims,Ajaccio GFCO,Montpellier,Toulouse,Troyes
24,Paris SG,Monaco,Nice,St Etienne,Angers,Lyon,Nantes,Caen,Rennes,Marseille,Bordeaux,Lorient,Guingamp,Bastia,Lille,Reims,Ajaccio GFCO,Montpellier,Toulouse,Troyes
