,Monaco scored,Monaco received,Bastia scored,Bastia received,Reims scored,Reims received,Toulouse scored,Toulouse received,Nantes scored,Nantes received,Paris SG scored,Paris SG received,Caen scored,Caen received,Lorient scored,Lorient received,Lyon scored,Lyon received,St Etienne scored,St Etienne received,Bordeaux scored,Bordeaux received,Nice scored,Nice received,Rennes scored,Rennes received,Guingamp scored,Guingamp received,Lille scored,Lille received,Marseille scored,Marseille received,Montpellier scored,Montpellier received,Angers scored,Angers received,Troyes scored,Troyes received,Ajaccio GFCO scored,Ajaccio GFCO received
0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,2.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,3.6666666666666665,1.0,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,3.0,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,2.6666666666666665,0.0,1.0,1.0,3.0,2.0,2.6666666666666665,3.0,0.3333333333333333,1.0,1.3333333333333333,,,,,,
1,1.0,0.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,1.0,2.0,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.0,2.6666666666666665,2.0,0.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.6666666666666667,,,,,,
2,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,2.6666666666666665,2.0,1.0,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,3.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,,,,,,
3,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,2.0,0.0,0.6666666666666666,2.0,0.6666666666666666,2.0,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,2.0,1.6666666666666667,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.0,2.0,1.0,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,3.0,0.0,1.6666666666666667
4,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,2.0,1.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.0,2.3333333333333335,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0,3.3333333333333335,1.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,3.0,0.0,1.3333333333333333
5,1.0,2.0,1.0,3.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.0,0.0,2.0,2.0,1.0,1.6666666666666667,2.0,2.3333333333333335,2.3333333333333335,1.6666666666666667,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.0,2.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333
6,2.0,1.6666666666666667,0.6666666666666666,3.0,1.0,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,1.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.0,1.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,3.0,3.0,1.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,1.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333
7,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.0,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.6666666666666665,4.333333333333333,1.0,1.0,1.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.6666666666666667
8,2.3333333333333335,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,2.0,1.3333333333333333,1.6666666666666667,3.0,0.6666666666666666,1.0,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,2.0,3.3333333333333335,3.6666666666666665,1.3333333333333333,1.0,1.0,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666667
9,1.6666666666666667,1.6666666666666667,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,2.3333333333333335,2.0,1.6666666666666667,2.6666666666666665,0.6666666666666666,1.3333333333333333,0.0,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,3.0,1.3333333333333333,1.0,2.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.0
