,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Ajax,AZ Alkmaar,Feyenoord,Roda,Twente,Heracles,Nijmegen,Waalwijk,Heerenveen,Den Haag,Utrecht,Vitesse,VVV Venlo,Groningen,NAC Breda,PSV Eindhoven,Excelsior,Graafschap
1,Ajax,Feyenoord,Twente,Vitesse,Nijmegen,Heracles,Groningen,AZ Alkmaar,PSV Eindhoven,Roda,Utrecht,Waalwijk,Den Haag,Graafschap,Heerenveen,VVV Venlo,NAC Breda,Excelsior
2,Twente,Ajax,Feyenoord,Vitesse,AZ Alkmaar,PSV Eindhoven,Heracles,Groningen,Waalwijk,Nijmegen,Roda,Utrecht,Graafschap,VVV Venlo,NAC Breda,Excelsior,Den Haag,Heerenveen
3,Twente,Ajax,PSV Eindhoven,AZ Alkmaar,Feyenoord,Vitesse,Waalwijk,Nijmegen,Utrecht,Heracles,Groningen,Den Haag,Roda,Graafschap,VVV Venlo,Heerenveen,NAC Breda,Excelsior
4,Ajax,AZ Alkmaar,Twente,Feyenoord,PSV Eindhoven,Waalwijk,Utrecht,Vitesse,Nijmegen,Roda,Heracles,Heerenveen,Graafschap,Den Haag,Groningen,VVV Venlo,NAC Breda,Excelsior
5,Twente,AZ Alkmaar,Ajax,Feyenoord,PSV Eindhoven,Vitesse,Waalwijk,Utrecht,Heerenveen,Groningen,Nijmegen,Heracles,Roda,Graafschap,NAC Breda,Den Haag,VVV Venlo,Excelsior
6,AZ Alkmaar,Twente,Ajax,PSV Eindhoven,Feyenoord,Vitesse,Waalwijk,Groningen,Utrecht,Heerenveen,Heracles,NAC Breda,Den Haag,Nijmegen,Roda,Graafschap,VVV Venlo,Excelsior
7,AZ Alkmaar,PSV Eindhoven,Twente,Ajax,Feyenoord,Vitesse,Waalwijk,Groningen,Utrecht,Heracles,Den Haag,Heerenveen,Roda,NAC Breda,Nijmegen,Graafschap,VVV Venlo,Excelsior
8,AZ Alkmaar,PSV Eindhoven,Twente,Feyenoord,Vitesse,Ajax,Heracles,Groningen,Waalwijk,Utrecht,Roda,Heerenveen,NAC Breda,Den Haag,Nijmegen,Graafschap,VVV Venlo,Excelsior
9,AZ Alkmaar,PSV Eindhoven,Twente,Feyenoord,Vitesse,Ajax,Heracles,Heerenveen,Groningen,Den Haag,Waalwijk,Utrecht,Roda,NAC Breda,Graafschap,Nijmegen,VVV Venlo,Excelsior
10,AZ Alkmaar,PSV Eindhoven,Twente,Vitesse,Ajax,Feyenoord,Heerenveen,Groningen,Heracles,NAC Breda,Den Haag,Waalwijk,Utrecht,Roda,Nijmegen,Graafschap,VVV Venlo,Excelsior
11,AZ Alkmaar,Twente,PSV Eindhoven,Vitesse,Ajax,Heerenveen,Groningen,Feyenoord,Heracles,NAC Breda,Utrecht,Waalwijk,Nijmegen,Den Haag,Roda,Graafschap,VVV Venlo,Excelsior
12,AZ Alkmaar,PSV Eindhoven,Twente,Ajax,Feyenoord,Heerenveen,Groningen,Vitesse,Heracles,NAC Breda,Utrecht,Waalwijk,Roda,Den Haag,Nijmegen,Graafschap,Excelsior,VVV Venlo
13,AZ Alkmaar,PSV Eindhoven,Twente,Ajax,Feyenoord,Heerenveen,Vitesse,Groningen,NAC Breda,Roda,Heracles,Utrecht,Waalwijk,Den Haag,Nijmegen,Graafschap,Excelsior,VVV Venlo
14,AZ Alkmaar,PSV Eindhoven,Twente,Ajax,Feyenoord,Heerenveen,Vitesse,Groningen,Roda,Heracles,NAC Breda,Den Haag,Utrecht,Waalwijk,Nijmegen,Graafschap,Excelsior,VVV Venlo
15,AZ Alkmaar,PSV Eindhoven,Twente,Ajax,Heerenveen,Feyenoord,Vitesse,Groningen,Den Haag,Roda,Heracles,NAC Breda,Utrecht,Waalwijk,Nijmegen,Graafschap,VVV Venlo,Excelsior
16,AZ Alkmaar,PSV Eindhoven,Twente,Ajax,Feyenoord,Vitesse,Heerenveen,Groningen,Roda,NAC Breda,Den Haag,Heracles,Waalwijk,Utrecht,Nijmegen,Graafschap,VVV Venlo,Excelsior
17,AZ Alkmaar,PSV Eindhoven,Twente,Ajax,Heerenveen,Feyenoord,Vitesse,Groningen,Roda,Den Haag,NAC Breda,Heracles,Nijmegen,Utrecht,Waalwijk,VVV Venlo,Graafschap,Excelsior
18,PSV Eindhoven,Twente,AZ Alkmaar,Ajax,Heerenveen,Feyenoord,Vitesse,Groningen,Roda,Heracles,Nijmegen,NAC Breda,Den Haag,Waalwijk,Utrecht,Graafschap,VVV Venlo,Excelsior
19,Twente,PSV Eindhoven,AZ Alkmaar,Heerenveen,Feyenoord,Ajax,Vitesse,Groningen,Roda,Heracles,Waalwijk,Nijmegen,NAC Breda,Den Haag,Utrecht,Excelsior,Graafschap,VVV Venlo
20,PSV Eindhoven,AZ Alkmaar,Twente,Heerenveen,Feyenoord,Ajax,Vitesse,Roda,Groningen,Heracles,Waalwijk,Nijmegen,Den Haag,Utrecht,NAC Breda,VVV Venlo,Excelsior,Graafschap
21,Twente,PSV Eindhoven,AZ Alkmaar,Heerenveen,Feyenoord,Ajax,Vitesse,Groningen,Roda,Heracles,Utrecht,Waalwijk,Den Haag,Nijmegen,NAC Breda,VVV Venlo,Excelsior,Graafschap
22,Twente,PSV Eindhoven,AZ Alkmaar,Heerenveen,Ajax,Feyenoord,Vitesse,Groningen,Roda,Heracles,Waalwijk,Nijmegen,Utrecht,NAC Breda,Den Haag,VVV Venlo,Graafschap,Excelsior
23,Twente,AZ Alkmaar,PSV Eindhoven,Ajax,Heerenveen,Feyenoord,Vitesse,Groningen,Waalwijk,Roda,Heracles,Nijmegen,Utrecht,NAC Breda,Den Haag,VVV Venlo,Graafschap,Excelsior
24,AZ Alkmaar,Twente,Ajax,PSV Eindhoven,Heerenveen,Feyenoord,Vitesse,Roda,Groningen,Waalwijk,Heracles,Nijmegen,NAC Breda,Den Haag,Utrecht,VVV Venlo,Graafschap,Excelsior
25,AZ Alkmaar,Ajax,Twente,PSV Eindhoven,Feyenoord,Heerenveen,Vitesse,Waalwijk,Roda,Nijmegen,Groningen,Heracles,Utrecht,NAC Breda,Den Haag,VVV Venlo,Excelsior,Graafschap
26,AZ Alkmaar,Ajax,Twente,PSV Eindhoven,Feyenoord,Heerenveen,Vitesse,Roda,Groningen,Nijmegen,Waalwijk,Heracles,Utrecht,NAC Breda,Den Haag,VVV Venlo,Excelsior,Graafschap
27,Ajax,AZ Alkmaar,Twente,PSV Eindhoven,Feyenoord,Heerenveen,Vitesse,Nijmegen,Waalwijk,Roda,Groningen,Utrecht,Heracles,NAC Breda,Den Haag,VVV Venlo,Excelsior,Graafschap
28,Ajax,AZ Alkmaar,Twente,Feyenoord,PSV Eindhoven,Heerenveen,Vitesse,Nijmegen,Waalwijk,Roda,Heracles,Groningen,Utrecht,Den Haag,NAC Breda,VVV Venlo,Graafschap,Excelsior
29,Ajax,AZ Alkmaar,Feyenoord,Twente,PSV Eindhoven,Heerenveen,Vitesse,Waalwijk,Roda,Nijmegen,Heracles,Utrecht,Groningen,Den Haag,NAC Breda,VVV Venlo,Graafschap,Excelsior
30,Ajax,AZ Alkmaar,Feyenoord,Twente,PSV Eindhoven,Heerenveen,Vitesse,Roda,Waalwijk,Heracles,Nijmegen,Utrecht,Groningen,Den Haag,NAC Breda,VVV Venlo,Graafschap,Excelsior
