,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Ath Madrid,Barcelona,Real Madrid,Espanol,Villarreal,Mallorca,Getafe,Osasuna,Sevilla,Valencia,Levante,Zaragoza,Betis,Santander,Vallecano,Ath Bilbao,Malaga,Granada,Sp Gijon,Sociedad
1,Real Madrid,Barcelona,Mallorca,Ath Madrid,Valencia,Sevilla,Getafe,Betis,Espanol,Villarreal,Sociedad,Osasuna,Levante,Vallecano,Ath Bilbao,Zaragoza,Santander,Malaga,Sp Gijon,Granada
2,Real Madrid,Barcelona,Valencia,Betis,Espanol,Mallorca,Sevilla,Osasuna,Ath Madrid,Villarreal,Getafe,Sociedad,Malaga,Levante,Vallecano,Zaragoza,Santander,Ath Bilbao,Sp Gijon,Granada
3,Barcelona,Valencia,Betis,Real Madrid,Sevilla,Ath Madrid,Espanol,Malaga,Levante,Mallorca,Vallecano,Zaragoza,Osasuna,Villarreal,Getafe,Sociedad,Granada,Ath Bilbao,Santander,Sp Gijon
4,Betis,Barcelona,Valencia,Ath Madrid,Real Madrid,Espanol,Malaga,Sevilla,Levante,Villarreal,Sociedad,Mallorca,Osasuna,Vallecano,Zaragoza,Getafe,Granada,Santander,Ath Bilbao,Sp Gijon
5,Barcelona,Real Madrid,Betis,Levante,Sevilla,Valencia,Ath Madrid,Malaga,Espanol,Mallorca,Villarreal,Osasuna,Getafe,Sociedad,Zaragoza,Vallecano,Granada,Santander,Ath Bilbao,Sp Gijon
6,Barcelona,Real Madrid,Levante,Valencia,Malaga,Sevilla,Betis,Ath Madrid,Mallorca,Villarreal,Espanol,Osasuna,Zaragoza,Getafe,Sociedad,Vallecano,Ath Bilbao,Santander,Granada,Sp Gijon
7,Barcelona,Real Madrid,Levante,Sevilla,Valencia,Malaga,Betis,Ath Madrid,Espanol,Mallorca,Villarreal,Zaragoza,Ath Bilbao,Osasuna,Getafe,Sociedad,Vallecano,Granada,Santander,Sp Gijon
8,Real Madrid,Barcelona,Levante,Sevilla,Valencia,Espanol,Ath Madrid,Malaga,Betis,Mallorca,Osasuna,Villarreal,Zaragoza,Ath Bilbao,Vallecano,Getafe,Sociedad,Granada,Santander,Sp Gijon
9,Real Madrid,Barcelona,Levante,Valencia,Sevilla,Espanol,Ath Madrid,Malaga,Betis,Ath Bilbao,Vallecano,Mallorca,Osasuna,Villarreal,Zaragoza,Getafe,Sociedad,Sp Gijon,Santander,Granada
10,Real Madrid,Barcelona,Levante,Valencia,Sevilla,Espanol,Ath Madrid,Malaga,Osasuna,Ath Bilbao,Villarreal,Betis,Vallecano,Mallorca,Zaragoza,Getafe,Santander,Sp Gijon,Granada,Sociedad
11,Real Madrid,Barcelona,Valencia,Levante,Sevilla,Espanol,Malaga,Ath Madrid,Vallecano,Osasuna,Ath Bilbao,Villarreal,Betis,Mallorca,Getafe,Zaragoza,Sp Gijon,Santander,Granada,Sociedad
12,Real Madrid,Barcelona,Valencia,Levante,Espanol,Malaga,Ath Madrid,Sevilla,Ath Bilbao,Villarreal,Vallecano,Osasuna,Mallorca,Betis,Getafe,Sp Gijon,Zaragoza,Granada,Santander,Sociedad
13,Real Madrid,Barcelona,Valencia,Levante,Malaga,Sevilla,Espanol,Ath Madrid,Osasuna,Ath Bilbao,Villarreal,Mallorca,Vallecano,Getafe,Betis,Granada,Sp Gijon,Sociedad,Zaragoza,Santander
14,Real Madrid,Barcelona,Valencia,Levante,Sevilla,Malaga,Ath Madrid,Osasuna,Espanol,Ath Bilbao,Mallorca,Villarreal,Vallecano,Granada,Getafe,Sociedad,Betis,Santander,Sp Gijon,Zaragoza
15,Real Madrid,Barcelona,Valencia,Levante,Sevilla,Malaga,Espanol,Osasuna,Ath Madrid,Mallorca,Ath Bilbao,Getafe,Villarreal,Betis,Vallecano,Granada,Sociedad,Sp Gijon,Santander,Zaragoza
16,Real Madrid,Barcelona,Valencia,Levante,Espanol,Osasuna,Sevilla,Malaga,Ath Bilbao,Ath Madrid,Getafe,Mallorca,Betis,Granada,Villarreal,Sociedad,Vallecano,Sp Gijon,Santander,Zaragoza
17,Real Madrid,Barcelona,Valencia,Levante,Espanol,Osasuna,Sevilla,Malaga,Ath Bilbao,Ath Madrid,Getafe,Betis,Mallorca,Villarreal,Vallecano,Granada,Sociedad,Santander,Sp Gijon,Zaragoza
18,Real Madrid,Barcelona,Valencia,Levante,Espanol,Osasuna,Ath Bilbao,Ath Madrid,Sevilla,Malaga,Getafe,Betis,Vallecano,Mallorca,Sociedad,Santander,Villarreal,Granada,Sp Gijon,Zaragoza
19,Real Madrid,Barcelona,Valencia,Levante,Espanol,Ath Madrid,Osasuna,Ath Bilbao,Sevilla,Betis,Mallorca,Malaga,Getafe,Vallecano,Villarreal,Granada,Sociedad,Santander,Sp Gijon,Zaragoza
20,Real Madrid,Barcelona,Valencia,Levante,Espanol,Ath Madrid,Ath Bilbao,Malaga,Getafe,Osasuna,Sevilla,Betis,Mallorca,Granada,Sociedad,Villarreal,Santander,Vallecano,Sp Gijon,Zaragoza
21,Real Madrid,Barcelona,Valencia,Levante,Espanol,Ath Madrid,Ath Bilbao,Mallorca,Malaga,Granada,Osasuna,Getafe,Sevilla,Villarreal,Betis,Vallecano,Sociedad,Santander,Sp Gijon,Zaragoza
22,Real Madrid,Barcelona,Valencia,Ath Madrid,Levante,Espanol,Malaga,Osasuna,Ath Bilbao,Villarreal,Betis,Vallecano,Mallorca,Granada,Getafe,Sociedad,Sevilla,Santander,Sp Gijon,Zaragoza
23,Real Madrid,Barcelona,Valencia,Ath Bilbao,Ath Madrid,Espanol,Levante,Betis,Vallecano,Mallorca,Malaga,Granada,Osasuna,Sevilla,Villarreal,Getafe,Sociedad,Santander,Sp Gijon,Zaragoza
24,Real Madrid,Barcelona,Valencia,Levante,Ath Bilbao,Malaga,Osasuna,Ath Madrid,Espanol,Betis,Sevilla,Vallecano,Mallorca,Granada,Sociedad,Villarreal,Getafe,Santander,Sp Gijon,Zaragoza
25,Real Madrid,Barcelona,Valencia,Levante,Ath Bilbao,Malaga,Osasuna,Ath Madrid,Vallecano,Sevilla,Espanol,Betis,Mallorca,Granada,Sociedad,Villarreal,Getafe,Santander,Zaragoza,Sp Gijon
26,Real Madrid,Barcelona,Valencia,Malaga,Levante,Osasuna,Ath Bilbao,Ath Madrid,Espanol,Vallecano,Sociedad,Sevilla,Mallorca,Getafe,Betis,Granada,Villarreal,Santander,Sp Gijon,Zaragoza
27,Real Madrid,Barcelona,Valencia,Levante,Malaga,Espanol,Osasuna,Ath Madrid,Ath Bilbao,Vallecano,Mallorca,Getafe,Granada,Sociedad,Sevilla,Betis,Villarreal,Santander,Sp Gijon,Zaragoza
28,Real Madrid,Barcelona,Valencia,Levante,Malaga,Ath Madrid,Espanol,Osasuna,Mallorca,Ath Bilbao,Vallecano,Getafe,Sevilla,Granada,Sociedad,Betis,Villarreal,Santander,Zaragoza,Sp Gijon
29,Real Madrid,Barcelona,Valencia,Malaga,Levante,Osasuna,Ath Madrid,Espanol,Getafe,Sevilla,Mallorca,Ath Bilbao,Vallecano,Betis,Villarreal,Granada,Sociedad,Zaragoza,Santander,Sp Gijon
30,Real Madrid,Barcelona,Valencia,Malaga,Levante,Ath Madrid,Osasuna,Sevilla,Espanol,Getafe,Mallorca,Ath Bilbao,Betis,Vallecano,Granada,Sociedad,Villarreal,Zaragoza,Santander,Sp Gijon
31,Real Madrid,Barcelona,Valencia,Malaga,Levante,Ath Madrid,Osasuna,Getafe,Sevilla,Espanol,Ath Bilbao,Betis,Vallecano,Mallorca,Granada,Sociedad,Villarreal,Zaragoza,Santander,Sp Gijon
32,Real Madrid,Barcelona,Valencia,Malaga,Levante,Osasuna,Sevilla,Ath Madrid,Mallorca,Getafe,Ath Bilbao,Espanol,Betis,Vallecano,Granada,Sociedad,Villarreal,Zaragoza,Sp Gijon,Santander
33,Real Madrid,Barcelona,Valencia,Malaga,Levante,Ath Madrid,Osasuna,Getafe,Ath Bilbao,Sevilla,Espanol,Betis,Mallorca,Vallecano,Sociedad,Villarreal,Granada,Zaragoza,Sp Gijon,Santander
34,Real Madrid,Barcelona,Valencia,Malaga,Ath Madrid,Levante,Ath Bilbao,Osasuna,Sevilla,Mallorca,Getafe,Espanol,Betis,Granada,Sociedad,Vallecano,Villarreal,Zaragoza,Sp Gijon,Santander
35,Real Madrid,Barcelona,Valencia,Malaga,Levante,Ath Madrid,Mallorca,Ath Bilbao,Osasuna,Sevilla,Getafe,Betis,Espanol,Sociedad,Granada,Villarreal,Vallecano,Zaragoza,Sp Gijon,Santander
36,Real Madrid,Barcelona,Valencia,Malaga,Ath Madrid,Levante,Mallorca,Osasuna,Sevilla,Ath Bilbao,Getafe,Betis,Espanol,Sociedad,Granada,Villarreal,Vallecano,Zaragoza,Sp Gijon,Santander
37,Real Madrid,Barcelona,Valencia,Malaga,Ath Madrid,Levante,Osasuna,Mallorca,Sevilla,Ath Bilbao,Getafe,Sociedad,Betis,Espanol,Vallecano,Zaragoza,Granada,Villarreal,Sp Gijon,Santander
