,Getafe scored,Getafe received,Barcelona scored,Barcelona received,Malaga scored,Malaga received,Mallorca scored,Mallorca received,Valencia scored,Valencia received,Real Madrid scored,Real Madrid received,Ath Bilbao scored,Ath Bilbao received,Osasuna scored,Osasuna received,Villarreal scored,Villarreal received,Almeria scored,Almeria received,Valladolid scored,Valladolid received,La Coruna scored,La Coruna received,Espanol scored,Espanol received,Sevilla scored,Sevilla received,Santander scored,Santander received,Ath Madrid scored,Ath Madrid received,Sp Gijon scored,Sp Gijon received,Zaragoza scored,Zaragoza received,Xerez scored,Xerez received,Tenerife scored,Tenerife received
0,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,3.0,1.6666666666666667,0.0,2.6666666666666665,1.3333333333333333,2.0,0.6666666666666666,1.0,2.3333333333333335,0.0,1.0,0.0,1.6666666666666667,1.0,2.6666666666666665,0.3333333333333333,2.0,1.0,,,,,,
1,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,0.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.0,1.0,2.3333333333333335,0.3333333333333333,1.0,0.6666666666666666,2.6666666666666665,0.6666666666666666,1.6666666666666667,0.6666666666666666,,,,,,
2,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.0,0.3333333333333333,2.0,2.3333333333333335,1.3333333333333333,2.6666666666666665,1.3333333333333333,3.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.0,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.0,2.0,2.0,1.6666666666666667,1.0,,,,,,
3,1.0,1.3333333333333333,3.6666666666666665,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,2.3333333333333335,2.3333333333333335,3.3333333333333335,0.0,1.3333333333333333,1.0,1.0,1.6666666666666667,1.0,2.0,1.0,1.0,1.6666666666666667,2.3333333333333335,2.0,1.0,1.6666666666666667,2.0,2.6666666666666665,0.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.0,1.0,2.3333333333333335,0.0,3.0,1.0,1.6666666666666667
4,1.0,1.6666666666666667,3.6666666666666665,1.0,0.6666666666666666,2.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,2.3333333333333335,3.3333333333333335,0.0,1.0,2.3333333333333335,1.0,1.0,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333,1.0,2.0,2.0,1.0,1.6666666666666667,1.0,2.6666666666666665,0.0,1.6666666666666667,2.3333333333333335,2.0,3.0,1.0,1.3333333333333333,1.6666666666666667,1.0,0.0,2.6666666666666665,0.3333333333333333,2.3333333333333335
5,1.6666666666666667,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.0,0.0,1.0,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,1.6666666666666667,0.0,0.6666666666666666,0.3333333333333333,2.6666666666666665,0.3333333333333333,1.0,2.3333333333333335,2.0,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333
6,1.0,2.3333333333333335,1.0,0.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.0,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.0,1.0,0.0,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,2.0,1.0,2.0,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,2.0
7,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,0.0,1.6666666666666667,1.3333333333333333,1.0,2.0,1.6666666666666667,1.0,1.0,1.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.0,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,3.3333333333333335,1.0,1.0,0.6666666666666666,1.0
8,1.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.0,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.0,1.0,2.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,3.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.3333333333333335
9,0.6666666666666666,1.3333333333333333,3.6666666666666665,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,3.0,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,3.3333333333333335,0.0,1.0,1.0,2.3333333333333335
