,Galatasaray scored,Galatasaray received,Kayserispor scored,Kayserispor received,Gaziantepspor scored,Gaziantepspor received,Ankaragucu scored,Ankaragucu received,Besiktas scored,Besiktas received,Sivasspor scored,Sivasspor received,Bursaspor scored,Bursaspor received,Denizlispor scored,Denizlispor received,Ankaraspor scored,Ankaraspor received,Genclerbirligi scored,Genclerbirligi received,Konyaspor scored,Konyaspor received,Trabzonspor scored,Trabzonspor received,Manisaspor scored,Manisaspor received,Fenerbahce scored,Fenerbahce received,Rizespor scored,Rizespor received,Buyuksehyr scored,Buyuksehyr received,Oftasspor scored,Oftasspor received,Kasimpasa scored,Kasimpasa received
12,1.6666666666666667,1.0,1.0,1.0,1.0,1.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.0,1.0,0.3333333333333333,3.0
13,2.0,1.3333333333333333,1.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,2.0,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,1.0,1.0,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,2.3333333333333335
14,1.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0
15,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,2.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,1.0,1.0,2.0,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,2.0
16,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333,2.0,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.3333333333333335,2.0,1.6666666666666667,2.6666666666666665,2.3333333333333335,1.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,2.0
17,2.3333333333333335,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.0,2.0,1.3333333333333333,2.0,0.6666666666666666,1.0,1.0,1.6666666666666667
18,2.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.0,2.0,1.0,1.0,2.6666666666666665,1.3333333333333333,2.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.0,1.0,2.3333333333333335,0.3333333333333333,1.3333333333333333,3.3333333333333335,1.3333333333333333,1.6666666666666667,3.0,1.0,2.0,1.0,0.6666666666666666,1.0,2.3333333333333335
19,3.3333333333333335,0.6666666666666666,2.0,0.0,0.6666666666666666,2.6666666666666665,0.6666666666666666,2.0,3.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,3.6666666666666665,1.0,1.0,4.333333333333333,1.3333333333333333,2.3333333333333335,2.0,1.3333333333333333,0.6666666666666666,2.3333333333333335
20,3.6666666666666665,1.0,2.3333333333333335,0.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,2.0,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,0.3333333333333333,2.0,1.0,0.6666666666666666,2.6666666666666665,2.3333333333333335,1.0,2.0,3.0,4.0,0.6666666666666666,0.6666666666666666,3.3333333333333335,1.3333333333333333,2.0,2.0,2.0,0.6666666666666666,2.6666666666666665
21,3.6666666666666665,1.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,2.0,0.0,2.3333333333333335,2.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,2.0,2.6666666666666665,0.3333333333333333,2.3333333333333335,3.3333333333333335,3.6666666666666665,1.3333333333333333,1.0,3.3333333333333335,2.0,2.0,1.3333333333333333,2.0,0.3333333333333333,1.3333333333333333
22,2.3333333333333335,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,2.0,3.0,0.6666666666666666,0.6666666666666666,3.0,2.0,1.0,2.0,3.3333333333333335,2.3333333333333335,1.6666666666666667,1.0,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666
23,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.0,2.0,1.0,0.6666666666666666,0.0,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335,2.6666666666666665,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0
24,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,0.6666666666666666,3.6666666666666665,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666
25,1.0,0.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,2.0,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,3.0,0.6666666666666666,1.6666666666666667,1.0,2.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.0,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666
26,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,1.0,2.0,1.0,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,1.0,0.6666666666666666,2.6666666666666665,0.3333333333333333,4.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,3.6666666666666665,0.6666666666666666,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667
27,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,3.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.0,1.0,3.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.3333333333333335
28,1.0,0.3333333333333333,1.0,2.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.6666666666666665,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.3333333333333335
29,0.6666666666666666,0.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,1.0,1.0,1.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.6666666666666667
30,1.6666666666666667,0.0,0.6666666666666666,1.3333333333333333,1.0,1.0,1.0,2.0,1.3333333333333333,1.0,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,3.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666
31,1.6666666666666667,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.3333333333333333,3.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333
32,3.0,1.0,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.3333333333333335,0.3333333333333333,2.3333333333333335,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333
33,2.6666666666666665,1.0,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,3.3333333333333335,0.3333333333333333,2.3333333333333335,2.0,0.3333333333333333,1.6666666666666667,2.6666666666666665,1.0,1.0,0.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,0.3333333333333333,3.0,0.6666666666666666,1.6666666666666667,0.0,1.6666666666666667,2.0,1.3333333333333333
