,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Genk,Club Brugge,Standard,Lokeren,Waregem,Kortrijk,Cercle Brugge,Gent,Bergen,Waasland-Beveren,Anderlecht,Lierse,Oud-Heverlee Leuven,Oostende,Charleroi,Mechelen
1,Genk,Standard,Club Brugge,Lokeren,Waregem,Gent,Anderlecht,Kortrijk,Waasland-Beveren,Bergen,Cercle Brugge,Charleroi,Lierse,Oud-Heverlee Leuven,Oostende,Mechelen
2,Standard,Club Brugge,Lokeren,Waregem,Anderlecht,Genk,Kortrijk,Gent,Charleroi,Waasland-Beveren,Cercle Brugge,Bergen,Lierse,Oud-Heverlee Leuven,Oostende,Mechelen
3,Standard,Lokeren,Club Brugge,Waregem,Anderlecht,Kortrijk,Gent,Genk,Cercle Brugge,Charleroi,Waasland-Beveren,Bergen,Lierse,Oud-Heverlee Leuven,Oostende,Mechelen
4,Standard,Anderlecht,Club Brugge,Waregem,Lokeren,Genk,Gent,Kortrijk,Cercle Brugge,Lierse,Oud-Heverlee Leuven,Charleroi,Mechelen,Waasland-Beveren,Oostende,Bergen
5,Standard,Waregem,Club Brugge,Lokeren,Anderlecht,Gent,Genk,Kortrijk,Cercle Brugge,Oud-Heverlee Leuven,Lierse,Charleroi,Mechelen,Waasland-Beveren,Oostende,Bergen
6,Standard,Club Brugge,Lokeren,Anderlecht,Waregem,Genk,Gent,Kortrijk,Oud-Heverlee Leuven,Cercle Brugge,Charleroi,Lierse,Mechelen,Waasland-Beveren,Bergen,Oostende
7,Standard,Club Brugge,Waregem,Lokeren,Anderlecht,Genk,Gent,Kortrijk,Charleroi,Lierse,Mechelen,Oud-Heverlee Leuven,Cercle Brugge,Waasland-Beveren,Oostende,Bergen
8,Standard,Club Brugge,Waregem,Anderlecht,Genk,Lokeren,Kortrijk,Gent,Charleroi,Lierse,Mechelen,Oud-Heverlee Leuven,Cercle Brugge,Oostende,Waasland-Beveren,Bergen
9,Standard,Club Brugge,Waregem,Genk,Anderlecht,Lokeren,Kortrijk,Gent,Charleroi,Lierse,Cercle Brugge,Mechelen,Waasland-Beveren,Oud-Heverlee Leuven,Oostende,Bergen
10,Standard,Club Brugge,Waregem,Genk,Anderlecht,Kortrijk,Lokeren,Gent,Charleroi,Lierse,Mechelen,Oud-Heverlee Leuven,Cercle Brugge,Waasland-Beveren,Oostende,Bergen
11,Standard,Genk,Club Brugge,Waregem,Anderlecht,Kortrijk,Lokeren,Gent,Charleroi,Mechelen,Cercle Brugge,Lierse,Oud-Heverlee Leuven,Oostende,Waasland-Beveren,Bergen
12,Standard,Genk,Waregem,Club Brugge,Anderlecht,Lokeren,Kortrijk,Gent,Charleroi,Mechelen,Cercle Brugge,Oud-Heverlee Leuven,Lierse,Oostende,Waasland-Beveren,Bergen
13,Standard,Genk,Waregem,Club Brugge,Anderlecht,Kortrijk,Lokeren,Cercle Brugge,Mechelen,Gent,Charleroi,Lierse,Oud-Heverlee Leuven,Oostende,Waasland-Beveren,Bergen
14,Standard,Genk,Waregem,Anderlecht,Club Brugge,Lokeren,Kortrijk,Cercle Brugge,Gent,Mechelen,Charleroi,Oud-Heverlee Leuven,Lierse,Oostende,Waasland-Beveren,Bergen
15,Standard,Waregem,Club Brugge,Genk,Anderlecht,Lokeren,Kortrijk,Gent,Cercle Brugge,Charleroi,Lierse,Mechelen,Oud-Heverlee Leuven,Oostende,Waasland-Beveren,Bergen
16,Standard,Club Brugge,Waregem,Genk,Anderlecht,Kortrijk,Lokeren,Gent,Cercle Brugge,Charleroi,Lierse,Mechelen,Oud-Heverlee Leuven,Oostende,Waasland-Beveren,Bergen
17,Standard,Club Brugge,Anderlecht,Waregem,Genk,Lokeren,Kortrijk,Gent,Cercle Brugge,Charleroi,Oostende,Lierse,Oud-Heverlee Leuven,Mechelen,Waasland-Beveren,Bergen
18,Standard,Anderlecht,Club Brugge,Waregem,Genk,Lokeren,Kortrijk,Gent,Cercle Brugge,Oostende,Charleroi,Lierse,Mechelen,Oud-Heverlee Leuven,Waasland-Beveren,Bergen
19,Standard,Club Brugge,Anderlecht,Waregem,Genk,Lokeren,Kortrijk,Gent,Cercle Brugge,Oostende,Charleroi,Mechelen,Lierse,Oud-Heverlee Leuven,Waasland-Beveren,Bergen
20,Standard,Anderlecht,Club Brugge,Waregem,Lokeren,Genk,Kortrijk,Gent,Cercle Brugge,Charleroi,Oostende,Lierse,Mechelen,Oud-Heverlee Leuven,Waasland-Beveren,Bergen
21,Standard,Anderlecht,Club Brugge,Waregem,Lokeren,Genk,Kortrijk,Gent,Charleroi,Cercle Brugge,Mechelen,Oostende,Lierse,Waasland-Beveren,Oud-Heverlee Leuven,Bergen
22,Standard,Anderlecht,Club Brugge,Waregem,Lokeren,Genk,Kortrijk,Gent,Cercle Brugge,Charleroi,Mechelen,Oostende,Lierse,Oud-Heverlee Leuven,Waasland-Beveren,Bergen
23,Standard,Anderlecht,Club Brugge,Waregem,Lokeren,Genk,Gent,Kortrijk,Cercle Brugge,Oostende,Lierse,Charleroi,Mechelen,Oud-Heverlee Leuven,Waasland-Beveren,Bergen
24,Standard,Club Brugge,Anderlecht,Waregem,Lokeren,Genk,Gent,Kortrijk,Lierse,Cercle Brugge,Oostende,Charleroi,Mechelen,Oud-Heverlee Leuven,Waasland-Beveren,Bergen
25,Standard,Club Brugge,Anderlecht,Waregem,Lokeren,Genk,Gent,Kortrijk,Lierse,Cercle Brugge,Oostende,Mechelen,Charleroi,Waasland-Beveren,Oud-Heverlee Leuven,Bergen
26,Standard,Club Brugge,Anderlecht,Waregem,Lokeren,Genk,Gent,Kortrijk,Cercle Brugge,Oostende,Lierse,Charleroi,Mechelen,Waasland-Beveren,Oud-Heverlee Leuven,Bergen
27,Standard,Club Brugge,Anderlecht,Waregem,Lokeren,Genk,Gent,Kortrijk,Cercle Brugge,Oostende,Lierse,Mechelen,Charleroi,Waasland-Beveren,Oud-Heverlee Leuven,Bergen
28,Standard,Club Brugge,Anderlecht,Waregem,Lokeren,Genk,Gent,Kortrijk,Oostende,Cercle Brugge,Lierse,Charleroi,Mechelen,Waasland-Beveren,Oud-Heverlee Leuven,Bergen
29,Standard,Club Brugge,Anderlecht,Waregem,Lokeren,Genk,Gent,Kortrijk,Oostende,Charleroi,Cercle Brugge,Lierse,Mechelen,Waasland-Beveren,Oud-Heverlee Leuven,Bergen
