,Waregem scored,Waregem received,Club Brugge scored,Club Brugge received,Genk scored,Genk received,Anderlecht scored,Anderlecht received,St Truiden scored,St Truiden received,Charleroi scored,Charleroi received,Westerlo scored,Westerlo received,Gent scored,Gent received,Kortrijk scored,Kortrijk received,Oostende scored,Oostende received,Mouscron scored,Mouscron received,Waasland-Beveren scored,Waasland-Beveren received,Mechelen scored,Mechelen received,Eupen scored,Eupen received,Lokeren scored,Lokeren received,Standard scored,Standard received
0,3.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,2.0
1,2.5,0.0,1.0,0.5,1.0,1.0,3.5,1.0,0.5,1.0,1.0,0.0,1.0,2.5,1.0,0.5,1.0,3.0,1.0,1.0,0.5,1.5,0.0,1.5,1.0,1.0,0.0,2.5,1.5,0.5,2.0,1.0
2,2.0,0.0,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,2.3333333333333335,1.0,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,1.0,0.6666666666666666,1.3333333333333333,1.0
3,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.0,2.3333333333333335,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,3.0,2.0,1.0,1.0,2.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333
4,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,2.6666666666666665,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,1.0,2.0,2.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0
5,2.0,1.0,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.3333333333333335,2.0,0.6666666666666666,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,3.3333333333333335,3.0,1.3333333333333333,2.6666666666666665,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,2.0,1.0,2.0,2.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666
6,2.3333333333333335,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,3.0,1.6666666666666667,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.6666666666666665,1.0,2.0,1.3333333333333333,0.3333333333333333,2.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666
7,3.3333333333333335,1.3333333333333333,2.0,1.0,0.3333333333333333,2.6666666666666665,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.6666666666666667,0.6666666666666666,3.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,3.0,1.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.6666666666666667,2.0,0.0
8,2.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,0.6666666666666666,2.0,1.0,1.6666666666666667,1.0,3.3333333333333335,1.0,1.0,1.3333333333333333,0.3333333333333333
9,1.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,0.6666666666666666,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,2.6666666666666665,2.0,2.0,2.0,2.0,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.0,3.6666666666666665,1.0,1.0,2.0,1.3333333333333333
10,1.0,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.0,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,2.3333333333333335,2.3333333333333335,2.0,2.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.6666666666666667,2.0,3.3333333333333335,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.3333333333333333
