,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Man United,Chelsea,Portsmouth,West Ham,Bolton,Reading,Everton,Newcastle,Arsenal,Aston Villa,Liverpool,Sheffield United,Middlesbrough,Watford,Wigan,Charlton,Tottenham,Blackburn,Man City,Fulham
1,Man United,Portsmouth,West Ham,Bolton,Liverpool,Aston Villa,Everton,Arsenal,Chelsea,Middlesbrough,Reading,Tottenham,Newcastle,Watford,Sheffield United,Blackburn,Man City,Fulham,Wigan,Charlton
2,Man United,Portsmouth,Aston Villa,Everton,Liverpool,Chelsea,West Ham,Bolton,Arsenal,Man City,Fulham,Reading,Wigan,Tottenham,Charlton,Newcastle,Middlesbrough,Watford,Sheffield United,Blackburn
3,Man United,Portsmouth,Everton,Chelsea,Aston Villa,Bolton,Liverpool,Fulham,Reading,West Ham,Arsenal,Man City,Middlesbrough,Wigan,Tottenham,Charlton,Newcastle,Sheffield United,Blackburn,Watford
4,Portsmouth,Man United,Chelsea,Everton,Aston Villa,Reading,Arsenal,Bolton,Fulham,Liverpool,Newcastle,West Ham,Blackburn,Middlesbrough,Wigan,Tottenham,Man City,Charlton,Watford,Sheffield United
5,Chelsea,Man United,Portsmouth,Everton,Aston Villa,Arsenal,Bolton,Liverpool,Reading,Blackburn,Fulham,Newcastle,Man City,Wigan,West Ham,Middlesbrough,Tottenham,Watford,Charlton,Sheffield United
6,Man United,Chelsea,Arsenal,Bolton,Portsmouth,Everton,Aston Villa,Reading,Blackburn,Liverpool,Fulham,Man City,Newcastle,Tottenham,Wigan,West Ham,Middlesbrough,Sheffield United,Watford,Charlton
7,Man United,Chelsea,Arsenal,Bolton,Portsmouth,Aston Villa,Everton,Reading,Blackburn,Fulham,Liverpool,Man City,Middlesbrough,Tottenham,Newcastle,Sheffield United,Wigan,West Ham,Watford,Charlton
8,Man United,Chelsea,Arsenal,Bolton,Portsmouth,Everton,Aston Villa,Fulham,Reading,Blackburn,Liverpool,Middlesbrough,Tottenham,Man City,Wigan,Newcastle,Sheffield United,Watford,West Ham,Charlton
9,Man United,Chelsea,Arsenal,Bolton,Portsmouth,Everton,Aston Villa,Liverpool,Fulham,Reading,Blackburn,Tottenham,Man City,Wigan,Middlesbrough,West Ham,Newcastle,Watford,Sheffield United,Charlton
10,Man United,Chelsea,Arsenal,Bolton,Portsmouth,Aston Villa,Everton,Liverpool,Fulham,Tottenham,Wigan,Reading,Blackburn,Man City,West Ham,Middlesbrough,Watford,Sheffield United,Newcastle,Charlton
