,Inter scored,Inter received,Napoli scored,Napoli received,Chievo scored,Chievo received,Genoa scored,Genoa received,Juventus scored,Juventus received,Fiorentina scored,Fiorentina received,Lazio scored,Lazio received,Sampdoria scored,Sampdoria received,Roma scored,Roma received,Catania scored,Catania received,Torino scored,Torino received,Udinese scored,Udinese received,Milan scored,Milan received,Bologna scored,Bologna received,Cagliari scored,Cagliari received,Parma scored,Parma received,Pescara scored,Pescara received,Palermo scored,Palermo received,Atalanta scored,Atalanta received,Siena scored,Siena received
0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0
1,2.0,1.5,2.5,0.5,1.0,1.0,2.0,1.5,3.0,0.5,1.5,1.5,2.0,0.0,1.5,0.5,2.5,1.5,2.5,2.0,1.5,0.0,1.0,3.0,1.5,1.0,0.5,2.5,0.5,1.5,1.0,1.0,0.0,3.0,0.0,3.0,0.5,1.0,0.5,1.0
2,2.0,1.0,2.6666666666666665,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,2.0,3.0,0.6666666666666666,1.6666666666666667,1.0,2.3333333333333335,0.3333333333333333,2.0,1.0,2.3333333333333335,2.0,1.6666666666666667,2.0,1.0,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.0,1.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,3.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333
3,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.3333333333333333,2.0,3.0,0.6666666666666666,1.3333333333333333,1.0,2.0,0.6666666666666666,2.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333
4,1.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,0.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,1.3333333333333333,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666
5,1.3333333333333333,1.0,1.3333333333333333,0.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.0,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.0,2.3333333333333335,1.3333333333333333,0.6666666666666666
6,1.6666666666666667,0.3333333333333333,2.0,0.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,3.0,1.0,1.3333333333333333
7,1.6666666666666667,0.3333333333333333,1.0,1.0,1.3333333333333333,2.0,1.0,1.6666666666666667,2.6666666666666665,0.6666666666666666,1.0,1.0,2.6666666666666665,1.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,2.0,0.6666666666666666,2.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,2.6666666666666665,1.0,2.0
8,2.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,2.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,0.0,1.6666666666666667,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333
9,2.6666666666666665,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,2.0,2.6666666666666665,2.6666666666666665,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0,2.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,2.0
