,Dundee scored,Dundee received,Celtic scored,Celtic received,Aberdeen scored,Aberdeen received,Motherwell scored,Motherwell received,Hamilton scored,Hamilton received,Partick scored,Partick received,St Johnstone scored,St Johnstone received,Dundee United scored,Dundee United received,Inverness C scored,Inverness C received,Ross County scored,Ross County received,Kilmarnock scored,Kilmarnock received,Hearts scored,Hearts received
23,2.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.3333333333333333,3.6666666666666665,1.0,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.0,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,2.6666666666666665,2.6666666666666665,0.6666666666666666
24,2.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.0,1.0,1.0,3.3333333333333335,0.3333333333333333,0.0,1.0,1.3333333333333333,0.6666666666666666,1.0,2.0,2.0,0.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,1.0,2.3333333333333335,3.0,0.0
25,1.3333333333333333,1.0,2.0,1.0,1.3333333333333333,1.3333333333333333,1.0,2.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,2.0,1.0,2.0,1.3333333333333333,0.0
26,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666
27,1.0,0.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,2.0,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666
28,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666
29,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,1.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.0
30,0.6666666666666666,1.0,1.0,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,1.0,1.6666666666666667,1.0,0.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.0
31,2.3333333333333335,1.6666666666666667,2.0,0.6666666666666666,2.0,1.0,2.0,1.0,0.6666666666666666,1.6666666666666667,1.0,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,3.0,0.3333333333333333,1.0,0.6666666666666666,2.0
32,2.6666666666666665,2.0,2.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.0,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.0,1.3333333333333333,2.0,0.6666666666666666,1.0,2.6666666666666665,1.0,0.3333333333333333,1.0,2.3333333333333335
