,Dundee scored,Dundee received,Celtic scored,Celtic received,Aberdeen scored,Aberdeen received,Motherwell scored,Motherwell received,Hamilton scored,Hamilton received,Partick scored,Partick received,St Johnstone scored,St Johnstone received,Dundee United scored,Dundee United received,Inverness C scored,Inverness C received,Ross County scored,Ross County received,Kilmarnock scored,Kilmarnock received,Hearts scored,Hearts received
0,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,1.0,0.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.0,2.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,,
1,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,1.0,2.0,0.0,0.3333333333333333,1.3333333333333333,,
2,1.0,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,0.3333333333333333,0.0,2.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,0.3333333333333333,1.0,2.0,,
3,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,2.0,1.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,2.0,2.0,0.6666666666666666
4,1.3333333333333333,1.6666666666666667,3.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.6666666666666666,2.0,2.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,3.0,0.6666666666666666,2.0,2.0,1.0,1.3333333333333333,2.6666666666666665,2.3333333333333335,0.3333333333333333
5,1.0,1.3333333333333333,3.3333333333333335,1.3333333333333333,2.0,0.3333333333333333,1.0,1.3333333333333333,3.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.0,0.6666666666666666,3.0,1.0,2.3333333333333335,2.3333333333333335,1.0,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.3333333333333333
6,0.6666666666666666,1.0,2.3333333333333335,1.3333333333333333,2.0,0.3333333333333333,1.0,1.0,2.0,2.0,0.0,2.0,2.3333333333333335,1.6666666666666667,1.0,2.3333333333333335,1.0,1.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,1.6666666666666667
7,0.6666666666666666,2.3333333333333335,3.3333333333333335,1.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0,0.0,1.3333333333333333,2.0,2.0,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.0,2.6666666666666665
8,1.3333333333333333,3.0,2.3333333333333335,0.6666666666666666,2.0,1.3333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667
9,1.6666666666666667,3.3333333333333335,2.6666666666666665,0.3333333333333333,1.6666666666666667,2.6666666666666665,1.0,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333
10,2.0,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,3.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.0,2.6666666666666665,1.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333
11,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,1.0,0.0,3.0,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.3333333333333333
12,1.0,1.3333333333333333,3.0,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,1.0,2.0,2.0,1.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.0
13,1.0,1.3333333333333333,4.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,2.0,2.3333333333333335,1.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,0.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,2.6666666666666665,0.0
14,1.0,1.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,1.0,2.3333333333333335,1.0,2.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,2.3333333333333335,0.3333333333333333
15,1.0,1.0,2.3333333333333335,0.6666666666666666,2.0,0.6666666666666666,1.0,2.6666666666666665,1.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,2.0,1.6666666666666667,2.0,1.6666666666666667,2.3333333333333335,1.0,2.3333333333333335,1.6666666666666667,1.0
16,0.6666666666666666,1.3333333333333333,3.6666666666666665,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,3.3333333333333335,2.6666666666666665,1.0,2.0,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,2.0,2.0,1.0,2.0,1.6666666666666667,1.0
17,0.6666666666666666,2.0,4.666666666666667,0.6666666666666666,2.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,4.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.0,2.0,2.0,2.3333333333333335,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.0
18,1.6666666666666667,1.6666666666666667,4.0,1.0,2.3333333333333335,0.0,1.6666666666666667,1.0,0.6666666666666666,5.0,1.0,0.0,1.0,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.3333333333333333
19,2.3333333333333335,2.6666666666666665,2.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.6666666666666665,0.6666666666666666,0.3333333333333333,2.6666666666666665,1.3333333333333333,0.0,0.0,1.6666666666666667,0.6666666666666666,2.0,2.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.0
20,2.0,1.6666666666666667,1.0,1.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.0,3.0,1.0,0.0,0.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,2.6666666666666665,2.3333333333333335,2.6666666666666665,1.6666666666666667,1.0,2.3333333333333335,1.6666666666666667,1.3333333333333333
21,1.3333333333333333,2.0,1.0,0.6666666666666666,2.0,1.6666666666666667,2.6666666666666665,1.0,2.0,2.6666666666666665,0.6666666666666666,0.3333333333333333,1.0,2.6666666666666665,1.0,2.6666666666666665,2.6666666666666665,1.6666666666666667,2.6666666666666665,2.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,2.0
22,2.0,1.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.6666666666666667,1.6666666666666667,3.0,2.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.0,2.0,1.3333333333333333,3.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,2.3333333333333335,2.0,2.0,3.6666666666666665,1.3333333333333333
