,0,1,2,3,4,5,6,7,8,9,10,11
0,Dundee,Celtic,Hearts,Aberdeen,Motherwell,Hamilton,Partick,St Johnstone,Dundee United,Inverness C,Ross County,Kilmarnock
1,Celtic,Aberdeen,Hearts,Dundee,Dundee United,Ross County,Motherwell,St Johnstone,Inverness C,Hamilton,Partick,Kilmarnock
2,Hearts,Aberdeen,Celtic,Dundee,Dundee United,Ross County,Motherwell,St Johnstone,Inverness C,Partick,Hamilton,Kilmarnock
3,Hearts,Aberdeen,Celtic,Dundee,Hamilton,Ross County,Dundee United,Partick,Motherwell,St Johnstone,Inverness C,Kilmarnock
4,Hearts,Aberdeen,Celtic,Ross County,Hamilton,Dundee,St Johnstone,Dundee United,Motherwell,Partick,Inverness C,Kilmarnock
5,Aberdeen,Celtic,Hearts,Ross County,Hamilton,Dundee,Motherwell,St Johnstone,Dundee United,Inverness C,Partick,Kilmarnock
6,Aberdeen,Celtic,Hearts,Ross County,Dundee,Hamilton,St Johnstone,Motherwell,Inverness C,Kilmarnock,Dundee United,Partick
7,Aberdeen,Celtic,Hearts,Ross County,Hamilton,Dundee,St Johnstone,Kilmarnock,Inverness C,Motherwell,Dundee United,Partick
8,Aberdeen,Celtic,Hearts,Hamilton,Ross County,Dundee,St Johnstone,Inverness C,Motherwell,Kilmarnock,Dundee United,Partick
9,Aberdeen,Celtic,Hearts,Hamilton,Ross County,Dundee,St Johnstone,Inverness C,Motherwell,Kilmarnock,Partick,Dundee United
10,Celtic,Aberdeen,Hearts,Ross County,Hamilton,Dundee,St Johnstone,Inverness C,Kilmarnock,Motherwell,Partick,Dundee United
11,Celtic,Aberdeen,Hearts,Ross County,Hamilton,St Johnstone,Dundee,Kilmarnock,Inverness C,Motherwell,Partick,Dundee United
12,Celtic,Hearts,Aberdeen,St Johnstone,Ross County,Hamilton,Dundee,Kilmarnock,Inverness C,Motherwell,Partick,Dundee United
13,Celtic,Hearts,Aberdeen,St Johnstone,Ross County,Hamilton,Dundee,Inverness C,Kilmarnock,Motherwell,Partick,Dundee United
14,Celtic,Hearts,Aberdeen,St Johnstone,Ross County,Hamilton,Dundee,Inverness C,Kilmarnock,Partick,Motherwell,Dundee United
15,Celtic,Aberdeen,Hearts,St Johnstone,Hamilton,Ross County,Dundee,Inverness C,Partick,Kilmarnock,Motherwell,Dundee United
16,Celtic,Aberdeen,Hearts,St Johnstone,Hamilton,Ross County,Dundee,Partick,Inverness C,Kilmarnock,Motherwell,Dundee United
17,Celtic,Aberdeen,Hearts,St Johnstone,Ross County,Partick,Hamilton,Inverness C,Dundee,Motherwell,Kilmarnock,Dundee United
18,Celtic,Aberdeen,Hearts,St Johnstone,Partick,Ross County,Dundee,Hamilton,Inverness C,Motherwell,Kilmarnock,Dundee United
19,Celtic,Aberdeen,Hearts,St Johnstone,Partick,Ross County,Motherwell,Dundee,Inverness C,Hamilton,Kilmarnock,Dundee United
20,Celtic,Aberdeen,Hearts,St Johnstone,Ross County,Partick,Motherwell,Inverness C,Dundee,Hamilton,Kilmarnock,Dundee United
21,Celtic,Aberdeen,Hearts,St Johnstone,Ross County,Partick,Inverness C,Motherwell,Dundee,Hamilton,Kilmarnock,Dundee United
22,Celtic,Aberdeen,Hearts,St Johnstone,Ross County,Dundee,Partick,Inverness C,Motherwell,Hamilton,Kilmarnock,Dundee United
23,Celtic,Aberdeen,Hearts,Ross County,St Johnstone,Partick,Dundee,Inverness C,Motherwell,Hamilton,Kilmarnock,Dundee United
24,Celtic,Aberdeen,Hearts,St Johnstone,Partick,Ross County,Dundee,Inverness C,Motherwell,Hamilton,Kilmarnock,Dundee United
25,Celtic,Aberdeen,Hearts,St Johnstone,Dundee,Partick,Ross County,Inverness C,Motherwell,Hamilton,Kilmarnock,Dundee United
26,Celtic,Aberdeen,Hearts,St Johnstone,Ross County,Dundee,Partick,Inverness C,Motherwell,Hamilton,Kilmarnock,Dundee United
27,Celtic,Aberdeen,Hearts,St Johnstone,Dundee,Ross County,Partick,Inverness C,Motherwell,Hamilton,Kilmarnock,Dundee United
28,Celtic,Aberdeen,Hearts,Ross County,St Johnstone,Dundee,Partick,Motherwell,Inverness C,Hamilton,Kilmarnock,Dundee United
29,Celtic,Aberdeen,Hearts,Ross County,St Johnstone,Motherwell,Dundee,Partick,Inverness C,Hamilton,Kilmarnock,Dundee United
30,Celtic,Aberdeen,Hearts,St Johnstone,Motherwell,Ross County,Partick,Dundee,Inverness C,Hamilton,Kilmarnock,Dundee United
31,Celtic,Aberdeen,Hearts,Motherwell,St Johnstone,Dundee,Partick,Ross County,Inverness C,Hamilton,Kilmarnock,Dundee United
32,Celtic,Aberdeen,Hearts,Motherwell,St Johnstone,Ross County,Dundee,Partick,Inverness C,Hamilton,Kilmarnock,Dundee United
