,Rennes scored,Rennes received,Montpellier scored,Montpellier received,Lyon scored,Lyon received,Toulouse scored,Toulouse received,St Etienne scored,St Etienne received,Lorient scored,Lorient received,Caen scored,Caen received,Sochaux scored,Sochaux received,Marseille scored,Marseille received,Brest scored,Brest received,Nancy scored,Nancy received,Lille scored,Lille received,Bordeaux scored,Bordeaux received,Paris SG scored,Paris SG received,Valenciennes scored,Valenciennes received,Auxerre scored,Auxerre received,Nice scored,Nice received,Evian Thonon Gaillard scored,Evian Thonon Gaillard received,Ajaccio scored,Ajaccio received,Dijon scored,Dijon received
0,1.3333333333333333,2.0,0.0,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,1.0,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,2.0,2.0,0.6666666666666666,1.0,3.0,0.0,2.0,1.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.0,1.0,1.6666666666666667,,,,,,
1,1.0,2.0,0.3333333333333333,1.0,1.0,0.3333333333333333,2.0,0.0,1.0,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,2.0,1.3333333333333333,2.0,2.0,0.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.0,1.0,,,,,,
2,1.0,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,,,,,,
3,1.3333333333333333,2.3333333333333335,2.0,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,2.0,1.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2.0,1.0,0.6666666666666666
4,1.3333333333333333,2.0,2.0,0.6666666666666666,1.6666666666666667,1.0,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.0,2.0,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.0,0.6666666666666666,2.0,0.6666666666666666,1.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666
5,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.6666666666666665,2.0,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.0,0.6666666666666666,1.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,1.0,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.0
6,2.6666666666666665,1.0,2.0,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,3.0,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.0,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.0
7,2.6666666666666665,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0,1.0,1.6666666666666667,4.0,1.0,1.0,1.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.3333333333333335,1.0,2.0,0.6666666666666666,2.0,1.0,1.6666666666666667,1.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.6666666666666667
8,2.3333333333333335,1.6666666666666667,1.6666666666666667,2.0,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.0,1.3333333333333333,0.6666666666666666,2.0,1.0,2.0,3.3333333333333335,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,1.0,1.0,1.3333333333333333,1.0,2.3333333333333335,1.0,1.6666666666666667,1.0,0.6666666666666666
9,1.0,1.0,2.3333333333333335,2.6666666666666665,2.0,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.0,1.0,1.0,2.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,1.0,2.6666666666666665,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.0,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,1.6666666666666667,2.3333333333333335
