,AZ Alkmaar scored,AZ Alkmaar received,Feyenoord scored,Feyenoord received,Roda scored,Roda received,Waalwijk scored,Waalwijk received,Groningen scored,Groningen received,Den Haag scored,Den Haag received,Ajax scored,Ajax received,Heerenveen scored,Heerenveen received,Vitesse scored,Vitesse received,Heracles scored,Heracles received,PSV Eindhoven scored,PSV Eindhoven received,Utrecht scored,Utrecht received,Nijmegen scored,Nijmegen received,Willem II scored,Willem II received,Roosendaal scored,Roosendaal received,Twente scored,Twente received,NAC Breda scored,NAC Breda received,Sparta Rotterdam scored,Sparta Rotterdam received
10,3.0,1.0,1.3333333333333333,1.0,2.0,2.0,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,0.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.6666666666666665,0.3333333333333333,1.0,3.0,1.6666666666666667,0.0,2.0,1.0,1.0,0.0,1.0,3.6666666666666665,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.0,1.6666666666666667,2.6666666666666665,0.6666666666666666,2.0
11,1.3333333333333333,0.6666666666666666,2.0,1.0,1.6666666666666667,2.3333333333333335,3.0,2.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333,3.0,1.3333333333333333,2.0,2.3333333333333335,2.6666666666666665,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,0.0,1.6666666666666667,3.3333333333333335,0.6666666666666666,2.6666666666666665,1.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.3333333333333333,1.6666666666666667
12,1.3333333333333333,0.6666666666666666,3.3333333333333335,1.0,1.6666666666666667,2.6666666666666665,2.3333333333333335,3.0,0.6666666666666666,2.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.3333333333333333,2.6666666666666665,1.6666666666666667,2.0,3.0,3.3333333333333335,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,3.0,0.3333333333333333,2.0,1.3333333333333333,1.0,1.6666666666666667,2.0,0.3333333333333333,2.0
13,1.3333333333333333,0.3333333333333333,4.0,1.6666666666666667,1.0,1.6666666666666667,2.3333333333333335,4.0,1.0,0.6666666666666666,1.0,2.0,2.0,0.6666666666666666,1.6666666666666667,1.0,2.6666666666666665,2.0,1.3333333333333333,2.6666666666666665,3.3333333333333335,1.3333333333333333,1.0,0.0,1.3333333333333333,0.0,1.0,2.3333333333333335,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.0,0.6666666666666666,2.0,1.0,2.0
14,2.3333333333333335,0.6666666666666666,3.3333333333333335,1.0,0.3333333333333333,1.0,2.0,3.3333333333333335,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667,2.0,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,3.3333333333333335,2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,1.0,2.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,2.3333333333333335
15,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,3.0,2.0,0.0,2.6666666666666665,1.0,2.6666666666666665,0.3333333333333333,2.3333333333333335,2.0,0.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.0,1.6666666666666667,2.0
16,2.0,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.0,2.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.6666666666666665,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,3.0,0.3333333333333333,3.0,2.0,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333
17,2.0,1.0,3.0,1.0,2.0,1.3333333333333333,1.3333333333333333,2.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.3333333333333335,2.0,3.0,1.6666666666666667,1.0,1.6666666666666667,2.0,1.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,1.0,2.0,1.0,4.0,0.6666666666666666,2.6666666666666665,2.0,1.6666666666666667,0.6666666666666666,2.0,1.0,1.3333333333333333
18,1.6666666666666667,1.0,3.0,0.3333333333333333,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,3.0,2.0,2.3333333333333335,2.0,2.0,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,3.0,1.0,2.3333333333333335,2.0,1.0,0.6666666666666666,2.6666666666666665,0.6666666666666666,1.6666666666666667
19,2.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.6666666666666667,1.0,1.0,1.3333333333333333,2.0,0.6666666666666666,1.0,3.6666666666666665,2.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.6666666666666667,3.0,0.6666666666666666,1.0,3.0,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,2.6666666666666665,0.3333333333333333,1.3333333333333333
20,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,1.0,0.6666666666666666,3.3333333333333335,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.0,3.0,1.6666666666666667,2.6666666666666665,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,3.0,0.3333333333333333,0.3333333333333333
21,2.0,1.0,2.3333333333333335,0.6666666666666666,1.0,2.3333333333333335,0.3333333333333333,2.0,1.3333333333333333,1.0,0.0,3.3333333333333335,2.0,3.0,1.6666666666666667,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.6666666666666666,2.0,2.0,3.3333333333333335,1.0,2.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.0
22,3.3333333333333335,0.6666666666666666,3.0,1.0,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.6666666666666667,1.0,1.0,0.0,2.6666666666666665,1.3333333333333333,2.3333333333333335,2.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,1.6666666666666667,2.0,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,3.3333333333333335,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,0.0
23,2.3333333333333335,0.3333333333333333,2.6666666666666665,2.0,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.6666666666666665,1.6666666666666667,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,2.0,1.0,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333,1.0,1.0,0.6666666666666666,3.3333333333333335,2.0,0.3333333333333333,2.0,1.0,0.3333333333333333,0.3333333333333333
24,2.6666666666666665,1.0,3.0,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,2.0,3.0,0.3333333333333333,2.0,1.3333333333333333,1.0,3.0,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,4.333333333333333,2.0,0.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,1.6666666666666667
25,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,1.0,3.6666666666666665,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,3.0,0.6666666666666666,2.3333333333333335,2.0,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.0,2.6666666666666665,1.3333333333333333,0.0,1.3333333333333333,2.3333333333333335,1.0,2.3333333333333335
26,1.6666666666666667,1.6666666666666667,2.6666666666666665,0.3333333333333333,2.0,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333,5.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.6666666666666665,0.6666666666666666,2.6666666666666665,3.0,1.0,1.6666666666666667,2.0,0.0,2.3333333333333335,3.0,1.0,1.0,2.6666666666666665,1.6666666666666667,0.0,1.0,1.6666666666666667,1.0,4.0
27,2.0,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.3333333333333333,3.0,0.3333333333333333,1.0,2.3333333333333335,2.0,2.0,0.3333333333333333,2.3333333333333335,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.6666666666666665,2.0,1.3333333333333333,2.3333333333333335,1.0,0.0,1.0,1.3333333333333333,1.3333333333333333,3.0
28,2.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,1.0,1.3333333333333333,3.0,1.0,1.6666666666666667,2.6666666666666665,1.0,1.0,2.3333333333333335,2.6666666666666665,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,2.0,1.3333333333333333,1.0,2.6666666666666665,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.6666666666666665
29,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,1.3333333333333333,2.0,2.0,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.3333333333333335,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,0.0,1.3333333333333333,0.0,1.3333333333333333,1.0,0.3333333333333333,2.3333333333333335,1.0,3.6666666666666665,1.0,1.0,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667
30,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.0,0.6666666666666666,2.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,2.0,2.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,2.6666666666666665,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.0,0.3333333333333333,1.6666666666666667
31,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,3.0,1.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.0,1.0,1.0,1.0,1.3333333333333333,2.0,1.6666666666666667,1.0,1.0,0.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.0,2.0,0.6666666666666666,4.0,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333
32,1.0,1.0,2.0,1.3333333333333333,2.3333333333333335,1.0,1.0,2.6666666666666665,1.6666666666666667,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,3.0,1.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,2.3333333333333335,2.0,0.6666666666666666,3.0,1.3333333333333333,1.3333333333333333,2.0,2.6666666666666665,2.6666666666666665,1.0
33,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.3333333333333333,3.0,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.0,2.0,3.0,1.0,1.0,2.3333333333333335,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.0,3.3333333333333335,2.0,0.3333333333333333,3.0,1.0,0.3333333333333333,2.0,3.6666666666666665,3.3333333333333335,0.6666666666666666
