,Fenerbahce scored,Fenerbahce received,Kayserispor scored,Kayserispor received,Trabzonspor scored,Trabzonspor received,Sivasspor scored,Sivasspor received,Besiktas scored,Besiktas received,Bursaspor scored,Bursaspor received,Eskisehirspor scored,Eskisehirspor received,Gaziantepspor scored,Gaziantepspor received,Genclerbirligi scored,Genclerbirligi received,Kasimpasa scored,Kasimpasa received,Galatasaray scored,Galatasaray received,Manisaspor scored,Manisaspor received,Buyuksehyr scored,Buyuksehyr received,Ankaragucu scored,Ankaragucu received,Antalyaspor scored,Antalyaspor received,Karabukspor scored,Karabukspor received,Bucaspor scored,Bucaspor received,Konyaspor scored,Konyaspor received
0,2.0,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.0,1.0,1.6666666666666667,1.6666666666666667,2.0,1.0,2.3333333333333335,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,2.3333333333333335,0.3333333333333333,,,,,,
1,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,2.0,0.0,1.6666666666666667,2.0,0.3333333333333333,2.0,2.0,2.3333333333333335,0.6666666666666666,,,,,,
2,2.3333333333333335,2.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.0,1.0,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,2.6666666666666665,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.3333333333333333,,,,,,
3,2.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,3.0,1.0,0.6666666666666666,3.0,2.6666666666666665,1.0,2.0,0.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,1.0,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,1.0,3.0,2.0,1.0,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.0,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333
4,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,3.0,3.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.0,2.0,0.6666666666666666,2.0,1.0,2.3333333333333335,0.6666666666666666,2.6666666666666665,1.6666666666666667,0.3333333333333333,2.0,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333,1.0,1.0,1.3333333333333333
5,2.3333333333333335,1.6666666666666667,1.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,3.3333333333333335,2.3333333333333335,0.6666666666666666,2.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.0,3.6666666666666665,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.0,1.0,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,1.0,1.0,1.3333333333333333
6,3.3333333333333335,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,1.0,1.0,1.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.0,1.0,4.0,1.6666666666666667,1.0,2.0,1.0,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,2.0,1.3333333333333333,2.3333333333333335,1.0,0.0,0.6666666666666666,1.0,2.3333333333333335
7,4.333333333333333,1.0,2.0,0.3333333333333333,2.6666666666666665,0.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,2.0,1.0,5.333333333333333,2.0,2.3333333333333335,2.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.0,1.6666666666666667,0.0,1.0,1.3333333333333333,3.3333333333333335
8,2.3333333333333335,0.3333333333333333,2.3333333333333335,0.3333333333333333,3.6666666666666665,0.3333333333333333,1.0,2.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,3.0,0.6666666666666666,4.0,1.0,2.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.3333333333333333,3.0,2.6666666666666665,2.3333333333333335,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,3.0
9,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.6666666666666666,4.0,0.6666666666666666,1.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,3.6666666666666665,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335
